customer_id,loyalty_card,joined,home_branch_id,marketing_opt_in
C-103227,9770003227,2023-10-08,B-02,true
C-103228,9770003228,2021-07-29,B-02,false
C-103229,9770003229,2024-09-16,B-02,false
C-103230,9770003230,2022-01-26,B-02,false
C-103231,9770003231,2025-01-31,B-02,false
C-103232,9770003232,2024-11-01,B-02,false
C-103233,9770003233,2026-03-21,B-04,false
C-103234,9770003234,2022-05-17,B-17,false
C-103235,9770003235,2024-02-12,B-17,false
C-103236,9770003236,2020-01-07,B-01,false
C-103237,9770003237,2019-11-07,B-02,true
C-103238,9770003238,2020-01-16,B-09,true
C-103239,9770003239,2023-04-29,B-17,false
C-103240,9770003240,2021-08-22,B-08,false
C-103241,9770003241,2020-09-02,B-01,true
C-103242,9770003242,2023-02-27,B-04,true
C-103243,9770003243,2026-01-29,B-09,false
C-103244,9770003244,2019-11-19,B-01,false
C-103245,9770003245,2021-11-14,B-04,false
C-103246,9770003246,2021-03-11,B-02,false
C-103247,9770003247,2025-08-04,B-04,false
C-103248,9770003248,2020-06-03,B-04,false
C-103249,9770003249,2022-12-22,B-17,false
C-103250,9770003250,2022-01-03,B-02,false
C-103251,9770003251,2020-03-29,B-08,false
C-103252,9770003252,2020-12-30,B-17,false
C-103253,9770003253,2025-10-23,B-04,true
C-103254,9770003254,2025-08-04,B-04,false
C-103255,9770003255,2025-02-28,B-02,false
C-103256,9770003256,2022-11-22,B-02,true
C-103257,9770003257,2020-03-01,B-01,true
C-103258,9770003258,2023-02-18,B-01,false
C-103259,9770003259,2022-04-03,B-02,false
C-103260,9770003260,2021-07-30,B-02,true
C-103261,9770003261,2019-09-05,B-02,true
C-103262,9770003262,2024-02-12,B-01,false
C-103263,9770003263,2021-12-27,B-04,true
C-103264,9770003264,2023-12-15,B-09,false
C-103265,9770003265,2019-12-07,B-04,false
C-103266,9770003266,2021-09-22,B-04,false
C-103267,9770003267,2025-09-04,B-09,true
C-103268,9770003268,2019-08-10,B-17,false
C-103269,9770003269,2022-01-02,B-17,true
C-103270,9770003270,2019-06-10,B-08,false
C-103271,9770003271,2020-07-25,B-01,true
C-103272,9770003272,2024-01-24,B-09,false
C-103273,9770003273,2020-10-09,B-08,false
C-103274,9770003274,2022-03-25,B-01,true
C-103275,9770003275,2020-03-26,B-08,true
C-103276,9770003276,2025-04-23,B-09,true
C-103277,9770003277,2026-02-26,B-04,true
C-103278,9770003278,2024-03-13,B-17,true
C-103279,9770003279,2021-09-28,B-01,false
C-103280,9770003280,2025-12-16,B-02,false
C-103281,9770003281,2022-01-28,B-02,true
C-103282,9770003282,2021-07-03,B-08,false
C-103283,9770003283,2025-11-05,B-08,false
C-103284,9770003284,2024-03-08,B-08,true
C-103285,9770003285,2020-01-31,B-09,false
C-103286,9770003286,2021-10-15,B-02,false
C-103287,9770003287,2022-01-26,B-09,false
C-103288,9770003288,2025-01-02,B-01,true
C-103289,9770003289,2021-11-15,B-17,true
C-103290,9770003290,2026-01-25,B-02,true
C-103291,9770003291,2021-02-17,B-08,false
C-103292,9770003292,2020-10-18,B-09,false
C-103293,9770003293,2020-10-25,B-17,false
C-103294,9770003294,2021-09-22,B-09,false
C-103295,9770003295,2025-06-22,B-01,true
C-103296,9770003296,2021-08-31,B-17,false
C-103297,9770003297,2022-09-08,B-09,false
C-103298,9770003298,2021-11-11,B-17,false
C-103299,9770003299,2025-05-26,B-17,false
C-103300,9770003300,2025-08-12,B-02,false
C-103301,9770003301,2020-07-10,B-17,false
C-103302,9770003302,2024-12-29,B-17,true
C-103303,9770003303,2019-12-08,B-02,false
C-103304,9770003304,2021-07-27,B-17,true
C-103305,9770003305,2020-09-06,B-02,true
C-103306,9770003306,2023-04-24,B-17,false
C-103307,9770003307,2025-09-15,B-01,true
C-103308,9770003308,2022-10-26,B-08,true
C-103309,9770003309,2021-03-11,B-01,false
C-103310,9770003310,2019-12-12,B-01,true
C-103311,9770003311,2023-04-30,B-02,true
C-103312,9770003312,2024-11-26,B-04,true
C-103313,9770003313,2020-03-29,B-09,true
C-103314,9770003314,2024-07-08,B-04,true
C-103315,9770003315,2021-04-21,B-01,true
C-103316,9770003316,2025-11-08,B-04,true
C-103317,9770003317,2025-04-08,B-09,false
C-103318,9770003318,2024-10-24,B-09,false
C-103319,9770003319,2022-01-29,B-17,true
C-103320,9770003320,2020-02-21,B-01,true
C-103321,9770003321,2025-07-17,B-01,false
C-103322,9770003322,2020-08-11,B-04,true
C-103323,9770003323,2025-09-27,B-01,true
C-103324,9770003324,2022-08-23,B-01,true
C-103325,9770003325,2022-02-28,B-01,false
C-103326,9770003326,2019-11-14,B-04,false
C-103327,9770003327,2023-01-05,B-17,true
C-103328,9770003328,2025-10-15,B-04,false
C-103329,9770003329,2024-09-18,B-09,true
C-103330,9770003330,2022-02-24,B-01,true
C-103331,9770003331,2024-11-15,B-02,false
C-103332,9770003332,2022-09-09,B-04,true
C-103333,9770003333,2020-09-08,B-01,true
C-103334,9770003334,2024-08-25,B-02,false
C-103335,9770003335,2020-01-31,B-04,false
C-103336,9770003336,2019-11-11,B-08,false
C-103337,9770003337,2024-05-27,B-17,false
C-103338,9770003338,2021-03-09,B-08,true
C-103339,9770003339,2020-09-24,B-02,false
C-103340,9770003340,2025-01-05,B-01,true
C-103341,9770003341,2023-09-06,B-02,false
C-103342,9770003342,2025-07-12,B-08,false
C-103343,9770003343,2020-05-27,B-17,false
C-103344,9770003344,2020-12-16,B-02,true
C-103345,9770003345,2026-02-04,B-02,true
C-103346,9770003346,2025-03-07,B-09,false
C-103347,9770003347,2020-01-04,B-01,false
C-103348,9770003348,2021-04-05,B-08,true
C-103349,9770003349,2022-01-15,B-08,false
C-103350,9770003350,2023-01-09,B-01,false
C-103351,9770003351,2024-07-11,B-17,true
C-103352,9770003352,2023-03-31,B-09,true
C-103353,9770003353,2021-01-24,B-17,false
C-103354,9770003354,2023-12-12,B-02,false
C-103355,9770003355,2022-06-23,B-02,false
C-103356,9770003356,2024-02-12,B-01,true
C-103357,9770003357,2024-10-08,B-08,false
C-103358,9770003358,2022-06-19,B-08,false
C-103359,9770003359,2019-07-27,B-17,false
C-103360,9770003360,2023-08-14,B-09,false
C-103361,9770003361,2022-08-31,B-04,true
C-103362,9770003362,2020-02-13,B-02,false
C-103363,9770003363,2024-07-31,B-09,false
C-103364,9770003364,2024-07-11,B-09,true
C-103365,9770003365,2019-11-24,B-17,false
C-103366,9770003366,2021-01-04,B-04,true
C-103367,9770003367,2023-09-17,B-02,false
C-103368,9770003368,2025-06-23,B-01,false
C-103369,9770003369,2023-02-28,B-01,false
C-103370,9770003370,2020-09-17,B-09,false
C-103371,9770003371,2026-02-17,B-09,false
C-103372,9770003372,2026-02-20,B-04,false
C-103373,9770003373,2022-10-10,B-08,false
C-103374,9770003374,2024-10-13,B-08,false
C-103375,9770003375,2024-10-03,B-09,true
C-103376,9770003376,2024-03-29,B-02,false
C-103377,9770003377,2021-11-24,B-02,false
C-103378,9770003378,2021-12-18,B-01,true
C-103379,9770003379,2021-08-22,B-01,true
C-103380,9770003380,2021-07-09,B-04,false
C-103381,9770003381,2022-11-26,B-09,false
C-103382,9770003382,2019-09-03,B-17,false
C-103383,9770003383,2020-07-06,B-09,false
C-103384,9770003384,2025-02-21,B-08,true
C-103385,9770003385,2020-02-16,B-04,false
C-103386,9770003386,2019-07-11,B-01,true
C-103387,9770003387,2023-06-13,B-04,true
C-103388,9770003388,2023-08-17,B-09,false
C-103389,9770003389,2022-04-29,B-04,false
C-103390,9770003390,2020-10-22,B-01,true
C-103391,9770003391,2019-10-30,B-08,false
C-103392,9770003392,2025-07-01,B-04,true
C-103393,9770003393,2022-09-01,B-17,false
C-103394,9770003394,2021-08-14,B-08,true
C-103395,9770003395,2025-12-07,B-08,false
C-103396,9770003396,2024-08-16,B-09,true
C-103397,9770003397,2022-06-03,B-09,true
C-103398,9770003398,2022-02-26,B-02,false
C-103399,9770003399,2019-06-22,B-17,false
C-103400,9770003400,2026-02-25,B-08,true
C-103401,9770003401,2025-12-27,B-04,false
C-103402,9770003402,2023-05-16,B-08,true
C-103403,9770003403,2020-06-28,B-02,false
C-103404,9770003404,2023-08-15,B-17,false
C-103405,9770003405,2022-01-10,B-04,false
C-103406,9770003406,2023-08-07,B-02,true
C-103407,9770003407,2020-07-07,B-09,false
C-103408,9770003408,2023-04-06,B-04,false
C-103409,9770003409,2025-12-19,B-01,true
C-103410,9770003410,2021-03-30,B-17,true
C-103411,9770003411,2021-05-21,B-02,false
C-103412,9770003412,2025-09-09,B-02,false
C-103413,9770003413,2023-07-16,B-01,true
C-103414,9770003414,2021-10-29,B-01,false
C-103415,9770003415,2024-04-11,B-01,true
C-103416,9770003416,2025-07-02,B-09,true
C-103417,9770003417,2023-10-31,B-08,true
C-103418,9770003418,2023-04-08,B-02,true
C-103419,9770003419,2021-08-02,B-02,false
C-103420,9770003420,2026-02-04,B-04,true
C-103421,9770003421,2026-02-15,B-01,false
C-103422,9770003422,2024-08-27,B-01,false
C-103423,9770003423,2023-01-11,B-09,false
C-103424,9770003424,2021-09-09,B-04,false
C-103425,9770003425,2024-05-25,B-17,false
C-103426,9770003426,2023-04-10,B-01,true
C-103427,9770003427,2025-11-04,B-04,true
C-103428,9770003428,2020-09-07,B-17,false
C-103429,9770003429,2021-12-18,B-17,false
C-103430,9770003430,2024-04-08,B-01,false
C-103431,9770003431,2021-09-22,B-04,false
C-103432,9770003432,2025-07-20,B-01,true
C-103433,9770003433,2023-05-19,B-08,true
C-103434,9770003434,2021-09-26,B-04,false
C-103435,9770003435,2019-07-20,B-09,true
C-103436,9770003436,2025-12-06,B-02,true
C-103437,9770003437,2025-10-08,B-08,false
C-103438,9770003438,2023-09-17,B-17,false
C-103439,9770003439,2024-07-04,B-02,true
C-103440,9770003440,2025-05-21,B-02,false
C-103441,9770003441,2025-05-29,B-04,true
C-103442,9770003442,2022-08-22,B-04,true
C-103443,9770003443,2021-10-08,B-01,false
C-103444,9770003444,2024-03-28,B-01,false
C-103445,9770003445,2022-11-13,B-08,false
C-103446,9770003446,2022-01-05,B-17,false
C-103447,9770003447,2024-05-12,B-04,true
C-103448,9770003448,2020-05-28,B-08,true
C-103449,9770003449,2024-05-22,B-08,true
C-103450,9770003450,2020-07-20,B-02,true
C-103451,9770003451,2020-08-24,B-02,false
C-103452,9770003452,2020-12-15,B-01,true
C-103453,9770003453,2024-10-03,B-17,true
C-103454,9770003454,2020-12-18,B-02,true
C-103455,9770003455,2020-01-27,B-01,false
C-103456,9770003456,2019-07-28,B-01,false
C-103457,9770003457,2026-02-21,B-17,true
C-103458,9770003458,2025-07-26,B-09,true
C-103459,9770003459,2024-04-12,B-17,true
C-103460,9770003460,2022-10-27,B-09,true
C-103461,9770003461,2024-06-05,B-02,false
C-103462,9770003462,2021-05-10,B-09,false
C-103463,9770003463,2022-07-02,B-02,false
C-103464,9770003464,2024-05-03,B-17,true
C-103465,9770003465,2024-05-15,B-01,true
C-103466,9770003466,2022-09-06,B-02,true
C-103467,9770003467,2024-08-14,B-01,false
C-103468,9770003468,2022-01-03,B-01,false
C-103469,9770003469,2020-04-03,B-01,true
C-103470,9770003470,2026-01-08,B-01,false
C-103471,9770003471,2021-03-25,B-08,true
C-103472,9770003472,2019-10-28,B-17,true
C-103473,9770003473,2023-08-17,B-02,false
C-103474,9770003474,2021-12-16,B-01,false
C-103475,9770003475,2020-05-15,B-09,false
C-103476,9770003476,2021-07-05,B-08,false
C-103477,9770003477,2025-07-13,B-09,true
C-103478,9770003478,2024-01-19,B-04,false
C-103479,9770003479,2023-11-14,B-09,true
C-103480,9770003480,2019-12-23,B-02,false
C-103481,9770003481,2019-07-28,B-01,false
C-103482,9770003482,2023-08-04,B-04,true
C-103483,9770003483,2021-05-11,B-08,true
C-103484,9770003484,2021-08-17,B-02,false
C-103485,9770003485,2026-03-06,B-17,false
C-103486,9770003486,2019-07-15,B-17,true
C-103487,9770003487,2024-06-24,B-02,false
C-103488,9770003488,2025-08-22,B-08,false
C-103489,9770003489,2019-07-02,B-09,true
C-103490,9770003490,2020-02-12,B-04,false
C-103491,9770003491,2024-09-21,B-08,false
C-103492,9770003492,2021-01-16,B-01,false
C-103493,9770003493,2019-08-30,B-17,false
C-103494,9770003494,2020-08-13,B-09,true
C-103495,9770003495,2019-07-15,B-09,false
C-103496,9770003496,2020-08-26,B-04,false
C-103497,9770003497,2022-12-24,B-08,false
C-103498,9770003498,2023-11-18,B-08,true
C-103499,9770003499,2025-06-12,B-08,true
C-103500,9770003500,2020-07-11,B-08,true
C-103501,9770003501,2021-04-09,B-08,false
C-103502,9770003502,2019-09-19,B-17,true
C-103503,9770003503,2020-06-29,B-02,true
C-103504,9770003504,2025-10-13,B-08,true
C-103505,9770003505,2023-12-24,B-01,false
C-103506,9770003506,2026-01-05,B-04,true
C-103507,9770003507,2023-09-11,B-04,false
C-103508,9770003508,2019-09-17,B-17,true
C-103509,9770003509,2024-07-30,B-01,true
C-103510,9770003510,2023-11-17,B-09,false
C-103511,9770003511,2020-08-31,B-09,true
C-103512,9770003512,2025-07-15,B-02,false
C-103513,9770003513,2024-11-13,B-01,false
C-103514,9770003514,2026-01-12,B-02,false
C-103515,9770003515,2019-08-12,B-02,false
C-103516,9770003516,2023-08-08,B-02,false
C-103517,9770003517,2024-11-20,B-08,true
C-103518,9770003518,2026-01-27,B-09,false
C-103519,9770003519,2020-01-18,B-01,false
C-103520,9770003520,2021-06-16,B-02,false
C-103521,9770003521,2023-12-19,B-17,false
C-103522,9770003522,2025-07-23,B-01,false
C-103523,9770003523,2024-11-08,B-08,true
C-103524,9770003524,2021-11-22,B-17,false
C-103525,9770003525,2024-05-06,B-02,false
C-103526,9770003526,2020-08-07,B-17,true
C-103527,9770003527,2025-07-17,B-17,true
C-103528,9770003528,2021-01-04,B-01,true
C-103529,9770003529,2019-10-25,B-08,true
C-103530,9770003530,2024-01-01,B-01,false
C-103531,9770003531,2022-11-11,B-04,false
C-103532,9770003532,2023-09-30,B-17,true
C-103533,9770003533,2025-05-14,B-08,false
C-103534,9770003534,2025-10-20,B-02,true
C-103535,9770003535,2020-02-25,B-02,false
C-103536,9770003536,2023-02-15,B-09,true
C-103537,9770003537,2026-01-10,B-17,true
C-103538,9770003538,2023-10-20,B-08,true
C-103539,9770003539,2024-10-19,B-04,false
C-103540,9770003540,2021-12-20,B-02,true
C-103541,9770003541,2024-10-02,B-08,true
C-103542,9770003542,2025-01-22,B-02,false
C-103543,9770003543,2022-07-28,B-08,true
C-103544,9770003544,2025-01-24,B-02,true
C-103545,9770003545,2026-02-10,B-09,false
C-103546,9770003546,2026-01-17,B-02,false
C-103547,9770003547,2025-08-27,B-04,true
C-103548,9770003548,2025-03-24,B-04,false
C-103549,9770003549,2020-10-07,B-17,false
C-103550,9770003550,2022-08-24,B-17,true
C-103551,9770003551,2025-05-19,B-08,false
C-103552,9770003552,2025-03-24,B-09,true
C-103553,9770003553,2022-12-23,B-09,true
C-103554,9770003554,2022-08-19,B-09,false
C-103555,9770003555,2023-01-14,B-02,true
C-103556,9770003556,2025-08-20,B-02,false
C-103557,9770003557,2022-09-17,B-04,true
C-103558,9770003558,2020-07-24,B-04,true
C-103559,9770003559,2021-03-30,B-17,true
C-103560,9770003560,2024-10-15,B-17,true
C-103561,9770003561,2025-06-05,B-17,false
C-103562,9770003562,2025-10-07,B-08,false
C-103563,9770003563,2025-01-19,B-04,false
C-103564,9770003564,2019-07-28,B-17,true
C-103565,9770003565,2022-03-31,B-17,true
C-103566,9770003566,2025-09-23,B-08,false
C-103567,9770003567,2024-05-17,B-04,false
C-103568,9770003568,2020-12-12,B-04,true
C-103569,9770003569,2019-12-02,B-04,false
C-103570,9770003570,2022-07-06,B-01,true
C-103571,9770003571,2025-09-27,B-04,true
C-103572,9770003572,2024-03-26,B-04,false
C-103573,9770003573,2022-11-16,B-08,true
C-103574,9770003574,2020-09-11,B-09,false
C-103575,9770003575,2024-02-23,B-08,false
C-103576,9770003576,2024-11-12,B-02,false
C-103577,9770003577,2021-07-04,B-04,false
C-103578,9770003578,2020-10-31,B-08,true
C-103579,9770003579,2023-05-20,B-09,true
C-103580,9770003580,2025-03-21,B-04,false
C-103581,9770003581,2021-05-09,B-08,true
C-103582,9770003582,2023-12-21,B-08,false
C-103583,9770003583,2024-01-19,B-09,false
C-103584,9770003584,2022-12-31,B-09,false
C-103585,9770003585,2022-09-02,B-17,false
C-103586,9770003586,2024-06-13,B-02,false
C-103587,9770003587,2025-10-11,B-02,false
C-103588,9770003588,2024-10-06,B-01,true
C-103589,9770003589,2024-08-20,B-04,false
C-103590,9770003590,2025-09-28,B-17,false
C-103591,9770003591,2021-11-02,B-01,true
C-103592,9770003592,2023-11-10,B-04,false
C-103593,9770003593,2022-08-03,B-17,true
C-103594,9770003594,2022-07-23,B-09,true
C-103595,9770003595,2025-08-31,B-01,false
C-103596,9770003596,2025-04-14,B-04,true
C-103597,9770003597,2021-12-13,B-04,true
C-103598,9770003598,2020-07-21,B-02,false
C-103599,9770003599,2022-04-02,B-02,false
C-103600,9770003600,2025-05-20,B-04,true
C-103601,9770003601,2020-01-15,B-08,true
C-103602,9770003602,2022-01-24,B-17,false
C-103603,9770003603,2025-08-04,B-02,true
C-103604,9770003604,2022-10-31,B-08,true
C-103605,9770003605,2020-10-27,B-09,true
C-103606,9770003606,2021-11-27,B-17,true
C-103607,9770003607,2024-05-26,B-08,true
C-103608,9770003608,2023-10-20,B-17,false
C-103609,9770003609,2026-01-21,B-09,false
C-103610,9770003610,2021-01-22,B-08,true
C-103611,9770003611,2020-02-26,B-09,true
C-103612,9770003612,2019-06-11,B-04,true
C-103613,9770003613,2023-04-05,B-01,false
C-103614,9770003614,2022-10-12,B-17,false
C-103615,9770003615,2024-06-03,B-02,false
C-103616,9770003616,2019-06-30,B-02,false
C-103617,9770003617,2026-03-18,B-01,false
C-103618,9770003618,2024-06-22,B-01,false
C-103619,9770003619,2024-10-20,B-01,false
C-103620,9770003620,2020-05-08,B-08,true
C-103621,9770003621,2023-04-20,B-02,true
C-103622,9770003622,2021-03-28,B-17,false
C-103623,9770003623,2023-07-09,B-17,false
C-103624,9770003624,2025-11-05,B-17,true
C-103625,9770003625,2020-01-06,B-17,false
C-103626,9770003626,2021-01-10,B-09,false
C-103627,9770003627,2025-12-21,B-04,false
C-103628,9770003628,2020-01-05,B-08,true
C-103629,9770003629,2025-09-01,B-04,true
C-103630,9770003630,2023-12-18,B-01,false
C-103631,9770003631,2019-05-29,B-04,true
C-103632,9770003632,2023-02-26,B-04,true
C-103633,9770003633,2024-04-24,B-17,true
C-103634,9770003634,2019-08-27,B-02,false
C-103635,9770003635,2020-09-30,B-17,false
C-103636,9770003636,2022-12-27,B-01,true
C-103637,9770003637,2025-05-10,B-02,false
C-103638,9770003638,2023-04-11,B-08,false
C-103639,9770003639,2021-03-31,B-09,true
C-103640,9770003640,2019-10-03,B-04,false
C-103641,9770003641,2023-07-25,B-01,true
C-103642,9770003642,2021-01-07,B-09,false
C-103643,9770003643,2022-08-07,B-09,true
C-103644,9770003644,2025-06-28,B-08,false
C-103645,9770003645,2022-12-17,B-17,true
C-103646,9770003646,2022-04-04,B-04,false
C-103647,9770003647,2025-10-17,B-08,true
C-103648,9770003648,2022-10-30,B-08,false
C-103649,9770003649,2020-10-13,B-08,false
C-103650,9770003650,2020-07-01,B-04,true
C-103651,9770003651,2024-07-28,B-09,true
C-103652,9770003652,2023-04-20,B-04,false
C-103653,9770003653,2019-11-09,B-08,false
C-103654,9770003654,2022-01-27,B-04,false
C-103655,9770003655,2022-05-30,B-08,true
C-103656,9770003656,2023-06-09,B-02,true
C-103657,9770003657,2022-04-19,B-08,false
C-103658,9770003658,2021-02-10,B-01,true
C-103659,9770003659,2024-10-11,B-04,true
C-103660,9770003660,2024-01-23,B-02,false
C-103661,9770003661,2021-04-25,B-04,false
C-103662,9770003662,2024-01-07,B-02,true
C-103663,9770003663,2025-12-01,B-09,true
C-103664,9770003664,2020-06-01,B-09,true
C-103665,9770003665,2025-05-28,B-09,false
C-103666,9770003666,2023-11-26,B-08,false
C-103667,9770003667,2023-03-08,B-08,true
C-103668,9770003668,2025-11-01,B-08,false
C-103669,9770003669,2023-05-22,B-09,true
C-103670,9770003670,2019-08-03,B-01,false
C-103671,9770003671,2024-10-22,B-04,false
C-103672,9770003672,2023-01-02,B-08,true
C-103673,9770003673,2022-08-19,B-04,false
C-103674,9770003674,2025-08-24,B-17,true
C-103675,9770003675,2023-09-04,B-01,true
C-103676,9770003676,2022-03-15,B-04,false
C-103677,9770003677,2020-07-04,B-17,true
C-103678,9770003678,2020-06-18,B-17,true
C-103679,9770003679,2024-02-09,B-01,false
C-103680,9770003680,2019-08-13,B-09,true
C-103681,9770003681,2021-04-22,B-09,true
C-103682,9770003682,2020-09-13,B-01,true
C-103683,9770003683,2024-06-18,B-02,true
C-103684,9770003684,2025-05-18,B-08,false
C-103685,9770003685,2021-03-16,B-01,true
C-103686,9770003686,2026-01-08,B-04,true
C-103687,9770003687,2026-01-25,B-17,false
C-103688,9770003688,2021-11-08,B-17,false
C-103689,9770003689,2020-03-09,B-01,true
C-103690,9770003690,2022-06-16,B-01,false
C-103691,9770003691,2023-08-25,B-17,false
C-103692,9770003692,2023-01-01,B-17,false
C-103693,9770003693,2024-02-19,B-02,true
C-103694,9770003694,2022-09-16,B-08,true
C-103695,9770003695,2021-08-31,B-04,false
C-103696,9770003696,2022-05-16,B-01,false
C-103697,9770003697,2020-07-29,B-04,false
C-103698,9770003698,2022-06-26,B-02,false
C-103699,9770003699,2019-06-06,B-17,false
C-103700,9770003700,2025-03-08,B-09,true
C-103701,9770003701,2022-03-09,B-09,true
C-103702,9770003702,2020-10-05,B-09,false
C-103703,9770003703,2019-06-21,B-08,true
C-103704,9770003704,2024-02-25,B-17,true
C-103705,9770003705,2021-03-28,B-02,false
C-103706,9770003706,2025-11-15,B-04,true
C-103707,9770003707,2021-01-13,B-17,false
C-103708,9770003708,2025-08-03,B-09,true
C-103709,9770003709,2019-11-05,B-09,true
C-103710,9770003710,2020-10-05,B-08,true
C-103711,9770003711,2022-05-13,B-17,true
C-103712,9770003712,2020-07-03,B-04,true
C-103713,9770003713,2021-10-14,B-09,true
C-103714,9770003714,2022-04-10,B-04,false
C-103715,9770003715,2024-11-11,B-04,false
C-103716,9770003716,2025-02-24,B-01,false
C-103717,9770003717,2025-10-15,B-09,true
C-103718,9770003718,2025-05-11,B-17,false
C-103719,9770003719,2021-10-15,B-01,false
C-103720,9770003720,2021-06-25,B-04,true
C-103721,9770003721,2024-09-01,B-01,true
C-103722,9770003722,2022-05-20,B-17,false
C-103723,9770003723,2020-10-04,B-02,false
C-103724,9770003724,2024-10-25,B-01,false
C-103725,9770003725,2021-10-04,B-08,false
C-103726,9770003726,2022-02-25,B-02,true
C-103727,9770003727,2019-11-05,B-02,false
C-103728,9770003728,2020-04-10,B-01,false
C-103729,9770003729,2024-06-13,B-08,false
C-103730,9770003730,2025-05-26,B-17,false
C-103731,9770003731,2025-12-17,B-04,false
C-103732,9770003732,2024-05-15,B-08,false
C-103733,9770003733,2023-11-10,B-08,false
C-103734,9770003734,2025-03-21,B-09,false
C-103735,9770003735,2019-08-22,B-17,false
C-103736,9770003736,2024-04-06,B-09,true
C-103737,9770003737,2025-01-29,B-02,false
C-103738,9770003738,2026-03-27,B-04,true
C-103739,9770003739,2025-11-17,B-08,false
C-103740,9770003740,2024-02-16,B-09,true
C-103741,9770003741,2023-06-11,B-04,true
C-103742,9770003742,2025-11-12,B-01,true
C-103743,9770003743,2021-07-29,B-17,false
C-103744,9770003744,2024-05-16,B-08,false
C-103745,9770003745,2026-03-16,B-08,false
C-103746,9770003746,2024-05-15,B-04,true
C-103747,9770003747,2024-03-08,B-08,false
C-103748,9770003748,2023-09-27,B-09,true
C-103749,9770003749,2023-01-05,B-08,true
C-103750,9770003750,2022-08-30,B-01,true
C-103751,9770003751,2024-04-26,B-04,false
C-103752,9770003752,2021-08-25,B-08,false
C-103753,9770003753,2024-05-10,B-08,false
C-103754,9770003754,2024-06-24,B-01,false
C-103755,9770003755,2021-01-18,B-02,true
C-103756,9770003756,2023-07-19,B-17,true
C-103757,9770003757,2022-09-22,B-01,true
C-103758,9770003758,2023-11-28,B-17,false
C-103759,9770003759,2022-08-03,B-01,false
C-103760,9770003760,2023-09-26,B-01,false
C-103761,9770003761,2019-11-16,B-01,true
C-103762,9770003762,2020-02-28,B-04,false
C-103763,9770003763,2021-07-17,B-04,false
C-103764,9770003764,2021-04-18,B-02,true
C-103765,9770003765,2023-12-25,B-17,false
C-103766,9770003766,2021-08-13,B-17,false
C-103767,9770003767,2023-05-29,B-01,false
C-103768,9770003768,2021-03-01,B-08,false
C-103769,9770003769,2020-07-02,B-09,false
C-103770,9770003770,2019-10-12,B-08,true
C-103771,9770003771,2024-04-11,B-08,false
C-103772,9770003772,2024-01-11,B-04,false
C-103773,9770003773,2020-03-02,B-08,false
C-103774,9770003774,2022-01-14,B-04,false
C-103775,9770003775,2019-09-24,B-01,true
C-103776,9770003776,2022-10-10,B-09,false
C-103777,9770003777,2021-03-02,B-08,true
C-103778,9770003778,2021-03-23,B-01,true
C-103779,9770003779,2022-06-01,B-01,false
C-103780,9770003780,2023-09-03,B-08,false
C-103781,9770003781,2025-01-23,B-17,false
C-103782,9770003782,2022-11-09,B-08,false
C-103783,9770003783,2025-07-31,B-02,false
C-103784,9770003784,2025-12-22,B-08,true
C-103785,9770003785,2024-06-05,B-01,false
C-103786,9770003786,2025-07-08,B-08,false
C-103787,9770003787,2025-05-05,B-02,true
C-103788,9770003788,2023-07-05,B-04,true
C-103789,9770003789,2023-02-03,B-02,false
C-103790,9770003790,2022-10-21,B-04,false
C-103791,9770003791,2021-02-13,B-04,true
C-103792,9770003792,2022-07-27,B-01,false
C-103793,9770003793,2021-09-02,B-01,true
C-103794,9770003794,2024-11-03,B-09,true
C-103795,9770003795,2019-07-08,B-08,false
C-103796,9770003796,2023-11-01,B-01,true
C-103797,9770003797,2021-04-20,B-01,false
C-103798,9770003798,2019-10-06,B-09,true
C-103799,9770003799,2022-08-15,B-02,true
C-103800,9770003800,2023-05-20,B-09,false
C-103801,9770003801,2025-01-16,B-09,true
C-103802,9770003802,2022-12-29,B-02,true
C-103803,9770003803,2022-05-22,B-02,false
C-103804,9770003804,2021-11-30,B-17,true
C-103805,9770003805,2021-11-22,B-09,true
C-103806,9770003806,2023-06-26,B-08,true
C-103807,9770003807,2021-11-17,B-17,false
C-103808,9770003808,2022-03-06,B-02,true
C-103809,9770003809,2025-06-29,B-09,false
C-103810,9770003810,2022-09-20,B-01,false
C-103811,9770003811,2020-01-25,B-17,true
C-103812,9770003812,2021-05-25,B-02,false
C-103813,9770003813,2024-11-29,B-02,false
C-103814,9770003814,2020-07-04,B-08,false
C-103815,9770003815,2025-09-22,B-17,false
C-103816,9770003816,2020-11-28,B-04,false
C-103817,9770003817,2021-08-18,B-09,false
C-103818,9770003818,2020-06-10,B-04,true
C-103819,9770003819,2022-05-14,B-04,true
C-103820,9770003820,2019-09-07,B-01,false
C-103821,9770003821,2021-06-29,B-08,true
C-103822,9770003822,2025-08-02,B-17,false
C-103823,9770003823,2023-02-10,B-04,true
C-103824,9770003824,2022-04-16,B-02,false
C-103825,9770003825,2021-06-21,B-08,true
C-103826,9770003826,2020-05-16,B-04,true
C-103827,9770003827,2026-03-04,B-04,false
C-103828,9770003828,2021-05-25,B-02,true
C-103829,9770003829,2024-11-15,B-17,false
C-103830,9770003830,2021-07-12,B-09,true
C-103831,9770003831,2023-05-23,B-17,false
C-103832,9770003832,2020-04-21,B-09,false
C-103833,9770003833,2023-06-25,B-17,true
