check_id,branch_id,competitor_id,sku,checked_on,competitor_price,our_price,checked_by
CHK-0000297,B-17,CMP-QS,QX-BWS-050,2026-05-02,13.73,11.24,E-824
CHK-0000298,B-17,CMP-QS,QX-TIN-066,2026-05-02,2.43,2.12,E-824
CHK-0000299,B-17,CMP-QS,QX-CHL-091,2026-05-02,1.30,1.12,E-824
CHK-0000300,B-17,CMP-QS,QX-HHD-096,2026-05-02,7.15,6.25,E-824
CHK-0000301,B-17,CMP-QS,QX-HBC-107,2026-05-02,8.49,6.83,E-824
CHK-0000302,B-17,CMP-QS,QX-TIN-110,2026-05-02,0.78,0.70,E-824
CHK-0000303,B-17,CMP-QS,QX-BWS-114,2026-05-02,7.51,6.69,E-824
CHK-0000304,B-17,CMP-QS,QX-DRK-133,2026-05-02,5.01,4.09,E-824
CHK-0000305,B-17,CMP-QS,QX-TIN-175,2026-05-02,1.39,1.25,E-824
CHK-0000306,B-17,CMP-QS,QX-DRK-177,2026-05-02,6.73,5.59,E-824
CHK-0000307,B-17,CMP-QS,QX-BAK-184,2026-05-02,7.84,6.84,E-824
CHK-0000308,B-17,CMP-QS,QX-HHD-231,2026-05-02,8.18,7.40,E-824
CHK-0000309,B-17,CMP-QS,QX-BWS-271,2026-05-02,20.43,16.63,E-824
CHK-0000310,B-17,CMP-QS,QX-BWS-281,2026-05-02,19.07,15.66,E-824
CHK-0000311,B-17,CMP-QS,QX-DRK-291,2026-05-02,1.87,1.50,E-824
CHK-0000312,B-17,CMP-QS,QX-TIN-317,2026-05-02,1.36,1.11,E-824
CHK-0000313,B-17,CMP-QS,QX-HBC-329,2026-05-02,12.20,9.88,E-824
CHK-0000314,B-17,CMP-QS,QX-HBC-331,2026-05-02,17.16,14.03,E-824
CHK-0000315,B-17,CMP-QS,QX-BWS-350,2026-05-02,8.69,7.13,E-824
CHK-0000316,B-17,CMP-QS,QX-DRK-352,2026-05-02,6.12,5.33,E-824
CHK-0000317,B-17,CMP-QS,QX-TIN-353,2026-05-02,2.94,2.49,E-824
CHK-0000318,B-17,CMP-QS,QX-TIN-355,2026-05-02,1.64,1.32,E-824
CHK-0000319,B-17,CMP-QS,QX-PRO-373,2026-05-02,5.45,4.46,E-824
CHK-0000320,B-17,CMP-QS,QX-CHL-389,2026-05-02,7.09,6.08,E-824
CHK-0000321,B-17,CMP-QS,QX-PRO-412,2026-05-02,3.40,2.99,E-824
CHK-0000322,B-17,CMP-QS,QX-CER-436,2026-05-02,1.73,1.54,E-824
CHK-0000323,B-09,CMP-BG,QX-CER-001,2026-05-02,2.65,2.96,E-964
CHK-0000324,B-09,CMP-BG,QX-BWS-209,2026-05-02,26.24,27.75,E-964
CHK-0000325,B-09,CMP-BG,QX-PRO-213,2026-05-02,5.05,5.31,E-964
CHK-0000326,B-09,CMP-BG,QX-CHL-230,2026-05-02,3.48,3.85,E-964
CHK-0000327,B-09,CMP-BG,QX-PET-232,2026-05-02,4.31,4.77,E-964
CHK-0000328,B-09,CMP-BG,QX-CER-248,2026-05-02,2.85,2.97,E-964
CHK-0000329,B-09,CMP-BG,QX-FRZ-259,2026-05-02,5.74,6.27,E-964
CHK-0000330,B-09,CMP-BG,QX-DRY-312,2026-05-02,1.99,2.08,E-964
CHK-0000331,B-09,CMP-BG,QX-BWS-324,2026-05-02,13.59,14.45,E-964
CHK-0000332,B-09,CMP-BG,QX-DRY-339,2026-05-02,1.45,1.59,E-964
CHK-0000333,B-09,CMP-BG,QX-TIN-347,2026-05-02,2.34,2.52,E-964
CHK-0000334,B-09,CMP-BG,QX-DRY-351,2026-05-02,3.38,3.68,E-964
CHK-0000335,B-09,CMP-BG,QX-BAK-386,2026-05-02,4.02,4.24,E-964
CHK-0000336,B-09,CMP-BG,QX-FRZ-410,2026-05-02,3.71,3.87,E-964
CHK-0000337,B-09,CMP-BG,QX-HBC-438,2026-05-02,11.82,12.65,E-964
CHK-0000338,B-09,CMP-BG,QX-CER-444,2026-05-02,1.68,1.82,E-964
CHK-0000339,B-09,CMP-BG,QX-PRO-487,2026-05-02,3.98,4.28,E-964
CHK-0000340,B-09,CMP-BG,QX-DRY-491,2026-05-02,2.67,2.86,E-964
CHK-0000341,B-09,CMP-BG,QX-BWS-614,2026-05-02,22.80,23.92,E-964
CHK-0000342,B-09,CMP-BG,QX-PET-622,2026-05-02,7.75,8.41,E-964
CHK-0000343,B-09,CMP-BG,QX-PET-623,2026-05-02,9.55,10.11,E-964
CHK-0000344,B-09,CMP-BG,QX-TIN-635,2026-05-02,0.86,0.95,E-964
CHK-0000345,B-09,CMP-BG,QX-BWS-639,2026-05-02,4.76,5.25,E-964
CHK-0000346,B-09,CMP-BG,QX-HBC-657,2026-05-02,9.84,10.39,E-964
CHK-0000347,B-09,CMP-BG,QX-PRO-660,2026-05-02,1.33,1.40,E-964
CHK-0000348,B-09,CMP-BG,QX-DRK-690,2026-05-02,2.27,2.53,E-964
CHK-0000349,B-09,CMP-BG,QX-PET-693,2026-05-02,0.88,0.95,E-964
CHK-0000350,B-09,CMP-BG,QX-BAK-706,2026-05-02,3.05,3.24,E-964
CHK-0000351,B-09,CMP-BG,QX-TIN-826,2026-05-02,1.17,1.29,E-964
CHK-0000352,B-09,CMP-BG,QX-HHD-827,2026-05-02,4.22,4.68,E-964
CHK-0000353,B-09,CMP-BG,QX-BWS-839,2026-05-02,10.12,11.04,E-964
CHK-0000354,B-09,CMP-BG,QX-BAK-851,2026-05-02,5.84,6.15,E-964
CHK-0000355,B-09,CMP-BG,QX-DRY-866,2026-05-02,3.40,3.69,E-964
CHK-0000356,B-09,CMP-BG,QX-FRZ-907,2026-05-02,6.55,7.28,E-964
CHK-0000357,B-09,CMP-BG,QX-BWS-962,2026-05-02,35.02,38.19,E-964
CHK-0000358,B-09,CMP-BG,QX-FRZ-984,2026-05-02,5.69,6.30,E-964
CHK-0000359,B-09,CMP-BG,QX-DRK-000,2026-05-02,5.11,5.35,E-964
CHK-0000360,B-09,CMP-BG,QX-TIN-002,2026-05-02,0.95,1.00,E-964
CHK-0000361,B-09,CMP-BG,QX-PET-010,2026-05-02,10.23,11.14,E-964
CHK-0000362,B-09,CMP-BG,QX-DRK-020,2026-05-02,1.53,1.63,E-964
CHK-0000363,B-09,CMP-BG,QX-PET-037,2026-05-02,5.44,5.75,E-964
CHK-0000364,B-09,CMP-BG,QX-DRY-056,2026-05-02,6.78,7.39,E-964
CHK-0000365,B-09,CMP-BG,QX-CER-103,2026-05-02,4.36,4.59,E-964
CHK-0000366,B-09,CMP-BG,QX-PRO-131,2026-05-02,4.76,4.98,E-964
CHK-0000367,B-09,CMP-BG,QX-DRK-134,2026-05-02,4.46,4.80,E-964
CHK-0000368,B-09,CMP-BG,QX-TIN-138,2026-05-02,2.53,2.81,E-964
CHK-0000369,B-09,CMP-BG,QX-DRY-144,2026-05-02,4.16,4.58,E-964
CHK-0000370,B-09,CMP-BG,QX-BWS-164,2026-05-02,28.80,32.25,E-964
CHK-0000371,B-09,CMP-BG,QX-DRY-179,2026-05-02,2.54,2.74,E-964
CHK-0000372,B-09,CMP-BG,QX-PRO-205,2026-05-02,3.01,3.27,E-964
CHK-0000373,B-09,CMP-BG,QX-PET-271,2026-05-02,3.62,3.88,E-964
CHK-0000374,B-09,CMP-BG,QX-BWS-280,2026-05-02,13.09,14.15,E-964
CHK-0000375,B-09,CMP-BG,QX-TIN-285,2026-05-02,0.77,0.85,E-964
CHK-0000376,B-09,CMP-BG,QX-HBC-324,2026-05-02,4.18,4.67,E-964
CHK-0000377,B-09,CMP-BG,QX-HBC-325,2026-05-02,2.89,3.03,E-964
CHK-0000378,B-09,CMP-BG,QX-CHL-334,2026-05-02,17.36,18.43,E-964
CHK-0000379,B-09,CMP-BG,QX-DRK-362,2026-05-02,3.36,3.60,E-964
CHK-0000380,B-09,CMP-BG,QX-DRK-378,2026-05-02,1.88,2.00,E-964
CHK-0000381,B-09,CMP-BG,QX-HBC-393,2026-05-02,13.09,13.96,E-964
CHK-0000382,B-09,CMP-BG,QX-FRZ-495,2026-05-02,2.31,2.59,E-964
CHK-0000383,B-09,CMP-BG,QX-PRO-540,2026-05-02,3.49,3.78,E-964
CHK-0000384,B-09,CMP-BG,QX-PRO-580,2026-05-02,4.86,5.14,E-964
CHK-0000385,B-09,CMP-BG,QX-BAK-613,2026-05-02,2.17,2.33,E-964
CHK-0000386,B-09,CMP-BG,QX-FRZ-622,2026-05-02,3.87,4.06,E-964
CHK-0000387,B-09,CMP-BG,QX-BAK-629,2026-05-02,2.49,2.75,E-964
CHK-0000388,B-09,CMP-BG,QX-HHD-660,2026-05-02,1.78,1.98,E-964
CHK-0000389,B-09,CMP-BG,QX-DRK-670,2026-05-02,5.95,6.60,E-964
CHK-0000390,B-09,CMP-BG,QX-TIN-677,2026-05-02,0.76,0.85,E-964
CHK-0000391,B-09,CMP-BG,QX-BWS-684,2026-05-02,25.62,26.93,E-964
CHK-0000392,B-09,CMP-BG,QX-TIN-710,2026-05-02,1.61,1.75,E-964
CHK-0000393,B-09,CMP-BG,QX-BAK-715,2026-05-02,2.40,2.62,E-964
CHK-0000394,B-09,CMP-BG,QX-PRO-718,2026-05-02,4.53,4.74,E-964
CHK-0000395,B-09,CMP-BG,QX-HHD-758,2026-05-02,11.32,12.29,E-964
CHK-0000396,B-09,CMP-BG,QX-HHD-762,2026-05-02,9.23,9.78,E-964
CHK-0000397,B-09,CMP-BG,QX-PET-807,2026-05-02,8.08,8.54,E-964
CHK-0000398,B-09,CMP-BG,QX-HHD-829,2026-05-02,8.43,9.44,E-964
CHK-0000399,B-09,CMP-BG,QX-BWS-838,2026-05-02,12.86,13.58,E-964
CHK-0000400,B-09,CMP-BG,QX-DRY-851,2026-05-02,1.68,1.85,E-964
CHK-0000401,B-09,CMP-BG,QX-CHL-883,2026-05-02,6.60,7.33,E-964
CHK-0000402,B-09,CMP-BG,QX-FRZ-890,2026-05-02,5.20,5.69,E-964
CHK-0000403,B-09,CMP-BG,QX-PRO-922,2026-05-02,1.23,1.30,E-964
CHK-0000404,B-09,CMP-BG,QX-HHD-957,2026-05-02,2.06,2.27,E-964
CHK-0000405,B-09,CMP-BG,QX-HHD-969,2026-05-02,4.94,5.53,E-964
CHK-0000406,B-09,CMP-BG,QX-BWS-977,2026-05-02,24.48,26.66,E-964
CHK-0000407,B-09,CMP-BG,QX-FRZ-983,2026-05-02,3.04,3.26,E-964
CHK-0000408,B-09,CMP-BG,QX-BWS-050,2026-05-02,10.60,11.69,E-964
CHK-0000409,B-09,CMP-BG,QX-TIN-066,2026-05-02,1.99,2.20,E-964
CHK-0000410,B-09,CMP-BG,QX-DRY-075,2026-05-02,7.03,7.42,E-964
CHK-0000411,B-09,CMP-BG,QX-CER-077,2026-05-02,2.80,3.02,E-964
CHK-0000412,B-09,CMP-BG,QX-CHL-091,2026-05-02,1.11,1.16,E-964
CHK-0000413,B-09,CMP-BG,QX-HHD-096,2026-05-02,6.03,6.50,E-964
CHK-0000414,B-09,CMP-BG,QX-BWS-114,2026-05-02,6.49,6.96,E-964
CHK-0000415,B-09,CMP-BG,QX-HHD-119,2026-05-02,2.86,3.10,E-964
CHK-0000416,B-09,CMP-BG,QX-BWS-151,2026-05-02,18.24,19.14,E-964
CHK-0000417,B-09,CMP-BG,QX-HHD-168,2026-05-02,2.54,2.66,E-964
CHK-0000418,B-09,CMP-BG,QX-PRO-171,2026-05-02,3.65,4.04,E-964
CHK-0000419,B-09,CMP-BG,QX-TIN-175,2026-05-02,1.23,1.30,E-964
CHK-0000420,B-09,CMP-BG,QX-HHD-182,2026-05-02,8.43,9.29,E-964
CHK-0000421,B-09,CMP-BG,QX-DRY-193,2026-05-02,4.29,4.60,E-964
CHK-0000422,B-09,CMP-BG,QX-HHD-231,2026-05-02,7.26,7.70,E-964
CHK-0000423,B-09,CMP-BG,QX-CER-264,2026-05-02,3.82,4.09,E-964
CHK-0000424,B-09,CMP-BG,QX-BWS-271,2026-05-02,16.55,17.30,E-964
CHK-0000425,B-09,CMP-BG,QX-DRK-291,2026-05-02,1.50,1.56,E-964
CHK-0000426,B-09,CMP-BG,QX-HHD-295,2026-05-02,3.36,3.76,E-964
CHK-0000427,B-09,CMP-BG,QX-HBC-307,2026-05-02,10.09,10.54,E-964
CHK-0000428,B-09,CMP-BG,QX-TIN-317,2026-05-02,1.03,1.15,E-964
CHK-0000429,B-09,CMP-BG,QX-HBC-331,2026-05-02,13.68,14.59,E-964
CHK-0000430,B-09,CMP-BG,QX-BWS-350,2026-05-02,6.88,7.42,E-964
CHK-0000431,B-09,CMP-BG,QX-DRK-352,2026-05-02,5.14,5.54,E-964
CHK-0000432,B-09,CMP-BG,QX-TIN-355,2026-05-02,1.25,1.37,E-964
CHK-0000433,B-09,CMP-BG,QX-PRO-373,2026-05-02,4.41,4.64,E-964
CHK-0000434,B-09,CMP-BG,QX-HHD-377,2026-05-02,6.72,7.53,E-964
CHK-0000435,B-09,CMP-BG,QX-CHL-389,2026-05-02,6.04,6.32,E-964
CHK-0000436,B-09,CMP-BG,QX-BAK-411,2026-05-02,3.67,4.09,E-964
CHK-0000437,B-09,CMP-BG,QX-CER-423,2026-05-02,4.15,4.35,E-964
CHK-0000438,B-09,CMP-BG,QX-BWS-424,2026-05-02,10.75,11.89,E-964
CHK-0000439,B-04,CMP-VN,QX-BWS-204,2026-05-02,42.98,37.23,E-973
CHK-0000440,B-04,CMP-VN,QX-CHL-230,2026-05-02,4.54,4.03,E-973
CHK-0000441,B-04,CMP-VN,QX-CHL-231,2026-05-02,10.50,8.79,E-973
CHK-0000442,B-04,CMP-VN,QX-PET-232,2026-05-02,5.91,5.00,E-973
CHK-0000443,B-04,CMP-VN,QX-FRZ-259,2026-05-02,7.18,6.57,E-973
CHK-0000444,B-04,CMP-VN,QX-DRY-312,2026-05-02,2.54,2.18,E-973
CHK-0000445,B-04,CMP-VN,QX-BAK-335,2026-05-02,4.83,4.20,E-973
CHK-0000446,B-04,CMP-VN,QX-DRY-339,2026-05-02,1.92,1.67,E-973
CHK-0000447,B-04,CMP-VN,QX-TIN-347,2026-05-02,2.94,2.64,E-973
CHK-0000448,B-04,CMP-VN,QX-DRY-351,2026-05-02,4.63,3.86,E-973
CHK-0000449,B-04,CMP-VN,QX-BAK-386,2026-05-02,5.17,4.45,E-973
CHK-0000450,B-04,CMP-VN,QX-BWS-405,2026-05-02,37.71,31.44,E-973
CHK-0000451,B-04,CMP-VN,QX-CHL-424,2026-05-02,23.51,21.68,E-973
CHK-0000452,B-04,CMP-VN,QX-HBC-438,2026-05-02,14.59,13.25,E-973
CHK-0000453,B-04,CMP-VN,QX-PET-467,2026-05-02,1.54,1.30,E-973
CHK-0000454,B-04,CMP-VN,QX-PRO-487,2026-05-02,5.07,4.49,E-973
CHK-0000455,B-04,CMP-VN,QX-BWS-557,2026-05-02,22.59,18.97,E-973
CHK-0000456,B-04,CMP-VN,QX-DRY-600,2026-05-02,3.45,2.95,E-973
CHK-0000457,B-04,CMP-VN,QX-PET-623,2026-05-02,12.54,10.59,E-973
CHK-0000458,B-04,CMP-VN,QX-BWS-626,2026-05-02,25.09,22.15,E-973
CHK-0000459,B-04,CMP-VN,QX-TIN-635,2026-05-02,1.06,0.95,E-973
CHK-0000460,B-04,CMP-VN,QX-DRY-642,2026-05-02,3.35,3.03,E-973
CHK-0000461,B-04,CMP-VN,QX-HBC-657,2026-05-02,12.66,10.89,E-973
CHK-0000462,B-04,CMP-VN,QX-PRO-660,2026-05-02,1.61,1.47,E-973
CHK-0000463,B-04,CMP-VN,QX-DRK-690,2026-05-02,2.96,2.65,E-973
CHK-0000464,B-04,CMP-VN,QX-BAK-706,2026-05-02,3.94,3.40,E-973
CHK-0000465,B-04,CMP-VN,QX-FRZ-709,2026-05-02,2.23,1.89,E-973
CHK-0000466,B-04,CMP-VN,QX-CER-741,2026-05-02,3.55,3.29,E-973
CHK-0000467,B-04,CMP-VN,QX-PRO-742,2026-05-02,5.09,4.33,E-973
CHK-0000468,B-04,CMP-VN,QX-PRO-761,2026-05-02,2.44,2.19,E-973
CHK-0000469,B-04,CMP-VN,QX-DRY-767,2026-05-02,2.26,1.96,E-973
CHK-0000470,B-04,CMP-VN,QX-HBC-779,2026-05-02,7.27,6.68,E-973
CHK-0000471,B-04,CMP-VN,QX-TIN-826,2026-05-02,1.50,1.35,E-973
CHK-0000472,B-04,CMP-VN,QX-BWS-839,2026-05-02,13.58,11.58,E-973
CHK-0000473,B-04,CMP-VN,QX-TIN-860,2026-05-02,1.95,1.73,E-973
CHK-0000474,B-04,CMP-VN,QX-FRZ-907,2026-05-02,8.51,7.63,E-973
CHK-0000475,B-04,CMP-VN,QX-DRY-913,2026-05-02,6.59,5.80,E-973
CHK-0000476,B-04,CMP-VN,QX-BAK-941,2026-05-02,1.67,1.43,E-973
CHK-0000477,B-04,CMP-VN,QX-BWS-962,2026-05-02,44.36,40.02,E-973
CHK-0000478,B-04,CMP-VN,QX-FRZ-984,2026-05-02,7.87,6.61,E-973
CHK-0000479,B-04,CMP-VN,QX-DRK-000,2026-05-02,6.44,5.60,E-973
CHK-0000480,B-04,CMP-VN,QX-TIN-002,2026-05-02,1.22,1.05,E-973
CHK-0000481,B-04,CMP-VN,QX-PET-010,2026-05-02,13.27,11.67,E-973
CHK-0000482,B-04,CMP-VN,QX-DRK-020,2026-05-02,2.04,1.71,E-973
CHK-0000483,B-04,CMP-VN,QX-DRY-026,2026-05-02,1.46,1.24,E-973
CHK-0000484,B-04,CMP-VN,QX-DRY-056,2026-05-02,8.84,7.75,E-973
CHK-0000485,B-04,CMP-VN,QX-HBC-106,2026-05-02,12.69,11.42,E-973
CHK-0000486,B-04,CMP-VN,QX-TIN-108,2026-05-02,2.78,2.46,E-973
CHK-0000487,B-04,CMP-VN,QX-PRO-131,2026-05-02,6.04,5.22,E-973
CHK-0000488,B-04,CMP-VN,QX-TIN-138,2026-05-02,3.34,2.94,E-973
CHK-0000489,B-04,CMP-VN,QX-DRY-144,2026-05-02,5.49,4.80,E-973
CHK-0000490,B-04,CMP-VN,QX-DRY-179,2026-05-02,3.44,2.87,E-973
CHK-0000491,B-04,CMP-VN,QX-PRO-205,2026-05-02,4.07,3.42,E-973
CHK-0000492,B-04,CMP-VN,QX-BWS-280,2026-05-02,17.39,14.83,E-973
CHK-0000493,B-04,CMP-VN,QX-TIN-285,2026-05-02,0.98,0.90,E-973
CHK-0000494,B-04,CMP-VN,QX-BWS-316,2026-05-02,6.50,6.00,E-973
CHK-0000495,B-04,CMP-VN,QX-HBC-325,2026-05-02,3.59,3.17,E-973
CHK-0000496,B-04,CMP-VN,QX-TIN-343,2026-05-02,2.32,1.95,E-973
CHK-0000497,B-04,CMP-VN,QX-TIN-383,2026-05-02,2.61,2.41,E-973
CHK-0000498,B-04,CMP-VN,QX-FRZ-385,2026-05-02,2.71,2.44,E-973
CHK-0000499,B-04,CMP-VN,QX-HBC-393,2026-05-02,17.12,14.63,E-973
CHK-0000500,B-04,CMP-VN,QX-HHD-411,2026-05-02,7.31,6.59,E-973
CHK-0000501,B-04,CMP-VN,QX-DRK-453,2026-05-02,3.56,3.03,E-973
CHK-0000502,B-04,CMP-VN,QX-BWS-470,2026-05-02,26.80,24.18,E-973
CHK-0000503,B-04,CMP-VN,QX-FRZ-495,2026-05-02,3.15,2.71,E-973
CHK-0000504,B-04,CMP-VN,QX-CER-529,2026-05-02,2.66,2.45,E-973
CHK-0000505,B-04,CMP-VN,QX-PRO-580,2026-05-02,5.85,5.38,E-973
CHK-0000506,B-04,CMP-VN,QX-BAK-629,2026-05-02,3.32,2.88,E-973
CHK-0000507,B-04,CMP-VN,QX-HHD-660,2026-05-02,2.45,2.07,E-973
CHK-0000508,B-04,CMP-VN,QX-FRZ-680,2026-05-02,6.64,5.96,E-973
CHK-0000509,B-04,CMP-VN,QX-HHD-682,2026-05-02,4.08,3.49,E-973
CHK-0000510,B-04,CMP-VN,QX-BWS-684,2026-05-02,32.85,28.22,E-973
CHK-0000511,B-04,CMP-VN,QX-CHL-695,2026-05-02,8.58,7.43,E-973
CHK-0000512,B-04,CMP-VN,QX-CHL-734,2026-05-02,24.81,22.09,E-973
CHK-0000513,B-04,CMP-VN,QX-HHD-758,2026-05-02,14.40,12.88,E-973
CHK-0000514,B-04,CMP-VN,QX-PET-789,2026-05-02,5.16,4.38,E-973
CHK-0000515,B-04,CMP-VN,QX-TIN-819,2026-05-02,1.73,1.50,E-973
CHK-0000516,B-04,CMP-VN,QX-TIN-867,2026-05-02,0.70,0.60,E-973
CHK-0000517,B-04,CMP-VN,QX-BWS-897,2026-05-02,20.43,17.91,E-973
CHK-0000518,B-04,CMP-VN,QX-PRO-922,2026-05-02,1.48,1.36,E-973
CHK-0000519,B-04,CMP-VN,QX-FRZ-928,2026-05-02,8.68,7.67,E-973
CHK-0000520,B-04,CMP-VN,QX-BAK-942,2026-05-02,2.80,2.46,E-973
CHK-0000521,B-04,CMP-VN,QX-BWS-950,2026-05-02,24.75,20.91,E-973
CHK-0000522,B-04,CMP-VN,QX-HHD-969,2026-05-02,6.50,5.80,E-973
CHK-0000523,B-04,CMP-VN,QX-DRY-075,2026-05-02,9.13,7.77,E-973
CHK-0000524,B-04,CMP-VN,QX-CER-077,2026-05-02,3.43,3.16,E-973
CHK-0000525,B-04,CMP-VN,QX-CHL-091,2026-05-02,1.46,1.22,E-973
CHK-0000526,B-04,CMP-VN,QX-HBC-107,2026-05-02,8.25,7.44,E-973
CHK-0000527,B-04,CMP-VN,QX-HHD-119,2026-05-02,3.90,3.25,E-973
CHK-0000528,B-04,CMP-VN,QX-DRK-133,2026-05-02,4.88,4.46,E-973
CHK-0000529,B-04,CMP-VN,QX-CHL-136,2026-05-02,4.87,4.35,E-973
CHK-0000530,B-04,CMP-VN,QX-HHD-168,2026-05-02,3.17,2.79,E-973
CHK-0000531,B-04,CMP-VN,QX-TIN-175,2026-05-02,1.62,1.36,E-973
CHK-0000532,B-04,CMP-VN,QX-DRK-177,2026-05-02,6.96,6.09,E-973
CHK-0000533,B-04,CMP-VN,QX-HHD-182,2026-05-02,10.85,9.73,E-973
CHK-0000534,B-04,CMP-VN,QX-DRY-193,2026-05-02,5.61,4.82,E-973
CHK-0000535,B-04,CMP-VN,QX-DRY-199,2026-05-02,6.47,5.97,E-973
CHK-0000536,B-04,CMP-VN,QX-HHD-231,2026-05-02,9.61,8.07,E-973
CHK-0000537,B-04,CMP-VN,QX-BWS-271,2026-05-02,21.05,18.13,E-973
CHK-0000538,B-04,CMP-VN,QX-DRK-291,2026-05-02,1.89,1.64,E-973
CHK-0000539,B-04,CMP-VN,QX-HHD-295,2026-05-02,4.44,3.95,E-973
CHK-0000540,B-04,CMP-VN,QX-TIN-317,2026-05-02,1.37,1.21,E-973
CHK-0000541,B-04,CMP-VN,QX-HBC-329,2026-05-02,12.53,10.77,E-973
CHK-0000542,B-04,CMP-VN,QX-PRO-341,2026-05-02,3.60,3.23,E-973
CHK-0000543,B-04,CMP-VN,QX-BWS-350,2026-05-02,8.71,7.77,E-973
CHK-0000544,B-04,CMP-VN,QX-DRK-352,2026-05-02,6.60,5.81,E-973
CHK-0000545,B-04,CMP-VN,QX-TIN-353,2026-05-02,3.19,2.71,E-973
CHK-0000546,B-04,CMP-VN,QX-CER-371,2026-05-02,5.32,4.52,E-973
CHK-0000547,B-04,CMP-VN,QX-HHD-377,2026-05-02,9.44,7.89,E-973
CHK-0000548,B-04,CMP-VN,QX-BAK-411,2026-05-02,4.96,4.28,E-973
CHK-0000549,B-04,CMP-VN,QX-PRO-412,2026-05-02,3.53,3.26,E-973
CHK-0000550,B-04,CMP-VN,QX-CER-423,2026-05-02,5.14,4.56,E-973
CHK-0000551,B-04,CMP-VN,QX-CER-436,2026-05-02,1.82,1.68,E-973
CHK-0000552,B-04,CMP-BG,QX-TIN-203,2026-05-03,2.01,2.26,E-983
CHK-0000553,B-04,CMP-BG,QX-BWS-209,2026-05-03,26.55,29.08,E-983
CHK-0000554,B-04,CMP-BG,QX-PRO-213,2026-05-03,5.11,5.57,E-983
CHK-0000555,B-04,CMP-BG,QX-PRO-218,2026-05-03,2.38,2.62,E-983
CHK-0000556,B-04,CMP-BG,QX-FRZ-225,2026-05-03,6.93,7.52,E-983
CHK-0000557,B-04,CMP-BG,QX-PET-232,2026-05-03,4.70,5.00,E-983
CHK-0000558,B-04,CMP-BG,QX-HHD-252,2026-05-03,2.28,2.38,E-983
CHK-0000559,B-04,CMP-BG,QX-FRZ-259,2026-05-03,6.10,6.57,E-983
CHK-0000560,B-04,CMP-BG,QX-FRZ-306,2026-05-03,4.54,4.75,E-983
CHK-0000561,B-04,CMP-BG,QX-DRY-312,2026-05-03,2.03,2.18,E-983
CHK-0000562,B-04,CMP-BG,QX-PET-333,2026-05-03,5.75,6.17,E-983
CHK-0000563,B-04,CMP-BG,QX-DRY-339,2026-05-03,1.58,1.67,E-983
CHK-0000564,B-04,CMP-BG,QX-DRY-351,2026-05-03,3.53,3.86,E-983
CHK-0000565,B-04,CMP-BG,QX-BAK-386,2026-05-03,3.98,4.45,E-983
CHK-0000566,B-04,CMP-BG,QX-BWS-405,2026-05-03,28.23,31.44,E-983
CHK-0000567,B-04,CMP-BG,QX-FRZ-410,2026-05-03,3.63,4.05,E-983
CHK-0000568,B-04,CMP-BG,QX-CHL-424,2026-05-03,20.72,21.68,E-983
CHK-0000569,B-04,CMP-BG,QX-FRZ-442,2026-05-03,7.79,8.60,E-983
CHK-0000570,B-04,CMP-BG,QX-CER-444,2026-05-03,1.78,1.91,E-983
CHK-0000571,B-04,CMP-BG,QX-PET-467,2026-05-03,1.24,1.30,E-983
CHK-0000572,B-04,CMP-BG,QX-DRY-476,2026-05-03,5.21,5.74,E-983
CHK-0000573,B-04,CMP-BG,QX-DRY-491,2026-05-03,2.71,3.00,E-983
CHK-0000574,B-04,CMP-BG,QX-HHD-511,2026-05-03,12.25,12.98,E-983
CHK-0000575,B-04,CMP-BG,QX-PET-515,2026-05-03,1.41,1.50,E-983
CHK-0000576,B-04,CMP-BG,QX-BWS-543,2026-05-03,11.88,12.64,E-983
CHK-0000577,B-04,CMP-BG,QX-BWS-557,2026-05-03,17.85,18.97,E-983
CHK-0000578,B-04,CMP-BG,QX-BWS-614,2026-05-03,22.38,25.07,E-983
CHK-0000579,B-04,CMP-BG,QX-BAK-615,2026-05-03,2.07,2.31,E-983
CHK-0000580,B-04,CMP-BG,QX-PET-622,2026-05-03,8.19,8.82,E-983
CHK-0000581,B-04,CMP-BG,QX-PET-623,2026-05-03,9.84,10.59,E-983
CHK-0000582,B-04,CMP-BG,QX-BWS-626,2026-05-03,21.25,22.15,E-983
CHK-0000583,B-04,CMP-BG,QX-TIN-635,2026-05-03,0.85,0.95,E-983
CHK-0000584,B-04,CMP-BG,QX-DRY-636,2026-05-03,3.69,4.12,E-983
CHK-0000585,B-04,CMP-BG,QX-HBC-657,2026-05-03,10.11,10.89,E-983
CHK-0000586,B-04,CMP-BG,QX-DRK-690,2026-05-03,2.39,2.65,E-983
CHK-0000587,B-04,CMP-BG,QX-PET-693,2026-05-03,0.92,1.01,E-983
CHK-0000588,B-04,CMP-BG,QX-FRZ-709,2026-05-03,1.77,1.89,E-983
CHK-0000589,B-04,CMP-BG,QX-DRY-725,2026-05-03,6.86,7.23,E-983
CHK-0000590,B-04,CMP-BG,QX-PRO-742,2026-05-03,4.09,4.33,E-983
CHK-0000591,B-04,CMP-BG,QX-PRO-761,2026-05-03,1.99,2.19,E-983
CHK-0000592,B-04,CMP-BG,QX-DRY-767,2026-05-03,1.79,1.96,E-983
CHK-0000593,B-04,CMP-BG,QX-CHL-792,2026-05-03,4.67,5.05,E-983
