depot_id,snapshot_date,sku,pallets_on_hand,weeks_cover
DC-01,2026-05-06,QX-PET-090,315,3.4
DC-01,2026-05-06,QX-BWS-091,90,8.8
DC-01,2026-05-06,QX-CHL-098,206,9.2
DC-01,2026-05-06,QX-TIN-108,6,0.3
DC-01,2026-05-06,QX-FRZ-113,70,3.0
DC-01,2026-05-06,QX-DRY-116,116,5.2
DC-01,2026-05-06,QX-BWS-118,171,3.6
DC-01,2026-05-06,QX-TIN-124,196,4.0
DC-01,2026-05-06,QX-DRK-125,85,6.8
DC-01,2026-05-06,QX-CER-135,305,1.5
DC-01,2026-05-06,QX-DRK-136,182,2.4
DC-01,2026-05-06,QX-TIN-138,108,3.6
DC-01,2026-05-06,QX-PRO-142,162,5.7
DC-01,2026-05-06,QX-HHD-148,42,0.3
DC-01,2026-05-06,QX-HBC-160,131,3.3
DC-01,2026-05-06,QX-DRK-167,32,6.9
DC-01,2026-05-06,QX-TIN-168,204,6.1
DC-01,2026-05-06,QX-CHL-175,123,5.3
DC-01,2026-05-06,QX-FRZ-176,254,1.8
DC-01,2026-05-06,QX-BAK-183,223,3.2
DC-01,2026-05-06,QX-HHD-184,298,9.1
DC-01,2026-05-06,QX-HHD-191,298,7.7
DC-01,2026-05-06,QX-HBC-200,271,9.2
DC-01,2026-05-06,QX-CER-201,139,5.5
DC-01,2026-05-06,QX-CHL-203,273,6.3
DC-01,2026-05-06,QX-CHL-205,4,3.9
DC-01,2026-05-06,QX-HHD-217,131,3.9
DC-01,2026-05-06,QX-DRY-218,198,7.2
DC-01,2026-05-06,QX-HBC-230,269,9.5
DC-01,2026-05-06,QX-HHD-233,90,6.4
DC-01,2026-05-06,QX-PET-238,56,7.9
DC-01,2026-05-06,QX-PET-245,257,8.3
DC-01,2026-05-06,QX-HBC-254,79,0.6
DC-01,2026-05-06,QX-FRZ-257,171,4.2
DC-01,2026-05-06,QX-TIN-259,98,2.4
DC-01,2026-05-06,QX-CHL-261,90,1.6
DC-01,2026-05-06,QX-DRK-264,109,2.8
DC-01,2026-05-06,QX-PRO-269,336,4.1
DC-01,2026-05-06,QX-DRY-270,74,6.4
DC-01,2026-05-06,QX-CER-272,113,6.4
DC-01,2026-05-06,QX-PRO-274,247,5.7
DC-01,2026-05-06,QX-DRY-275,43,4.2
DC-01,2026-05-06,QX-BWS-280,92,0.5
DC-01,2026-05-06,QX-PRO-281,323,1.9
DC-01,2026-05-06,QX-TIN-287,8,2.8
DC-01,2026-05-06,QX-BAK-295,94,8.6
DC-01,2026-05-06,QX-PRO-298,95,3.6
DC-01,2026-05-06,QX-PRO-299,280,4.3
DC-01,2026-05-06,QX-CER-300,147,5.8
DC-01,2026-05-06,QX-BWS-309,118,5.0
DC-01,2026-05-06,QX-CER-310,297,0.8
DC-01,2026-05-06,QX-CER-315,288,9.4
DC-01,2026-05-06,QX-TIN-330,143,7.8
DC-01,2026-05-06,QX-HBC-348,62,6.3
DC-01,2026-05-06,QX-HBC-353,9,4.6
DC-01,2026-05-06,QX-HBC-355,37,3.6
DC-01,2026-05-06,QX-CHL-357,66,3.3
DC-01,2026-05-06,QX-FRZ-362,239,0.7
DC-01,2026-05-06,QX-HBC-364,239,9.4
DC-01,2026-05-06,QX-DRY-371,190,5.2
DC-01,2026-05-06,QX-BWS-373,262,0.9
DC-01,2026-05-06,QX-DRY-379,162,5.1
DC-01,2026-05-06,QX-BWS-381,155,2.6
DC-01,2026-05-06,QX-CHL-382,90,1.3
DC-01,2026-05-06,QX-DRK-399,45,6.1
DC-01,2026-05-06,QX-HHD-400,97,9.5
DC-01,2026-05-06,QX-DRK-401,309,6.6
DC-01,2026-05-06,QX-DRK-403,117,0.9
DC-01,2026-05-06,QX-DRY-409,155,8.0
DC-01,2026-05-06,QX-HBC-410,232,8.2
DC-01,2026-05-06,QX-BWS-433,43,8.4
DC-01,2026-05-06,QX-TIN-439,12,6.3
DC-01,2026-05-06,QX-CER-440,105,1.5
DC-01,2026-05-06,QX-CHL-442,245,7.6
DC-01,2026-05-06,QX-DRY-443,317,6.9
DC-01,2026-05-06,QX-DRY-444,260,1.5
DC-01,2026-05-06,QX-FRZ-445,262,7.2
DC-01,2026-05-06,QX-CHL-449,28,4.8
DC-01,2026-05-06,QX-DRY-451,141,3.0
DC-01,2026-05-06,QX-CER-453,130,2.3
DC-01,2026-05-06,QX-DRY-454,278,5.2
DC-01,2026-05-06,QX-HBC-457,127,3.3
DC-01,2026-05-06,QX-HHD-458,0,7.3
DC-01,2026-05-06,QX-DRY-459,228,3.7
DC-01,2026-05-06,QX-BWS-460,128,6.4
DC-01,2026-05-06,QX-TIN-464,278,3.6
DC-01,2026-05-06,QX-TIN-465,213,9.3
DC-02,2026-05-06,QX-CER-001,108,2.7
DC-02,2026-05-06,QX-CER-002,292,6.6
DC-02,2026-05-06,QX-DRK-014,116,6.3
DC-02,2026-05-06,QX-TIN-045,2,5.3
DC-02,2026-05-06,QX-DRK-206,197,2.8
DC-02,2026-05-06,QX-CHL-215,9,6.8
DC-02,2026-05-06,QX-PRO-217,163,2.8
DC-02,2026-05-06,QX-BWS-221,108,8.5
DC-02,2026-05-06,QX-HHD-225,325,4.3
DC-02,2026-05-06,QX-TIN-229,276,1.4
DC-02,2026-05-06,QX-DRK-230,113,4.5
DC-02,2026-05-06,QX-FRZ-231,21,7.6
DC-02,2026-05-06,QX-FRZ-235,42,0.5
DC-02,2026-05-06,QX-HHD-240,295,7.1
DC-02,2026-05-06,QX-DRY-247,141,1.5
DC-02,2026-05-06,QX-HHD-253,284,3.8
DC-02,2026-05-06,QX-BWS-262,215,8.3
DC-02,2026-05-06,QX-BAK-265,50,3.0
DC-02,2026-05-06,QX-CER-267,49,5.6
DC-02,2026-05-06,QX-PET-270,165,5.3
DC-02,2026-05-06,QX-CHL-274,41,6.6
DC-02,2026-05-06,QX-CER-275,263,8.5
DC-02,2026-05-06,QX-DRY-286,76,1.4
DC-02,2026-05-06,QX-BAK-288,2,2.9
DC-02,2026-05-06,QX-DRK-289,337,0.7
DC-02,2026-05-06,QX-FRZ-298,85,9.0
DC-02,2026-05-06,QX-FRZ-299,311,0.5
DC-02,2026-05-06,QX-HHD-308,29,7.9
DC-02,2026-05-06,QX-HBC-313,148,2.0
DC-02,2026-05-06,QX-CER-319,8,3.2
DC-02,2026-05-06,QX-BWS-320,244,4.9
DC-02,2026-05-06,QX-HBC-325,155,8.5
DC-02,2026-05-06,QX-BAK-327,30,4.2
DC-02,2026-05-06,QX-BAK-328,277,6.5
DC-02,2026-05-06,QX-CER-329,220,8.3
DC-02,2026-05-06,QX-BAK-333,333,7.0
DC-02,2026-05-06,QX-DRK-334,88,8.5
DC-02,2026-05-06,QX-HHD-339,185,6.8
DC-02,2026-05-06,QX-CER-341,35,4.3
DC-02,2026-05-06,QX-PET-345,159,5.5
DC-02,2026-05-06,QX-CER-346,306,0.7
DC-02,2026-05-06,QX-PET-349,164,9.2
DC-02,2026-05-06,QX-CHL-351,156,4.8
DC-02,2026-05-06,QX-CER-355,249,1.1
DC-02,2026-05-06,QX-PRO-363,174,0.8
DC-02,2026-05-06,QX-DRY-366,258,1.5
DC-02,2026-05-06,QX-PET-367,103,5.4
DC-02,2026-05-06,QX-CHL-368,317,7.1
DC-02,2026-05-06,QX-HBC-371,243,0.4
DC-02,2026-05-06,QX-PET-378,306,5.8
DC-02,2026-05-06,QX-TIN-383,104,8.7
DC-02,2026-05-06,QX-BWS-384,131,8.3
DC-02,2026-05-06,QX-HHD-388,334,7.1
DC-02,2026-05-06,QX-HBC-389,114,7.3
DC-02,2026-05-06,QX-CHL-392,170,4.7
DC-02,2026-05-06,QX-DRK-393,27,1.1
DC-02,2026-05-06,QX-TIN-397,36,8.3
DC-02,2026-05-06,QX-BWS-398,134,7.6
DC-02,2026-05-06,QX-HBC-399,296,2.7
DC-02,2026-05-06,QX-PRO-401,289,6.2
DC-02,2026-05-06,QX-BAK-406,319,6.1
DC-02,2026-05-06,QX-TIN-407,92,5.3
DC-02,2026-05-06,QX-HHD-412,107,0.8
DC-02,2026-05-06,QX-DRY-414,89,5.0
DC-02,2026-05-06,QX-CHL-417,306,6.5
DC-02,2026-05-06,QX-BAK-420,33,0.3
DC-02,2026-05-06,QX-DRK-423,133,1.5
DC-02,2026-05-06,QX-HHD-424,125,2.5
DC-02,2026-05-06,QX-PRO-427,93,4.7
DC-02,2026-05-06,QX-HBC-431,275,8.4
DC-02,2026-05-06,QX-FRZ-432,203,3.4
DC-02,2026-05-06,QX-PRO-439,330,1.5
DC-02,2026-05-06,QX-HBC-442,101,5.8
DC-02,2026-05-06,QX-CER-443,112,3.6
DC-02,2026-05-06,QX-HBC-455,269,3.3
DC-02,2026-05-06,QX-PET-456,262,2.7
DC-02,2026-05-06,QX-CER-459,185,4.6
DC-02,2026-05-06,QX-PRO-471,181,1.4
DC-02,2026-05-06,QX-BWS-474,240,1.8
DC-02,2026-05-06,QX-CHL-476,125,2.9
DC-02,2026-05-06,QX-PRO-477,249,1.1
DC-02,2026-05-06,QX-BWS-485,266,5.4
DC-02,2026-05-06,QX-CER-488,291,5.4
DC-02,2026-05-06,QX-DRY-492,98,3.7
DC-02,2026-05-06,QX-DRY-495,217,8.8
DC-02,2026-05-06,QX-BWS-498,165,6.9
DC-02,2026-05-06,QX-DRK-506,262,1.4
DC-02,2026-05-06,QX-HHD-509,315,3.2
DC-02,2026-05-06,QX-BAK-510,258,7.3
DC-02,2026-05-06,QX-CER-513,132,4.4
DC-02,2026-05-06,QX-CER-515,303,2.3
DC-02,2026-05-06,QX-PRO-524,11,2.2
DC-02,2026-05-06,QX-PET-525,46,5.5
DC-02,2026-05-06,QX-DRY-528,155,5.3
DC-02,2026-05-06,QX-DRY-529,115,7.4
DC-02,2026-05-06,QX-PRO-532,324,6.8
DC-02,2026-05-06,QX-PET-533,323,1.5
DC-02,2026-05-06,QX-TIN-535,15,3.0
DC-02,2026-05-06,QX-BWS-536,278,1.9
DC-02,2026-05-06,QX-HBC-541,301,0.6
DC-02,2026-05-06,QX-DRY-542,276,2.3
DC-02,2026-05-06,QX-BWS-550,205,2.5
DC-02,2026-05-06,QX-CHL-554,28,3.2
DC-02,2026-05-06,QX-FRZ-556,114,0.5
DC-02,2026-05-06,QX-TIN-558,226,0.3
DC-02,2026-05-06,QX-PET-559,266,3.6
DC-02,2026-05-06,QX-FRZ-564,278,2.1
DC-02,2026-05-06,QX-BAK-567,235,6.6
DC-02,2026-05-06,QX-HHD-569,285,4.3
DC-02,2026-05-06,QX-DRY-574,5,7.5
DC-02,2026-05-06,QX-PET-575,179,4.0
DC-02,2026-05-06,QX-HBC-576,216,5.1
DC-02,2026-05-06,QX-CHL-579,83,6.4
DC-02,2026-05-06,QX-BWS-584,2,0.5
DC-02,2026-05-06,QX-BAK-587,161,7.9
DC-02,2026-05-06,QX-BWS-589,300,7.4
DC-02,2026-05-06,QX-DRY-593,206,2.7
DC-02,2026-05-06,QX-HHD-594,33,8.7
DC-02,2026-05-06,QX-DRY-595,99,3.8
DC-02,2026-05-06,QX-DRY-596,57,4.6
DC-02,2026-05-06,QX-HHD-597,236,3.5
DC-02,2026-05-06,QX-PET-598,291,6.1
DC-02,2026-05-06,QX-BWS-607,111,7.3
DC-02,2026-05-06,QX-DRK-609,271,2.0
DC-02,2026-05-06,QX-HBC-613,180,6.8
DC-02,2026-05-06,QX-HBC-618,188,5.3
DC-02,2026-05-06,QX-BWS-619,233,6.6
DC-02,2026-05-06,QX-DRK-627,240,1.2
DC-02,2026-05-06,QX-TIN-628,293,2.9
DC-02,2026-05-06,QX-DRK-636,122,5.8
DC-02,2026-05-06,QX-TIN-640,56,4.0
DC-02,2026-05-06,QX-PRO-645,335,3.0
DC-02,2026-05-06,QX-HBC-646,59,1.0
DC-02,2026-05-06,QX-HBC-648,170,1.9
DC-02,2026-05-06,QX-HBC-650,321,3.1
DC-02,2026-05-06,QX-HHD-656,168,1.6
DC-02,2026-05-06,QX-FRZ-658,47,4.4
DC-02,2026-05-06,QX-BAK-659,30,1.8
DC-02,2026-05-06,QX-HHD-660,124,6.9
DC-02,2026-05-06,QX-BAK-667,148,5.9
DC-02,2026-05-06,QX-CHL-670,159,2.2
DC-02,2026-05-06,QX-PRO-672,178,1.8
DC-02,2026-05-06,QX-PET-673,217,7.7
DC-02,2026-05-06,QX-PET-677,23,5.8
DC-02,2026-05-06,QX-DRY-680,155,8.3
DC-02,2026-05-06,QX-DRK-683,306,9.1
DC-02,2026-05-06,QX-PET-684,330,7.9
DC-02,2026-05-06,QX-PET-686,193,2.2
DC-02,2026-05-06,QX-DRY-689,214,3.8
DC-02,2026-05-06,QX-TIN-690,238,4.1
DC-02,2026-05-06,QX-HHD-693,237,7.3
DC-02,2026-05-06,QX-CHL-701,19,8.0
DC-02,2026-05-06,QX-HHD-707,185,9.4
DC-02,2026-05-06,QX-PET-708,306,6.5
DC-02,2026-05-06,QX-DRK-709,155,7.7
DC-02,2026-05-06,QX-HHD-710,271,1.6
DC-02,2026-05-06,QX-DRK-713,103,7.2
DC-02,2026-05-06,QX-PRO-714,304,2.1
DC-02,2026-05-06,QX-FRZ-727,292,1.9
DC-02,2026-05-06,QX-PRO-735,93,0.9
DC-02,2026-05-06,QX-BWS-743,116,7.3
DC-02,2026-05-06,QX-BAK-745,87,4.3
DC-02,2026-05-06,QX-DRK-755,120,7.9
DC-02,2026-05-06,QX-DRY-760,289,3.9
DC-02,2026-05-06,QX-BWS-765,232,2.7
DC-02,2026-05-06,QX-BWS-771,184,6.7
DC-02,2026-05-06,QX-PET-780,331,2.9
DC-02,2026-05-06,QX-FRZ-795,190,4.4
DC-02,2026-05-06,QX-HHD-798,282,9.2
DC-02,2026-05-06,QX-FRZ-809,172,4.7
DC-02,2026-05-06,QX-DRK-810,14,9.0
DC-02,2026-05-06,QX-CER-812,218,1.6
DC-02,2026-05-06,QX-HHD-813,287,7.4
DC-02,2026-05-06,QX-HHD-814,54,7.9
DC-02,2026-05-06,QX-DRK-815,56,4.3
DC-02,2026-05-06,QX-CER-818,42,0.4
DC-02,2026-05-06,QX-PRO-822,106,2.5
DC-02,2026-05-06,QX-BAK-823,75,6.7
DC-02,2026-05-06,QX-CER-833,262,5.9
DC-02,2026-05-06,QX-DRY-836,288,3.6
DC-02,2026-05-06,QX-PRO-841,116,6.1
DC-02,2026-05-06,QX-DRK-845,175,1.1
DC-02,2026-05-06,QX-PRO-847,238,5.6
DC-02,2026-05-06,QX-HHD-848,24,7.5
DC-02,2026-05-06,QX-TIN-854,108,3.1
DC-02,2026-05-06,QX-BAK-857,57,3.9
DC-02,2026-05-06,QX-HHD-860,151,1.8
DC-02,2026-05-06,QX-CER-862,270,4.0
DC-02,2026-05-06,QX-TIN-868,221,6.2
DC-02,2026-05-06,QX-BWS-872,196,3.6
DC-02,2026-05-06,QX-PRO-874,129,7.4
DC-02,2026-05-06,QX-DRY-876,220,6.8
DC-02,2026-05-06,QX-TIN-877,310,0.5
DC-02,2026-05-06,QX-HHD-883,263,1.0
DC-02,2026-05-06,QX-BWS-887,38,8.7
DC-02,2026-05-06,QX-PRO-888,218,0.9
DC-02,2026-05-06,QX-CHL-890,281,7.1
DC-02,2026-05-06,QX-DRK-898,91,2.2
DC-02,2026-05-06,QX-CHL-899,333,9.4
DC-02,2026-05-06,QX-TIN-907,108,4.3
DC-02,2026-05-06,QX-PRO-910,205,9.3
DC-02,2026-05-06,QX-BAK-916,256,1.3
DC-02,2026-05-06,QX-PET-925,114,6.5
DC-02,2026-05-06,QX-CER-926,130,6.1
DC-02,2026-05-06,QX-FRZ-931,264,0.6
DC-02,2026-05-06,QX-BWS-933,251,6.8
DC-02,2026-05-06,QX-BWS-938,304,8.6
DC-02,2026-05-06,QX-BAK-941,50,0.2
DC-02,2026-05-06,QX-DRK-942,17,8.8
DC-02,2026-05-06,QX-PRO-943,211,4.4
DC-02,2026-05-06,QX-DRK-951,140,3.7
DC-02,2026-05-06,QX-CHL-956,118,6.6
DC-02,2026-05-06,QX-PET-967,318,8.3
DC-02,2026-05-06,QX-BAK-968,37,4.6
DC-02,2026-05-06,QX-PET-970,290,8.6
DC-02,2026-05-06,QX-TIN-972,4,7.9
DC-02,2026-05-06,QX-TIN-973,203,1.0
DC-02,2026-05-06,QX-TIN-975,335,0.2
DC-02,2026-05-06,QX-FRZ-977,137,5.7
DC-02,2026-05-06,QX-FRZ-982,334,0.4
DC-02,2026-05-06,QX-HHD-994,167,7.6
DC-02,2026-05-06,QX-TIN-995,334,1.3
DC-02,2026-05-06,QX-CHL-997,64,6.5
DC-02,2026-05-06,QX-HHD-999,84,5.1
DC-02,2026-05-06,QX-HBC-002,126,7.6
DC-02,2026-05-06,QX-BWS-015,177,4.8
DC-02,2026-05-06,QX-CER-020,226,7.9
DC-02,2026-05-06,QX-CER-031,184,8.9
DC-02,2026-05-06,QX-CER-032,331,9.5
DC-02,2026-05-06,QX-CHL-041,65,2.2
DC-02,2026-05-06,QX-BWS-062,46,8.1
DC-02,2026-05-06,QX-FRZ-068,249,4.3
DC-02,2026-05-06,QX-CER-069,241,7.2
DC-02,2026-05-06,QX-FRZ-073,133,3.1
DC-02,2026-05-06,QX-TIN-074,96,1.4
DC-02,2026-05-06,QX-HBC-076,289,4.0
DC-02,2026-05-06,QX-BAK-078,139,5.5
DC-02,2026-05-06,QX-PRO-082,239,2.1
DC-02,2026-05-06,QX-HHD-088,209,3.0
DC-02,2026-05-06,QX-DRK-092,235,2.8
DC-02,2026-05-06,QX-CHL-101,101,7.6
DC-02,2026-05-06,QX-BAK-103,283,5.5
DC-02,2026-05-06,QX-CHL-106,203,9.0
DC-02,2026-05-06,QX-HHD-109,88,2.0
DC-02,2026-05-06,QX-BWS-114,164,9.4
DC-02,2026-05-06,QX-TIN-115,27,1.2
DC-02,2026-05-06,QX-PET-119,103,2.1
DC-02,2026-05-06,QX-DRK-120,285,0.3
DC-02,2026-05-06,QX-BAK-124,83,4.6
DC-02,2026-05-06,QX-PRO-125,242,6.7
DC-02,2026-05-06,QX-HHD-131,282,5.2
DC-02,2026-05-06,QX-TIN-132,302,1.6
DC-02,2026-05-06,QX-CHL-136,235,1.2
DC-02,2026-05-06,QX-PRO-137,36,3.3
DC-02,2026-05-06,QX-PRO-143,1,3.2
DC-02,2026-05-06,QX-TIN-149,308,2.1
DC-02,2026-05-06,QX-PRO-150,175,1.4
DC-02,2026-05-06,QX-BAK-156,327,7.7
DC-02,2026-05-06,QX-HHD-159,266,0.9
DC-02,2026-05-06,QX-HBC-166,319,4.8
DC-02,2026-05-06,QX-PRO-170,245,7.3
DC-02,2026-05-06,QX-BWS-175,147,3.3
DC-02,2026-05-06,QX-HBC-179,304,5.1
DC-02,2026-05-06,QX-BAK-181,153,2.6
DC-02,2026-05-06,QX-DRY-183,291,1.0
DC-02,2026-05-06,QX-CER-184,263,9.1
DC-02,2026-05-06,QX-DRK-186,220,2.5
DC-02,2026-05-06,QX-BWS-190,23,8.8
DC-02,2026-05-06,QX-TIN-193,37,8.7
DC-02,2026-05-06,QX-BWS-198,150,6.1
DC-02,2026-05-06,QX-BAK-205,71,6.5
DC-02,2026-05-06,QX-CHL-207,95,5.5
DC-02,2026-05-06,QX-FRZ-210,223,1.1
DC-02,2026-05-06,QX-TIN-211,66,7.4
DC-02,2026-05-06,QX-BAK-217,52,4.0
DC-02,2026-05-06,QX-DRK-239,198,1.0
DC-02,2026-05-06,QX-BAK-240,263,2.5
DC-02,2026-05-06,QX-DRY-241,40,7.5
DC-02,2026-05-06,QX-HHD-242,39,3.6
DC-02,2026-05-06,QX-PET-252,164,2.7
DC-02,2026-05-06,QX-DRK-258,167,5.2
DC-02,2026-05-06,QX-PRO-263,31,5.8
DC-02,2026-05-06,QX-HHD-268,313,1.2
DC-02,2026-05-06,QX-FRZ-273,151,5.2
DC-02,2026-05-06,QX-BWS-279,290,3.1
DC-02,2026-05-06,QX-DRK-280,218,6.7
DC-02,2026-05-06,QX-TIN-284,95,9.3
DC-02,2026-05-06,QX-PET-285,43,2.7
DC-02,2026-05-06,QX-DRK-292,290,4.3
DC-02,2026-05-06,QX-BWS-296,3,7.6
DC-02,2026-05-06,QX-CER-307,255,4.0
DC-02,2026-05-06,QX-CHL-313,213,3.8
DC-02,2026-05-06,QX-DRY-318,91,4.9
DC-02,2026-05-06,QX-DRK-323,263,7.4
DC-02,2026-05-06,QX-DRY-324,276,3.1
DC-02,2026-05-06,QX-DRY-325,155,3.3
DC-02,2026-05-06,QX-TIN-328,299,8.8
DC-02,2026-05-06,QX-PET-337,179,3.2
DC-02,2026-05-06,QX-HHD-338,194,7.6
DC-02,2026-05-06,QX-DRY-340,66,8.1
DC-02,2026-05-06,QX-HHD-347,30,2.4
DC-02,2026-05-06,QX-DRK-348,159,3.7
DC-02,2026-05-06,QX-CER-349,60,5.9
DC-02,2026-05-06,QX-TIN-355,64,8.6
DC-02,2026-05-06,QX-CER-359,207,8.2
DC-02,2026-05-06,QX-DRY-360,148,6.2
DC-02,2026-05-06,QX-PET-372,273,4.4
DC-02,2026-05-06,QX-CHL-375,74,0.9
DC-02,2026-05-06,QX-BWS-377,245,8.3
DC-02,2026-05-06,QX-DRY-380,3,5.3
DC-02,2026-05-06,QX-PRO-383,164,3.7
DC-02,2026-05-06,QX-CHL-388,25,8.8
DC-02,2026-05-06,QX-CHL-393,145,1.1
DC-02,2026-05-06,QX-PRO-397,321,5.9
DC-02,2026-05-06,QX-BWS-402,269,8.9
DC-02,2026-05-06,QX-DRY-404,293,8.7
DC-02,2026-05-06,QX-PET-405,118,6.5
DC-02,2026-05-06,QX-CHL-410,148,5.7
DC-02,2026-05-06,QX-BWS-412,334,9.1
DC-02,2026-05-06,QX-FRZ-413,318,2.4
DC-02,2026-05-06,QX-HHD-418,78,1.9
DC-02,2026-05-06,QX-CHL-424,258,4.6
DC-02,2026-05-06,QX-BAK-425,337,2.8
DC-02,2026-05-06,QX-PET-427,233,0.8
DC-02,2026-05-06,QX-PET-432,303,2.5
DC-02,2026-05-06,QX-PRO-434,192,2.6
DC-02,2026-05-06,QX-HHD-440,233,8.8
DC-02,2026-05-06,QX-HHD-452,225,1.3
DC-02,2026-05-06,QX-PRO-453,228,1.7
DC-02,2026-05-06,QX-PET-459,263,1.9
DC-02,2026-05-06,QX-BAK-461,184,8.5
DC-02,2026-05-06,QX-HBC-465,18,6.7
DC-02,2026-05-06,QX-PET-471,309,6.6
DC-02,2026-05-06,QX-DRY-472,303,6.6
DC-02,2026-05-06,QX-CHL-478,192,2.3
DC-02,2026-05-06,QX-DRK-484,177,2.3
DC-02,2026-05-06,QX-HBC-486,31,1.4
DC-02,2026-05-06,QX-BWS-490,237,3.7
DC-02,2026-05-06,QX-HBC-499,304,9.3
DC-02,2026-05-06,QX-DRK-503,88,9.2
DC-02,2026-05-06,QX-PET-505,18,7.2
DC-02,2026-05-06,QX-PET-507,83,4.4
DC-02,2026-05-06,QX-FRZ-509,121,6.1
DC-02,2026-05-06,QX-BAK-514,16,2.9
DC-02,2026-05-06,QX-HHD-516,39,2.3
DC-02,2026-05-06,QX-BWS-519,302,6.0
DC-02,2026-05-06,QX-HHD-523,194,5.4
DC-02,2026-05-06,QX-PET-531,270,4.3
DC-02,2026-05-06,QX-PRO-541,33,4.6
DC-02,2026-05-06,QX-PRO-543,48,3.7
DC-02,2026-05-06,QX-PRO-546,292,1.1
DC-02,2026-05-06,QX-PRO-548,161,5.2
DC-02,2026-05-06,QX-FRZ-555,317,7.5
DC-02,2026-05-06,QX-CHL-558,327,7.9
DC-02,2026-05-06,QX-HHD-559,269,3.9
DC-02,2026-05-06,QX-TIN-560,265,3.9
DC-02,2026-05-06,QX-HBC-563,104,7.6
DC-02,2026-05-06,QX-TIN-567,122,0.3
DC-02,2026-05-06,QX-PET-579,280,7.3
DC-02,2026-05-06,QX-DRK-582,303,6.7
DC-02,2026-05-06,QX-DRK-584,279,3.5
DC-02,2026-05-06,QX-DRK-586,45,8.6
DC-02,2026-05-06,QX-DRY-588,5,5.5
DC-02,2026-05-06,QX-CER-589,244,8.2
DC-02,2026-05-06,QX-PRO-594,101,5.9
DC-02,2026-05-06,QX-PET-595,250,9.2
DC-02,2026-05-06,QX-HHD-596,91,7.5
DC-02,2026-05-06,QX-PRO-598,29,5.7
DC-02,2026-05-06,QX-CER-599,41,0.3
DC-02,2026-05-06,QX-BAK-600,165,4.0
DC-02,2026-05-06,QX-PRO-602,193,9.2
DC-02,2026-05-06,QX-BWS-605,26,2.4
DC-02,2026-05-06,QX-PRO-608,77,7.5
DC-02,2026-05-06,QX-HBC-609,232,9.1
DC-02,2026-05-06,QX-BWS-610,215,8.4
DC-02,2026-05-06,QX-CER-612,33,1.3
DC-02,2026-05-06,QX-BAK-619,179,7.1
DC-02,2026-05-06,QX-DRY-624,79,2.0
DC-02,2026-05-06,QX-DRY-626,247,6.2
DC-02,2026-05-06,QX-HHD-627,83,2.9
DC-02,2026-05-06,QX-FRZ-629,152,1.8
DC-02,2026-05-06,QX-DRK-630,47,6.4
DC-02,2026-05-06,QX-DRK-634,283,1.3
DC-02,2026-05-06,QX-BAK-635,60,7.4
DC-02,2026-05-06,QX-FRZ-641,70,5.4
DC-02,2026-05-06,QX-DRK-645,71,4.4
DC-02,2026-05-06,QX-CHL-648,80,2.6
DC-02,2026-05-06,QX-FRZ-652,223,1.1
DC-02,2026-05-06,QX-BAK-654,40,7.2
DC-02,2026-05-06,QX-DRY-658,120,3.6
DC-02,2026-05-06,QX-BWS-666,185,7.2
DC-02,2026-05-06,QX-BWS-671,291,8.8
DC-02,2026-05-06,QX-TIN-672,5,3.5
DC-02,2026-05-06,QX-CHL-675,50,6.7
DC-02,2026-05-06,QX-DRK-677,313,5.7
DC-02,2026-05-06,QX-CHL-680,146,3.0
DC-02,2026-05-06,QX-BWS-684,314,2.8
DC-02,2026-05-06,QX-PET-690,199,1.4
DC-02,2026-05-06,QX-FRZ-694,100,2.7
DC-02,2026-05-06,QX-PET-702,173,8.9
DC-02,2026-05-06,QX-CHL-703,33,0.7
DC-02,2026-05-06,QX-FRZ-712,29,5.8
DC-02,2026-05-06,QX-CER-717,98,3.5
DC-02,2026-05-06,QX-HBC-721,53,3.2
DC-02,2026-05-06,QX-DRK-733,104,4.5
DC-02,2026-05-06,QX-FRZ-735,29,0.7
DC-02,2026-05-06,QX-BAK-737,46,4.9
DC-02,2026-05-06,QX-HBC-738,281,5.9
DC-02,2026-05-06,QX-HHD-739,234,2.7
DC-02,2026-05-06,QX-DRK-741,36,8.5
DC-02,2026-05-06,QX-DRY-749,308,5.5
DC-02,2026-05-06,QX-FRZ-751,85,7.1
DC-02,2026-05-06,QX-FRZ-752,187,9.3
DC-02,2026-05-06,QX-CER-764,214,8.8
DC-02,2026-05-06,QX-TIN-765,210,1.0
DC-02,2026-05-06,QX-BAK-769,160,2.4
DC-02,2026-05-06,QX-FRZ-770,142,1.2
DC-02,2026-05-06,QX-CHL-773,21,1.5
DC-02,2026-05-06,QX-HHD-775,182,2.3
DC-02,2026-05-06,QX-BWS-779,22,7.7
DC-02,2026-05-06,QX-HHD-783,101,6.8
DC-02,2026-05-06,QX-CHL-786,154,5.8
DC-02,2026-05-06,QX-BWS-789,114,6.1
DC-02,2026-05-06,QX-TIN-792,133,3.1
DC-02,2026-05-06,QX-TIN-794,290,6.1
DC-02,2026-05-06,QX-PET-797,285,5.7
DC-02,2026-05-06,QX-CER-798,233,9.1
DC-02,2026-05-06,QX-BAK-807,74,1.0
DC-02,2026-05-06,QX-BWS-809,90,9.5
DC-02,2026-05-06,QX-DRK-814,197,4.1
DC-02,2026-05-06,QX-PET-817,120,6.8
DC-02,2026-05-06,QX-DRY-819,243,4.3
