sale_id,line_no,sku,quantity,uom,unit_price,line_total,promotion_id
S-102048,6,QX-DRK-603,2,unit,4.20,8.40,
S-102048,7,QX-CHL-533,3,unit,2.56,7.68,
S-102048,8,QX-CHL-230,2,unit,3.70,7.40,
S-102048,9,QX-CHL-358,1,unit,2.81,2.81,
S-102048,10,QX-PET-967,3,unit,3.95,11.85,
S-102048,11,QX-BWS-875,3,unit,15.82,47.46,
S-102048,12,QX-BWS-798,2,unit,37.33,74.66,
S-102049,1,QX-TIN-556,1,unit,0.55,0.55,
S-102049,2,QX-PET-277,2,unit,4.39,8.78,
S-102049,3,QX-PRO-793,2,unit,4.39,8.78,
S-102049,4,QX-DRK-804,2,unit,3.10,6.20,
S-102049,5,QX-DRK-560,2,unit,5.75,11.50,PRM-050
S-102049,6,QX-HBC-259,2,unit,8.62,17.24,
S-102049,7,QX-CHL-500,2.168,kg,11.87,25.73,
S-102049,8,QX-HHD-568,1,unit,9.45,9.45,
S-102049,9,QX-CHL-328,0.37,kg,13.84,5.12,
S-102049,10,QX-CER-507,1,unit,3.08,3.08,
S-102050,1,QX-BWS-135,2,unit,5.43,10.86,
S-102050,2,QX-BAK-105,2,unit,3.67,7.34,
S-102050,3,QX-HBC-357,2,unit,8.60,17.20,PRM-017
S-102050,4,QX-HBC-222,1,unit,11.14,11.14,
S-102050,5,QX-HBC-378,1,unit,6.57,6.57,
S-102050,6,QX-HHD-238,3,unit,2.12,6.36,
S-102050,7,QX-PET-271,2,unit,3.73,7.46,
S-102050,8,QX-PET-853,2,unit,4.75,9.50,
S-102050,9,QX-CHL-389,3,unit,6.08,18.24,
S-102050,10,QX-FRZ-451,1,unit,6.64,6.64,
S-102050,11,QX-HHD-315,3,unit,1.85,5.55,
S-102050,12,QX-HHD-449,2,unit,9.16,18.32,
S-102050,13,QX-DRK-164,2,unit,3.15,6.30,
S-102050,14,QX-DRK-420,3,unit,0.65,1.95,
S-102050,15,QX-CER-223,3,unit,2.02,6.06,
S-102050,16,QX-CER-434,2,unit,4.34,8.68,PRM-030
S-102051,1,QX-CHL-233,0.563,kg,18.39,10.35,
S-102051,2,QX-PET-503,1,unit,7.84,7.84,
S-102051,3,QX-TIN-892,1,unit,1.26,1.26,
S-102051,4,QX-BAK-592,3,unit,2.10,6.30,
S-102051,5,QX-TIN-417,2,unit,1.17,2.34,
S-102051,6,QX-HBC-082,2,unit,4.78,9.56,
S-102051,7,QX-PRO-428,3,unit,3.53,10.59,
S-102052,1,QX-FRZ-643,2,unit,6.85,13.70,
S-102052,2,QX-HBC-973,2,unit,9.82,19.64,
S-102052,3,QX-DRY-305,2,unit,1.05,2.10,
S-102052,4,QX-BWS-281,2,unit,15.66,31.32,
S-102053,1,QX-CER-651,2,unit,3.30,6.60,
S-102053,2,QX-FRZ-582,2,unit,7.27,14.54,
S-102053,3,QX-DRY-052,2,unit,4.28,8.56,
S-102053,4,QX-FRZ-598,2,unit,4.41,8.82,
S-102053,5,QX-PET-537,3,unit,6.96,20.88,
S-102053,6,QX-CHL-638,1,unit,3.38,3.38,PRM-006
S-102053,7,QX-DRK-380,3,unit,5.73,17.19,
S-102053,8,QX-CHL-215,2.051,kg,13.89,28.49,PRM-027
S-102053,9,QX-CHL-384,1.239,kg,15.70,19.45,
S-102053,10,QX-BAK-400,2,unit,3.78,7.56,
S-102053,11,QX-HHD-844,3,unit,3.67,11.01,
S-102053,12,QX-BWS-181,3,unit,20.40,61.20,PRM-037
S-102054,1,QX-BAK-509,1.58,kg,6.52,10.30,
S-102054,2,QX-HBC-279,2,unit,1.75,3.50,
S-102054,3,QX-PRO-273,0.192,kg,3.21,0.62,
S-102054,4,QX-DRY-266,2,unit,5.14,10.28,
S-102054,5,QX-CHL-782,1,unit,4.95,4.95,
S-102054,6,QX-BWS-006,3,unit,23.95,71.85,
S-102054,7,QX-BAK-837,2,unit,0.85,1.70,
S-102054,8,QX-FRZ-251,3,unit,5.18,15.54,PRM-043
S-102054,9,QX-PET-974,3,unit,2.18,6.54,
S-102054,10,QX-HBC-803,1,unit,13.84,13.84,
S-102054,11,QX-FRZ-012,3,unit,4.74,14.22,
S-102054,12,QX-PET-540,2,unit,9.96,19.92,
S-102055,1,QX-PRO-934,3,unit,0.50,1.50,
S-102055,2,QX-PET-175,1,unit,9.38,9.38,
S-102055,3,QX-PET-977,2,unit,8.55,17.10,
S-102055,4,QX-HHD-563,2,unit,8.88,17.76,
S-102055,5,QX-CHL-747,1.194,kg,6.06,7.24,
S-102055,6,QX-HBC-729,2,unit,12.40,24.80,
S-102055,7,QX-PRO-043,1.497,kg,1.08,1.62,
S-102055,8,QX-BAK-287,1.859,kg,6.07,11.28,
S-102056,1,QX-CER-222,2,unit,4.48,8.96,
S-102056,2,QX-FRZ-788,2,unit,4.76,9.52,PRM-041
S-102056,3,QX-CER-288,3,unit,1.55,4.65,
S-102056,4,QX-PET-664,2,unit,9.64,19.28,
S-102056,5,QX-PET-031,2,unit,1.33,2.66,
S-102056,6,QX-BWS-233,1,unit,22.31,22.31,PRM-052
S-102056,7,QX-BAK-294,2,unit,1.68,3.36,
S-102056,8,QX-PET-715,3,unit,9.21,27.63,PRM-054
S-102057,1,QX-FRZ-418,1,unit,6.52,6.52,
S-102057,2,QX-CHL-500,1.406,kg,11.87,16.69,
S-102057,3,QX-PET-175,3,unit,9.38,28.14,
S-102057,4,QX-CHL-888,3,unit,6.16,18.48,
S-102057,5,QX-PET-031,3,unit,1.33,3.99,
S-102057,6,QX-CER-000,2,unit,2.00,4.00,
S-102057,7,QX-PET-694,1,unit,9.29,9.29,PRM-024
S-102057,8,QX-PRO-448,1,unit,5.50,5.50,
S-102057,9,QX-DRY-652,2,unit,2.54,5.08,
S-102057,10,QX-TIN-088,2,unit,0.55,1.10,
S-102057,11,QX-PRO-720,0.744,kg,4.31,3.21,PRM-059
S-102057,12,QX-HBC-583,1,unit,3.78,3.78,
S-102057,13,QX-HBC-844,2,unit,3.13,6.26,
S-102057,14,QX-PRO-146,2,unit,4.46,8.92,PRM-023
S-102057,15,QX-DRK-319,2,unit,2.42,4.84,
S-102057,16,QX-CER-447,2,unit,3.24,6.48,
S-102057,17,QX-PET-404,2,unit,10.96,21.92,
S-102058,1,QX-TIN-556,1,unit,0.55,0.55,
S-102058,2,QX-PRO-482,3,unit,0.90,2.70,
S-102058,3,QX-HHD-364,2,unit,4.37,8.74,
S-102058,4,QX-HHD-736,3,unit,7.45,22.35,
S-102058,5,QX-BAK-929,2,unit,3.47,6.94,
S-102058,6,QX-BWS-767,3,unit,21.22,63.66,
S-102058,7,QX-PRO-873,1,unit,4.27,4.27,
S-102058,8,QX-PET-131,1,unit,3.80,3.80,
S-102058,9,QX-DRY-284,2,unit,6.66,13.32,
S-102059,1,QX-PET-532,3,unit,4.83,14.49,
S-102059,2,QX-CHL-807,2,unit,5.49,10.98,
S-102059,3,QX-PRO-131,1,unit,4.79,4.79,
S-102059,4,QX-PET-916,3,unit,4.77,14.31,
S-102059,5,QX-BWS-492,1,unit,26.72,26.72,
S-102059,6,QX-PRO-182,1.459,kg,1.03,1.50,
S-102059,7,QX-FRZ-735,1,unit,3.40,3.40,
S-102059,8,QX-CER-270,3,unit,3.84,11.52,
S-102059,9,QX-BWS-894,3,unit,22.53,67.59,
S-102059,10,QX-HBC-798,3,unit,4.67,14.01,
S-102059,11,QX-TIN-032,3,unit,0.95,2.85,
S-102060,1,QX-HBC-194,2,unit,1.87,3.74,
S-102060,2,QX-FRZ-080,2,unit,3.83,7.66,
S-102060,3,QX-HBC-265,2,unit,9.35,18.70,
S-102060,4,QX-HBC-332,2,unit,3.79,7.58,
S-102060,5,QX-HBC-082,2,unit,4.78,9.56,
S-102060,6,QX-TIN-951,2,unit,1.36,2.72,
S-102060,7,QX-BWS-675,2,unit,5.27,10.54,
S-102060,8,QX-PET-967,2,unit,3.95,7.90,
S-102060,9,QX-BAK-874,2,unit,2.59,5.18,
S-102060,10,QX-HBC-828,2,unit,5.10,10.20,
S-102060,11,QX-TIN-118,3,unit,0.95,2.85,
S-102060,12,QX-HBC-234,3,unit,14.16,42.48,PRM-022
S-102060,13,QX-FRZ-774,1,unit,6.94,6.94,
S-102060,14,QX-HHD-392,2,unit,10.05,20.10,
S-102060,15,QX-FRZ-743,2,unit,3.12,6.24,
S-102060,16,QX-HHD-141,2,unit,11.96,23.92,
S-102061,1,QX-PET-540,1,unit,9.96,9.96,
S-102061,2,QX-TIN-656,1,unit,1.98,1.98,
S-102061,3,QX-HHD-249,3,unit,5.55,16.65,
S-102061,4,QX-PET-983,1,unit,2.01,2.01,
S-102061,5,QX-HBC-911,2,unit,10.98,21.96,
S-102061,6,QX-CER-987,1,unit,2.15,2.15,
S-102061,7,QX-CER-264,2,unit,3.93,7.86,
S-102061,8,QX-PRO-306,2.116,kg,3.78,8.00,
S-102061,9,QX-CHL-924,2,unit,5.90,11.80,
S-102061,10,QX-HBC-740,1,unit,2.58,2.58,
S-102061,11,QX-HBC-148,1,unit,14.18,14.18,
S-102061,12,QX-PET-908,2,unit,4.12,8.24,
S-102061,13,QX-HHD-286,3,unit,6.79,20.37,
S-102061,14,QX-BWS-334,2,unit,25.26,50.52,PRM-045
S-102062,1,QX-FRZ-249,2,unit,3.15,6.30,
S-102062,2,QX-HHD-667,1,unit,7.99,7.99,
S-102063,1,QX-TIN-671,2,unit,1.21,2.42,PRM-035
S-102063,2,QX-HHD-168,2,unit,2.56,5.12,
S-102064,1,QX-TIN-278,2,unit,1.29,2.58,
S-102064,2,QX-CER-800,2,unit,4.56,9.12,
S-102064,3,QX-DRK-600,2,unit,6.18,12.36,
S-102064,4,QX-BAK-287,1.242,kg,6.07,7.54,
S-102064,5,QX-FRZ-249,1,unit,3.15,3.15,
S-102064,6,QX-CHL-207,3,unit,2.94,8.82,PRM-022
S-102064,7,QX-HHD-833,2,unit,5.79,11.58,
S-102064,8,QX-DRK-817,1,unit,5.42,5.42,
S-102064,9,QX-BWS-641,2,unit,4.92,9.84,
S-102064,10,QX-HBC-800,2,unit,4.30,8.60,
S-102064,11,QX-FRZ-330,2,unit,8.24,16.48,
S-102064,12,QX-BWS-224,1,unit,9.28,9.28,PRM-051
S-102064,13,QX-HBC-981,2,unit,5.42,10.84,
S-102064,14,QX-HHD-086,2,unit,4.22,8.44,
S-102064,15,QX-CHL-438,2,unit,5.82,11.64,
S-102064,16,QX-DRK-363,1,unit,5.48,5.48,
S-102064,17,QX-BAK-140,1,unit,3.96,3.96,
S-102064,18,QX-DRK-628,2,unit,2.79,5.58,
S-102064,19,QX-DRK-085,2,unit,3.55,7.10,PRM-016
S-102065,1,QX-PRO-861,1,unit,5.36,5.36,
S-102065,2,QX-DRY-544,2,unit,6.62,13.24,
S-102065,3,QX-DRK-590,1,unit,1.19,1.19,
S-102065,4,QX-PET-212,1,unit,2.05,2.05,
S-102065,5,QX-BAK-761,3,unit,0.70,2.10,
S-102065,6,QX-PRO-200,2,unit,2.89,5.78,
S-102065,7,QX-PRO-157,0.486,kg,2.57,1.25,
S-102065,8,QX-HBC-800,3,unit,4.30,12.90,
S-102065,9,QX-FRZ-440,2,unit,3.02,6.04,
S-102065,10,QX-HBC-265,1,unit,9.35,9.35,
S-102065,11,QX-HHD-117,3,unit,10.78,32.34,
S-102066,1,QX-DRY-843,1,unit,3.34,3.34,
S-102066,2,QX-BAK-427,1,unit,2.09,2.09,
S-102066,3,QX-TIN-548,2,unit,0.65,1.30,
S-102066,4,QX-FRZ-593,2,unit,7.15,14.30,
S-102066,5,QX-HBC-636,2,unit,6.00,12.00,
S-102066,6,QX-BAK-581,0.684,kg,8.63,5.90,
S-102066,7,QX-BWS-492,1,unit,26.72,26.72,
S-102067,1,QX-DRY-502,3,unit,3.33,9.99,
S-102067,2,QX-BAK-965,2,unit,1.84,3.68,
S-102067,3,QX-FRZ-253,3,unit,6.93,20.79,
S-102067,4,QX-DRK-834,2,unit,3.23,6.46,
S-102068,1,QX-BWS-366,2,unit,15.92,31.84,
S-102068,2,QX-FRZ-161,2,unit,6.69,13.38,
S-102068,3,QX-PRO-685,2,unit,1.93,3.86,PRM-004
S-102068,4,QX-DRY-266,1,unit,5.14,5.14,
S-102068,5,QX-DRK-720,2,unit,3.46,6.92,PRM-035
S-102068,6,QX-CHL-924,2,unit,5.90,11.80,
S-102068,7,QX-FRZ-014,2,unit,2.79,5.58,
S-102068,8,QX-CER-337,1,unit,3.09,3.09,
S-102068,9,QX-HHD-450,3,unit,2.10,6.30,
S-102069,1,QX-HBC-393,3,unit,13.42,40.26,
S-102070,1,QX-FRZ-569,3,unit,1.99,5.97,PRM-012
S-102070,2,QX-BAK-604,2,unit,1.34,2.68,
S-102070,3,QX-HHD-203,2,unit,11.07,22.14,
S-102071,1,QX-PET-991,2,unit,6.62,13.24,
S-102071,2,QX-HHD-225,2,unit,6.58,13.16,
S-102071,3,QX-DRK-076,2,unit,4.02,8.04,
S-102071,4,QX-DRY-258,3,unit,2.84,8.52,
S-102072,1,QX-BAK-512,2,unit,2.63,5.26,
S-102072,2,QX-PRO-596,0.497,kg,2.09,1.04,
S-102072,3,QX-FRZ-709,1,unit,1.73,1.73,
S-102072,4,QX-HBC-691,1,unit,11.92,11.92,
S-102073,1,QX-TIN-365,3,unit,0.75,2.25,
S-102073,2,QX-CHL-358,1,unit,2.81,2.81,
S-102074,1,QX-CHL-963,2,unit,1.51,3.02,
S-102074,2,QX-CER-434,2,unit,4.34,8.68,PRM-010
S-102074,3,QX-DRK-716,1,unit,1.30,1.30,PRM-035
S-102074,4,QX-BAK-913,0.176,kg,6.44,1.13,
S-102074,5,QX-CHL-586,0.9,kg,21.52,19.37,
S-102075,1,QX-PET-356,3,unit,6.51,19.53,
S-102076,1,QX-BWS-611,2,unit,8.52,17.04,
S-102077,1,QX-HBC-307,2,unit,10.13,20.26,
S-102078,1,QX-PRO-944,1,unit,3.94,3.94,
S-102079,1,QX-HBC-401,2,unit,5.71,11.42,
S-102080,1,QX-BWS-900,2,unit,33.45,66.90,
S-102080,2,QX-CHL-638,2,unit,3.38,6.76,PRM-002
S-102080,3,QX-DRY-913,3,unit,5.32,15.96,
S-102080,4,QX-BAK-447,2,unit,1.69,3.38,PRM-038
S-102080,5,QX-TIN-542,1,unit,2.44,2.44,
S-102080,6,QX-PET-510,1,unit,2.76,2.76,
S-102080,7,QX-BWS-252,3,unit,23.86,71.58,
S-102081,1,QX-FRZ-646,3,unit,5.52,16.56,
S-102082,1,QX-BWS-838,2,unit,13.06,26.12,
S-102083,1,QX-CHL-891,1.254,kg,7.92,9.93,
S-102083,2,QX-CHL-107,3,unit,4.58,13.74,
S-102083,3,QX-FRZ-869,2,unit,4.97,9.94,
S-102083,4,QX-CER-417,2,unit,3.33,6.66,
S-102083,5,QX-CHL-136,2,unit,3.99,7.98,
S-102083,6,QX-PRO-303,1.702,kg,2.53,4.31,
S-102083,7,QX-PRO-039,3,unit,5.15,15.45,
S-102083,8,QX-PET-269,1,unit,9.15,9.15,
S-102083,9,QX-CER-866,3,unit,4.22,12.66,
S-102083,10,QX-PET-540,3,unit,9.96,29.88,
S-102083,11,QX-BAK-184,0.419,kg,6.84,2.87,
S-102083,12,QX-BWS-372,2,unit,15.21,30.42,
S-102083,13,QX-DRK-302,2,unit,3.34,6.68,
S-102083,14,QX-BAK-703,3,unit,3.42,10.26,
S-102084,1,QX-FRZ-030,1,unit,8.42,8.42,
S-102084,2,QX-TIN-137,2,unit,2.06,4.12,
S-102084,3,QX-HBC-868,2,unit,9.72,19.44,
S-102084,4,QX-BWS-326,3,unit,13.59,40.77,
S-102084,5,QX-BAK-834,3,unit,1.13,3.39,
S-102084,6,QX-HBC-782,3,unit,2.40,7.20,
S-102084,7,QX-FRZ-306,1,unit,4.36,4.36,
S-102084,8,QX-CHL-343,3,unit,6.48,19.44,
S-102085,1,QX-FRZ-359,2,unit,6.94,13.88,
S-102086,1,QX-FRZ-500,1,unit,2.96,2.96,
S-102086,2,QX-DRY-416,1,unit,2.08,2.08,
S-102086,3,QX-BAK-188,1,unit,2.22,2.22,
S-102086,4,QX-DRY-201,1,unit,4.30,4.30,
S-102086,5,QX-PET-448,2,unit,10.27,20.54,
S-102086,6,QX-DRK-095,2,unit,2.70,5.40,
S-102086,7,QX-PRO-739,1.119,kg,3.29,3.68,
S-102086,8,QX-FRZ-754,2,unit,1.51,3.02,
S-102086,9,QX-DRY-193,2,unit,4.42,8.84,
S-102086,10,QX-PRO-341,0.293,kg,2.96,0.87,
S-102086,11,QX-FRZ-225,1,unit,6.90,6.90,
S-102086,12,QX-HBC-729,2,unit,12.40,24.80,
S-102086,13,QX-FRZ-743,2,unit,3.12,6.24,
S-102086,14,QX-BWS-918,1,unit,27.10,27.10,
S-102086,15,QX-CER-520,3,unit,1.83,5.49,
S-102086,16,QX-FRZ-571,2,unit,4.14,8.28,
S-102086,17,QX-BWS-237,2,unit,17.35,34.70,
S-102087,1,QX-HBC-407,1,unit,11.33,11.33,
S-102087,2,QX-HHD-380,3,unit,8.12,24.36,
S-102087,3,QX-HHD-551,3,unit,10.59,31.77,
S-102087,4,QX-BWS-292,2,unit,7.73,15.46,
S-102087,5,QX-TIN-477,1,unit,1.69,1.69,
S-102087,6,QX-FRZ-643,2,unit,6.85,13.70,
S-102087,7,QX-HBC-828,3,unit,5.10,15.30,
S-102088,1,QX-CER-044,2,unit,4.76,9.52,
S-102088,2,QX-DRY-215,1,unit,1.29,1.29,
S-102088,3,QX-PET-071,1,unit,4.30,4.30,
S-102088,4,QX-PET-123,3,unit,2.47,7.41,
S-102088,5,QX-BWS-327,2,unit,16.15,32.30,
S-102089,1,QX-PET-269,2,unit,9.15,18.30,PRM-048
S-102089,2,QX-FRZ-385,2,unit,2.24,4.48,
S-102089,3,QX-CHL-233,0.647,kg,18.39,11.90,
S-102089,4,QX-BAK-715,3,unit,2.52,7.56,
S-102089,5,QX-FRZ-495,1,unit,2.49,2.49,
S-102089,6,QX-FRZ-096,1,unit,2.73,2.73,
S-102089,7,QX-DRK-670,2,unit,6.35,12.70,
S-102089,8,QX-TIN-276,3,unit,2.20,6.60,
S-102089,9,QX-DRK-376,3,unit,2.62,7.86,
S-102089,10,QX-CER-466,2,unit,4.16,8.32,
S-102089,11,QX-DRY-610,1,unit,3.32,3.32,PRM-050
S-102089,12,QX-HHD-096,2,unit,6.25,12.50,
S-102089,13,QX-BAK-297,1.297,kg,7.76,10.06,
S-102089,14,QX-PET-410,2,unit,6.71,13.42,
S-102090,1,QX-DRY-871,3,unit,1.66,4.98,PRM-063
S-102090,2,QX-FRZ-237,2,unit,8.22,16.44,
S-102090,3,QX-TIN-045,3,unit,1.05,3.15,
S-102090,4,QX-CER-825,3,unit,3.90,11.70,
S-102091,1,QX-HBC-067,3,unit,1.45,4.35,PRM-030
S-102091,2,QX-CHL-354,2,unit,2.90,5.80,
S-102092,1,QX-TIN-750,1,unit,2.87,2.87,
S-102092,2,QX-HBC-844,2,unit,3.13,6.26,
S-102092,3,QX-FRZ-535,2,unit,3.44,6.88,
S-102093,1,QX-PET-192,2,unit,4.86,9.72,
S-102093,2,QX-BWS-940,1,unit,10.06,10.06,
S-102093,3,QX-BAK-538,2,unit,1.94,3.88,
S-102093,4,QX-DRK-113,1,unit,3.92,3.92,
S-102093,5,QX-DRY-441,3,unit,3.02,9.06,PRM-054
S-102093,6,QX-TIN-345,3,unit,0.50,1.50,
S-102093,7,QX-TIN-177,1,unit,0.55,0.55,
S-102093,8,QX-HBC-732,2,unit,13.93,27.86,PRM-021
S-102093,9,QX-CHL-332,1,unit,7.89,7.89,
S-102093,10,QX-DRK-823,1,unit,4.81,4.81,
S-102093,11,QX-HHD-551,2,unit,10.59,21.18,
S-102093,12,QX-BAK-538,2,unit,1.94,3.88,
S-102094,1,QX-CER-819,2,unit,2.78,5.56,
S-102094,2,QX-FRZ-907,2,unit,7.00,14.00,
S-102094,3,QX-PET-668,1,unit,3.32,3.32,
S-102094,4,QX-BWS-831,1,unit,35.20,35.20,PRM-025
S-102095,1,QX-TIN-029,2,unit,2.81,5.62,
S-102095,2,QX-DRK-378,3,unit,1.92,5.76,
S-102095,3,QX-BWS-343,2,unit,25.00,50.00,
S-102096,1,QX-HBC-729,1,unit,12.40,12.40,
S-102096,2,QX-TIN-631,3,unit,2.68,8.04,
S-102096,3,QX-CHL-541,0.701,kg,20.70,14.51,
S-102096,4,QX-HBC-082,2,unit,4.78,9.56,
S-102096,5,QX-DRK-164,1,unit,3.15,3.15,
S-102096,6,QX-BWS-246,2,unit,26.62,53.24,
S-102096,7,QX-PRO-944,1,unit,3.94,3.94,
S-102096,8,QX-BAK-666,2,unit,2.20,4.40,
S-102097,1,QX-CHL-669,1.339,kg,14.30,19.15,
S-102097,2,QX-HBC-194,3,unit,1.87,5.61,
S-102097,3,QX-HHD-550,2,unit,11.91,23.82,
S-102097,4,QX-PET-234,2,unit,1.83,3.66,
S-102097,5,QX-DRK-420,2,unit,0.65,1.30,
S-102097,6,QX-CER-791,2,unit,2.41,4.82,
S-102097,7,QX-PET-532,2,unit,4.83,9.66,
S-102098,1,QX-FRZ-330,2,unit,8.24,16.48,
S-102098,2,QX-PRO-978,2,unit,4.38,8.76,
S-102098,3,QX-PET-497,2,unit,1.42,2.84,
S-102098,4,QX-CHL-952,2,unit,5.35,10.70,
S-102098,5,QX-CHL-807,1,unit,5.49,5.49,
S-102098,6,QX-PET-200,1,unit,4.66,4.66,
S-102098,7,QX-FRZ-435,3,unit,8.31,24.93,
S-102098,8,QX-CER-041,3,unit,4.25,12.75,
S-102098,9,QX-DRY-476,3,unit,5.27,15.81,
S-102098,10,QX-HHD-394,2,unit,5.66,11.32,
S-102098,11,QX-BWS-232,2,unit,34.22,68.44,
S-102099,1,QX-HHD-069,2,unit,2.13,4.26,
S-102099,2,QX-CHL-874,1,unit,4.15,4.15,
S-102099,3,QX-TIN-210,3,unit,0.75,2.25,
S-102099,4,QX-DRY-851,3,unit,1.78,5.34,
S-102099,5,QX-CHL-753,2,unit,3.69,7.38,
S-102100,1,QX-HBC-240,1,unit,6.80,6.80,
S-102100,2,QX-BAK-400,1,unit,3.78,3.78,PRM-056
S-102100,3,QX-CHL-669,2.05,kg,14.30,29.32,
S-102100,4,QX-BWS-032,1,unit,12.04,12.04,
S-102100,5,QX-DRK-279,3,unit,5.32,15.96,
S-102100,6,QX-TIN-140,2,unit,2.33,4.66,
S-102100,7,QX-TIN-649,3,unit,2.70,8.10,PRM-052
S-102101,1,QX-CER-933,1,unit,1.25,1.25,
S-102101,2,QX-CER-251,2,unit,1.88,3.76,
S-102101,3,QX-TIN-970,3,unit,1.19,3.57,
S-102101,4,QX-BWS-783,3,unit,5.11,15.33,
S-102102,1,QX-DRK-342,3,unit,1.41,4.23,
S-102102,2,QX-CHL-242,1.306,kg,15.04,19.64,
S-102102,3,QX-DRK-374,1,unit,5.64,5.64,
S-102102,4,QX-HBC-376,3,unit,5.31,15.93,
S-102102,5,QX-PET-206,3,unit,8.38,25.14,
S-102102,6,QX-DRK-827,2,unit,1.28,2.56,
S-102102,7,QX-BWS-945,3,unit,26.79,80.37,PRM-025
S-102102,8,QX-FRZ-495,3,unit,2.49,7.47,PRM-048
S-102103,1,QX-DRY-506,1,unit,5.53,5.53,
S-102103,2,QX-CER-840,2,unit,4.03,8.06,
S-102103,3,QX-DRK-943,2,unit,6.42,12.84,
S-102103,4,QX-HBC-284,2,unit,14.04,28.08,
S-102103,5,QX-PET-234,2,unit,1.83,3.66,
S-102103,6,QX-PET-010,3,unit,10.71,32.13,
S-102103,7,QX-CHL-254,3,unit,4.21,12.63,
S-102103,8,QX-DRY-792,2,unit,4.31,8.62,
S-102103,9,QX-PRO-632,2,unit,3.56,7.12,
S-102103,10,QX-DRY-452,1,unit,6.15,6.15,
S-102103,11,QX-BWS-658,1,unit,32.43,32.43,
S-102103,12,QX-PRO-146,2,unit,4.46,8.92,
S-102104,1,QX-HHD-229,2,unit,10.96,21.92,
S-102104,2,QX-DRY-014,1,unit,5.97,5.97,
S-102104,3,QX-TIN-753,2,unit,1.69,3.38,
S-102104,4,QX-PET-065,2,unit,8.04,16.08,
S-102105,1,QX-DRY-030,2,unit,2.45,4.90,PRM-017
S-102106,1,QX-FRZ-523,3,unit,8.45,25.35,
S-102106,2,QX-DRY-871,1,unit,1.66,1.66,
S-102106,3,QX-BAK-216,3,unit,1.73,5.19,
S-102106,4,QX-FRZ-981,1,unit,4.07,4.07,
S-102106,5,QX-DRY-193,3,unit,4.42,13.26,
S-102106,6,QX-CHL-254,2,unit,4.21,8.42,
S-102106,7,QX-DRY-416,2,unit,2.08,4.16,
S-102106,8,QX-DRY-075,2,unit,7.13,14.26,
S-102106,9,QX-HBC-332,2,unit,3.79,7.58,
S-102106,10,QX-BAK-188,3,unit,2.22,6.66,
S-102106,11,QX-TIN-148,1,unit,1.87,1.87,PRM-063
S-102106,12,QX-HHD-247,3,unit,9.68,29.04,
S-102106,13,QX-PET-123,3,unit,2.47,7.41,
S-102107,1,QX-PET-416,1,unit,4.30,4.30,
S-102108,1,QX-PRO-660,2.093,kg,1.35,2.83,
S-102108,2,QX-DRK-098,3,unit,4.61,13.83,
S-102108,3,QX-BAK-975,3,unit,3.74,11.22,
S-102108,4,QX-PET-991,1,unit,6.62,6.62,
S-102108,5,QX-HBC-803,3,unit,13.84,41.52,
S-102109,1,QX-HHD-225,3,unit,6.58,19.74,
S-102109,2,QX-DRY-636,2,unit,3.78,7.56,
S-102109,3,QX-PET-776,1,unit,7.80,7.80,
S-102109,4,QX-TIN-008,3,unit,1.81,5.43,
S-102109,5,QX-BWS-534,2,unit,36.01,72.02,
S-102110,1,QX-DRY-282,3,unit,6.12,18.36,
S-102111,1,QX-HHD-119,2,unit,2.98,5.96,PRM-022
S-102111,2,QX-DRY-189,1,unit,5.54,5.54,
S-102111,3,QX-DRK-338,1,unit,4.45,4.45,
S-102111,4,QX-DRK-560,1,unit,5.75,5.75,
S-102111,5,QX-CHL-561,1,unit,5.60,5.60,
S-102111,6,QX-HBC-187,2,unit,13.61,27.22,
S-102111,7,QX-FRZ-421,2,unit,6.56,13.12,
S-102111,8,QX-CHL-147,2,unit,8.29,16.58,
S-102111,9,QX-CHL-952,2,unit,5.35,10.70,
S-102111,10,QX-HBC-490,2,unit,2.48,4.96,
S-102111,11,QX-DRY-365,3,unit,5.72,17.16,
S-102111,12,QX-CHL-359,3,unit,6.61,19.83,
S-102112,1,QX-DRK-032,2,unit,4.02,8.04,
S-102112,2,QX-CHL-753,3,unit,3.69,11.07,
S-102112,3,QX-TIN-332,1,unit,1.59,1.59,
S-102112,4,QX-HBC-082,3,unit,4.78,14.34,
S-102112,5,QX-PRO-562,0.868,kg,3.26,2.83,
S-102112,6,QX-FRZ-734,2,unit,8.19,16.38,
S-102113,1,QX-DRK-115,2,unit,0.85,1.70,
S-102113,2,QX-PRO-191,1,unit,2.73,2.73,
S-102113,3,QX-FRZ-966,1,unit,4.16,4.16,
S-102113,4,QX-TIN-068,1,unit,0.70,0.70,
S-102113,5,QX-DRY-075,2,unit,7.13,14.26,PRM-016
S-102113,6,QX-BWS-649,2,unit,12.16,24.32,
S-102113,7,QX-DRY-184,3,unit,1.90,5.70,
S-102113,8,QX-TIN-175,1,unit,1.25,1.25,
S-102113,9,QX-BAK-659,2,unit,1.02,2.04,
S-102113,10,QX-BAK-834,2,unit,1.13,2.26,
S-102113,11,QX-CHL-846,2,unit,4.79,9.58,
S-102113,12,QX-FRZ-846,1,unit,8.45,8.45,
S-102113,13,QX-TIN-177,2,unit,0.55,1.10,PRM-052
S-102113,14,QX-PRO-726,3,unit,5.33,15.99,
S-102113,15,QX-BWS-627,1,unit,32.71,32.71,PRM-029
