sku,zone_id,price,effective_from
QX-CHL-465,PZ-METRO,9.84,2026-01-10
QX-CHL-465,PZ-URBAN,8.98,2025-10-13
QX-CHL-465,PZ-CORE,8.63,2026-01-04
QX-CHL-465,PZ-VALUE,8.11,2026-01-13
QX-CHL-465,PZ-REMOTE,9.41,2025-11-05
QX-CER-466,PZ-METRO,4.74,2025-10-27
QX-CER-466,PZ-URBAN,4.33,2026-01-22
QX-CER-466,PZ-CORE,4.16,2026-02-16
QX-CER-466,PZ-VALUE,3.91,2025-10-29
QX-CER-466,PZ-REMOTE,4.53,2025-11-08
QX-PET-467,PZ-METRO,1.36,2025-11-01
QX-PET-467,PZ-URBAN,1.24,2025-10-10
QX-PET-467,PZ-CORE,1.19,2026-01-08
QX-PET-467,PZ-VALUE,1.12,2026-03-02
QX-PET-467,PZ-REMOTE,1.30,2026-02-28
QX-DRK-468,PZ-METRO,5.43,2026-01-20
QX-DRK-468,PZ-URBAN,4.95,2026-02-11
QX-DRK-468,PZ-CORE,4.76,2026-03-19
QX-DRK-468,PZ-VALUE,4.47,2026-03-07
QX-DRK-468,PZ-REMOTE,5.19,2025-09-26
QX-PRO-469,PZ-METRO,2.45,2025-11-26
QX-PRO-469,PZ-URBAN,2.24,2025-10-12
QX-PRO-469,PZ-CORE,2.15,2025-11-13
QX-PRO-469,PZ-VALUE,2.02,2025-11-14
QX-PRO-469,PZ-REMOTE,2.34,2025-11-21
QX-HHD-470,PZ-METRO,3.04,2025-09-28
QX-HHD-470,PZ-URBAN,2.78,2025-12-16
QX-HHD-470,PZ-CORE,2.67,2026-03-18
QX-HHD-470,PZ-VALUE,2.51,2026-02-09
QX-HHD-470,PZ-REMOTE,2.91,2026-01-12
QX-CER-471,PZ-METRO,1.72,2025-09-17
QX-CER-471,PZ-URBAN,1.57,2026-03-08
QX-CER-471,PZ-CORE,1.51,2025-12-08
QX-CER-471,PZ-VALUE,1.42,2025-11-30
QX-CER-471,PZ-REMOTE,1.65,2025-11-25
QX-CER-472,PZ-METRO,2.35,2025-12-01
QX-CER-472,PZ-URBAN,2.14,2025-11-29
QX-CER-472,PZ-CORE,2.06,2025-10-01
QX-CER-472,PZ-VALUE,1.94,2025-12-12
QX-CER-472,PZ-REMOTE,2.25,2026-02-20
QX-PET-473,PZ-METRO,7.08,2026-01-19
QX-PET-473,PZ-URBAN,6.46,2025-12-27
QX-PET-473,PZ-CORE,6.21,2026-03-08
QX-PET-473,PZ-VALUE,5.84,2026-03-06
QX-PET-473,PZ-REMOTE,6.77,2026-03-04
QX-CER-474,PZ-METRO,2.49,2025-10-11
QX-CER-474,PZ-URBAN,2.27,2025-12-08
QX-CER-474,PZ-CORE,2.18,2026-01-05
QX-CER-474,PZ-VALUE,2.05,2025-12-04
QX-CER-474,PZ-REMOTE,2.38,2026-03-19
QX-FRZ-475,PZ-METRO,6.27,2026-03-13
QX-FRZ-475,PZ-URBAN,5.72,2025-10-19
QX-FRZ-475,PZ-CORE,5.50,2025-10-09
QX-FRZ-475,PZ-VALUE,5.17,2025-09-29
QX-FRZ-475,PZ-REMOTE,6.00,2026-01-25
QX-DRY-476,PZ-METRO,6.01,2026-03-06
QX-DRY-476,PZ-URBAN,5.48,2025-11-03
QX-DRY-476,PZ-CORE,5.27,2026-03-17
QX-DRY-476,PZ-VALUE,4.95,2025-11-30
QX-DRY-476,PZ-REMOTE,5.74,2025-10-14
QX-TIN-477,PZ-METRO,1.93,2026-02-18
QX-TIN-477,PZ-URBAN,1.76,2025-11-26
QX-TIN-477,PZ-CORE,1.69,2026-01-17
QX-TIN-477,PZ-VALUE,1.59,2025-11-26
QX-TIN-477,PZ-REMOTE,1.84,2026-01-04
QX-PRO-478,PZ-METRO,1.40,2026-03-07
QX-PRO-478,PZ-URBAN,1.28,2025-11-18
QX-PRO-478,PZ-CORE,1.23,2025-11-24
QX-PRO-478,PZ-VALUE,1.16,2026-02-10
QX-PRO-478,PZ-REMOTE,1.34,2025-10-02
QX-BWS-479,PZ-METRO,24.33,2025-11-15
QX-BWS-479,PZ-URBAN,22.19,2025-12-18
QX-BWS-479,PZ-CORE,21.34,2026-03-21
QX-BWS-479,PZ-VALUE,20.06,2025-10-30
QX-BWS-479,PZ-REMOTE,23.26,2026-01-22
QX-CER-480,PZ-METRO,4.14,2025-12-28
QX-CER-480,PZ-URBAN,3.78,2026-01-03
QX-CER-480,PZ-CORE,3.63,2026-01-20
QX-CER-480,PZ-VALUE,3.41,2026-01-25
QX-CER-480,PZ-REMOTE,3.96,2025-09-19
QX-BWS-481,PZ-METRO,24.02,2025-09-23
QX-BWS-481,PZ-URBAN,21.91,2026-02-07
QX-BWS-481,PZ-CORE,21.07,2025-11-20
QX-BWS-481,PZ-VALUE,19.81,2025-10-05
QX-BWS-481,PZ-REMOTE,22.97,2026-01-24
QX-PRO-482,PZ-METRO,1.04,2026-02-11
QX-PRO-482,PZ-URBAN,0.95,2026-02-15
QX-PRO-482,PZ-CORE,0.90,2025-11-07
QX-PRO-482,PZ-VALUE,0.85,2025-12-17
QX-PRO-482,PZ-REMOTE,1.00,2026-01-14
QX-CHL-483,PZ-METRO,23.10,2025-10-26
QX-CHL-483,PZ-URBAN,21.07,2026-01-13
QX-CHL-483,PZ-CORE,20.26,2025-12-12
QX-CHL-483,PZ-VALUE,19.04,2025-09-21
QX-CHL-483,PZ-REMOTE,22.08,2025-10-27
QX-PRO-484,PZ-METRO,5.51,2026-02-21
QX-PRO-484,PZ-URBAN,5.02,2026-01-24
QX-PRO-484,PZ-CORE,4.83,2026-01-07
QX-PRO-484,PZ-VALUE,4.54,2026-01-17
QX-PRO-484,PZ-REMOTE,5.26,2025-09-14
QX-PRO-485,PZ-METRO,4.87,2025-12-02
QX-PRO-485,PZ-URBAN,4.44,2025-11-15
QX-PRO-485,PZ-CORE,4.27,2026-01-30
QX-PRO-485,PZ-VALUE,4.01,2025-09-25
QX-PRO-485,PZ-REMOTE,4.65,2026-02-05
QX-BWS-486,PZ-METRO,6.11,2025-09-14
QX-BWS-486,PZ-URBAN,5.57,2026-01-30
QX-BWS-486,PZ-CORE,5.36,2026-03-06
QX-BWS-486,PZ-VALUE,5.04,2026-02-24
QX-BWS-486,PZ-REMOTE,5.84,2025-11-28
QX-PRO-487,PZ-METRO,4.70,2025-11-16
QX-PRO-487,PZ-URBAN,4.28,2026-03-11
QX-PRO-487,PZ-CORE,4.12,2025-10-25
QX-PRO-487,PZ-VALUE,3.87,2025-11-16
QX-PRO-487,PZ-REMOTE,4.49,2025-12-21
QX-BAK-488,PZ-METRO,1.17,2025-10-23
QX-BAK-488,PZ-URBAN,1.07,2025-10-20
QX-BAK-488,PZ-CORE,1.03,2026-02-04
QX-BAK-488,PZ-VALUE,0.95,2026-01-21
QX-BAK-488,PZ-REMOTE,1.12,2025-09-15
QX-DRY-489,PZ-METRO,3.42,2026-03-03
QX-DRY-489,PZ-URBAN,3.12,2025-09-16
QX-DRY-489,PZ-CORE,3.00,2025-11-17
QX-DRY-489,PZ-VALUE,2.82,2026-02-07
QX-DRY-489,PZ-REMOTE,3.27,2025-12-18
QX-HBC-490,PZ-METRO,2.83,2026-02-18
QX-HBC-490,PZ-URBAN,2.58,2026-03-19
QX-HBC-490,PZ-CORE,2.48,2025-11-12
QX-HBC-490,PZ-VALUE,2.33,2025-09-24
QX-HBC-490,PZ-REMOTE,2.70,2026-01-12
QX-DRY-491,PZ-METRO,3.14,2025-10-31
QX-DRY-491,PZ-URBAN,2.86,2025-12-25
QX-DRY-491,PZ-CORE,2.75,2026-01-24
QX-DRY-491,PZ-VALUE,2.59,2026-02-01
QX-DRY-491,PZ-REMOTE,3.00,2025-11-02
QX-BWS-492,PZ-METRO,30.46,2026-01-25
QX-BWS-492,PZ-URBAN,27.79,2026-01-30
QX-BWS-492,PZ-CORE,26.72,2026-02-01
QX-BWS-492,PZ-VALUE,25.12,2025-12-08
QX-BWS-492,PZ-REMOTE,29.12,2025-09-30
QX-TIN-493,PZ-METRO,2.21,2025-12-24
QX-TIN-493,PZ-URBAN,2.02,2026-02-19
QX-TIN-493,PZ-CORE,1.94,2025-10-31
QX-TIN-493,PZ-VALUE,1.82,2025-11-08
QX-TIN-493,PZ-REMOTE,2.11,2025-11-27
QX-BAK-494,PZ-METRO,7.60,2025-12-30
QX-BAK-494,PZ-URBAN,6.94,2026-01-18
QX-BAK-494,PZ-CORE,6.67,2025-09-22
QX-BAK-494,PZ-VALUE,6.27,2025-10-10
QX-BAK-494,PZ-REMOTE,7.27,2026-02-13
QX-CER-495,PZ-METRO,4.55,2025-10-19
QX-CER-495,PZ-URBAN,4.15,2026-03-09
QX-CER-495,PZ-CORE,3.99,2026-01-03
QX-CER-495,PZ-VALUE,3.75,2025-11-19
QX-CER-495,PZ-REMOTE,4.35,2025-10-13
QX-BWS-496,PZ-METRO,38.47,2025-11-21
QX-BWS-496,PZ-URBAN,35.10,2025-10-21
QX-BWS-496,PZ-CORE,33.75,2026-01-13
QX-BWS-496,PZ-VALUE,31.73,2025-11-16
QX-BWS-496,PZ-REMOTE,36.79,2026-02-13
QX-BAK-497,PZ-METRO,2.27,2025-10-07
QX-BAK-497,PZ-URBAN,2.07,2025-12-11
QX-BAK-497,PZ-CORE,1.99,2025-10-13
QX-BAK-497,PZ-VALUE,1.87,2026-01-20
QX-BAK-497,PZ-REMOTE,2.17,2025-11-21
QX-DRY-498,PZ-METRO,7.72,2025-12-14
QX-DRY-498,PZ-URBAN,7.04,2025-11-17
QX-DRY-498,PZ-CORE,6.77,2026-03-07
QX-DRY-498,PZ-VALUE,6.36,2025-11-28
QX-DRY-498,PZ-REMOTE,7.38,2026-03-09
QX-DRY-499,PZ-METRO,5.30,2026-02-21
QX-DRY-499,PZ-URBAN,4.84,2026-01-19
QX-DRY-499,PZ-CORE,4.65,2026-03-05
QX-DRY-499,PZ-VALUE,4.37,2026-01-18
QX-DRY-499,PZ-REMOTE,5.07,2025-12-04
QX-CHL-500,PZ-METRO,13.53,2026-03-09
QX-CHL-500,PZ-URBAN,12.34,2026-01-31
QX-CHL-500,PZ-CORE,11.87,2025-12-14
QX-CHL-500,PZ-VALUE,11.16,2025-11-10
QX-CHL-500,PZ-REMOTE,12.94,2025-09-30
QX-HBC-501,PZ-METRO,5.48,2025-11-01
QX-HBC-501,PZ-URBAN,5.00,2025-09-21
QX-HBC-501,PZ-CORE,4.81,2026-01-16
QX-HBC-501,PZ-VALUE,4.52,2025-12-07
QX-HBC-501,PZ-REMOTE,5.24,2026-02-18
QX-DRY-502,PZ-METRO,3.80,2025-10-09
QX-DRY-502,PZ-URBAN,3.46,2026-01-05
QX-DRY-502,PZ-CORE,3.33,2026-02-09
QX-DRY-502,PZ-VALUE,3.13,2026-02-17
QX-DRY-502,PZ-REMOTE,3.63,2026-01-02
QX-CHL-503,PZ-METRO,25.00,2026-01-09
QX-CHL-503,PZ-URBAN,22.81,2026-01-23
QX-CHL-503,PZ-CORE,21.93,2025-10-06
QX-CHL-503,PZ-VALUE,20.61,2025-12-20
QX-CHL-503,PZ-REMOTE,23.90,2025-12-25
QX-DRY-504,PZ-METRO,1.56,2025-11-24
QX-DRY-504,PZ-URBAN,1.42,2025-12-25
QX-DRY-504,PZ-CORE,1.37,2026-03-08
QX-DRY-504,PZ-VALUE,1.29,2025-10-22
QX-DRY-504,PZ-REMOTE,1.49,2025-12-01
QX-BWS-505,PZ-METRO,27.50,2025-12-23
QX-BWS-505,PZ-URBAN,25.08,2026-03-16
QX-BWS-505,PZ-CORE,24.12,2026-02-11
QX-BWS-505,PZ-VALUE,22.67,2025-10-27
QX-BWS-505,PZ-REMOTE,26.29,2026-03-16
QX-DRY-506,PZ-METRO,6.30,2026-01-18
QX-DRY-506,PZ-URBAN,5.75,2026-01-03
QX-DRY-506,PZ-CORE,5.53,2026-03-02
QX-DRY-506,PZ-VALUE,5.20,2026-03-08
QX-DRY-506,PZ-REMOTE,6.03,2026-03-03
QX-PET-507,PZ-METRO,11.70,2025-12-14
QX-PET-507,PZ-URBAN,10.67,2026-01-21
QX-PET-507,PZ-CORE,10.26,2026-01-11
QX-PET-507,PZ-VALUE,9.64,2026-03-06
QX-PET-507,PZ-REMOTE,11.18,2026-02-12
QX-HHD-508,PZ-METRO,1.12,2025-12-17
QX-HHD-508,PZ-URBAN,1.02,2026-01-19
QX-HHD-508,PZ-CORE,1.00,2026-03-03
QX-HHD-508,PZ-VALUE,0.90,2025-10-15
QX-HHD-508,PZ-REMOTE,1.07,2026-02-27
QX-DRY-509,PZ-METRO,4.62,2025-10-10
QX-DRY-509,PZ-URBAN,4.21,2026-01-03
QX-DRY-509,PZ-CORE,4.05,2025-12-12
QX-DRY-509,PZ-VALUE,3.81,2025-12-16
QX-DRY-509,PZ-REMOTE,4.41,2026-02-21
QX-PET-510,PZ-METRO,3.15,2025-10-29
QX-PET-510,PZ-URBAN,2.87,2025-12-08
QX-PET-510,PZ-CORE,2.76,2026-03-08
QX-PET-510,PZ-VALUE,2.59,2025-11-03
QX-PET-510,PZ-REMOTE,3.01,2026-01-04
QX-HHD-511,PZ-METRO,13.58,2026-01-08
QX-HHD-511,PZ-URBAN,12.39,2026-03-06
QX-HHD-511,PZ-CORE,11.91,2025-10-12
QX-HHD-511,PZ-VALUE,11.20,2026-01-06
QX-HHD-511,PZ-REMOTE,12.98,2026-02-24
QX-BAK-512,PZ-METRO,3.00,2025-11-14
QX-BAK-512,PZ-URBAN,2.74,2026-01-31
QX-BAK-512,PZ-CORE,2.63,2026-02-28
QX-BAK-512,PZ-VALUE,2.47,2025-10-04
QX-BAK-512,PZ-REMOTE,2.87,2026-02-27
QX-DRK-513,PZ-METRO,3.32,2025-12-10
QX-DRK-513,PZ-URBAN,3.03,2025-12-28
QX-DRK-513,PZ-CORE,2.91,2026-02-01
QX-DRK-513,PZ-VALUE,2.74,2026-02-22
QX-DRK-513,PZ-REMOTE,3.17,2025-10-01
QX-CER-514,PZ-METRO,3.52,2026-03-02
QX-CER-514,PZ-URBAN,3.21,2026-02-03
QX-CER-514,PZ-CORE,3.09,2025-11-24
QX-CER-514,PZ-VALUE,2.90,2025-12-29
QX-CER-514,PZ-REMOTE,3.37,2026-03-02
QX-PET-515,PZ-METRO,1.57,2025-12-04
QX-PET-515,PZ-URBAN,1.44,2025-11-20
QX-PET-515,PZ-CORE,1.38,2025-10-20
QX-PET-515,PZ-VALUE,1.30,2025-09-22
QX-PET-515,PZ-REMOTE,1.50,2025-10-06
QX-HHD-516,PZ-METRO,5.97,2025-11-01
QX-HHD-516,PZ-URBAN,5.45,2026-02-02
QX-HHD-516,PZ-CORE,5.24,2025-10-23
QX-HHD-516,PZ-VALUE,4.93,2026-01-19
QX-HHD-516,PZ-REMOTE,5.71,2025-12-02
QX-BAK-517,PZ-METRO,3.06,2026-03-06
QX-BAK-517,PZ-URBAN,2.79,2025-12-29
QX-BAK-517,PZ-CORE,2.68,2026-02-14
QX-BAK-517,PZ-VALUE,2.52,2026-01-17
QX-BAK-517,PZ-REMOTE,2.92,2026-01-21
QX-CER-518,PZ-METRO,3.72,2025-09-16
QX-CER-518,PZ-URBAN,3.39,2025-10-13
QX-CER-518,PZ-CORE,3.26,2026-03-05
QX-CER-518,PZ-VALUE,3.06,2026-01-23
QX-CER-518,PZ-REMOTE,3.55,2025-12-31
QX-BAK-519,PZ-METRO,4.85,2025-10-28
QX-BAK-519,PZ-URBAN,4.42,2026-03-03
QX-BAK-519,PZ-CORE,4.25,2026-03-08
QX-BAK-519,PZ-VALUE,3.99,2025-10-17
QX-BAK-519,PZ-REMOTE,4.63,2025-11-28
QX-CER-520,PZ-METRO,2.09,2025-10-06
QX-CER-520,PZ-URBAN,1.90,2025-10-11
QX-CER-520,PZ-CORE,1.83,2025-11-07
QX-CER-520,PZ-VALUE,1.72,2026-02-06
QX-CER-520,PZ-REMOTE,1.99,2025-12-18
QX-DRK-521,PZ-METRO,6.83,2026-02-10
QX-DRK-521,PZ-URBAN,6.23,2025-11-26
QX-DRK-521,PZ-CORE,5.99,2025-09-14
QX-DRK-521,PZ-VALUE,5.63,2026-02-18
QX-DRK-521,PZ-REMOTE,6.53,2026-01-25
QX-CER-522,PZ-METRO,1.41,2026-03-18
QX-CER-522,PZ-URBAN,1.29,2025-11-09
QX-CER-522,PZ-CORE,1.24,2026-01-13
QX-CER-522,PZ-VALUE,1.17,2026-03-13
QX-CER-522,PZ-REMOTE,1.35,2025-12-01
QX-FRZ-523,PZ-METRO,9.63,2025-10-30
QX-FRZ-523,PZ-URBAN,8.79,2025-10-11
QX-FRZ-523,PZ-CORE,8.45,2025-11-28
QX-FRZ-523,PZ-VALUE,7.94,2026-02-15
QX-FRZ-523,PZ-REMOTE,9.21,2026-01-27
QX-DRY-524,PZ-METRO,1.37,2025-09-18
QX-DRY-524,PZ-URBAN,1.25,2026-01-19
QX-DRY-524,PZ-CORE,1.20,2026-01-24
QX-DRY-524,PZ-VALUE,1.13,2025-09-20
QX-DRY-524,PZ-REMOTE,1.31,2025-10-14
QX-TIN-525,PZ-METRO,2.07,2026-01-27
QX-TIN-525,PZ-URBAN,1.89,2025-12-09
QX-TIN-525,PZ-CORE,1.82,2026-03-05
QX-TIN-525,PZ-VALUE,1.71,2026-03-07
QX-TIN-525,PZ-REMOTE,1.98,2025-10-05
QX-DRY-526,PZ-METRO,1.32,2025-09-21
QX-DRY-526,PZ-URBAN,1.21,2025-10-10
QX-DRY-526,PZ-CORE,1.16,2025-12-31
QX-DRY-526,PZ-VALUE,1.09,2025-09-22
QX-DRY-526,PZ-REMOTE,1.26,2025-09-28
QX-PRO-527,PZ-METRO,1.56,2025-10-31
QX-PRO-527,PZ-URBAN,1.42,2026-01-20
QX-PRO-527,PZ-CORE,1.37,2026-02-20
QX-PRO-527,PZ-VALUE,1.29,2026-02-04
QX-PRO-527,PZ-REMOTE,1.49,2025-11-10
QX-PRO-528,PZ-METRO,4.53,2025-10-02
QX-PRO-528,PZ-URBAN,4.13,2026-02-19
QX-PRO-528,PZ-CORE,3.97,2025-10-21
QX-PRO-528,PZ-VALUE,3.73,2025-11-06
QX-PRO-528,PZ-REMOTE,4.33,2025-12-14
QX-PET-529,PZ-METRO,3.73,2026-03-19
QX-PET-529,PZ-URBAN,3.40,2025-09-17
QX-PET-529,PZ-CORE,3.27,2025-12-19
QX-PET-529,PZ-VALUE,3.07,2025-10-09
QX-PET-529,PZ-REMOTE,3.56,2026-01-29
QX-FRZ-530,PZ-METRO,1.79,2026-02-05
QX-FRZ-530,PZ-URBAN,1.63,2025-10-05
QX-FRZ-530,PZ-CORE,1.57,2025-09-19
QX-FRZ-530,PZ-VALUE,1.48,2026-03-17
QX-FRZ-530,PZ-REMOTE,1.71,2025-10-08
QX-PRO-531,PZ-METRO,3.14,2026-02-19
QX-PRO-531,PZ-URBAN,2.86,2025-10-08
QX-PRO-531,PZ-CORE,2.75,2025-09-18
QX-PRO-531,PZ-VALUE,2.59,2026-03-01
QX-PRO-531,PZ-REMOTE,3.00,2025-12-09
QX-PET-532,PZ-METRO,5.51,2026-01-25
QX-PET-532,PZ-URBAN,5.02,2026-02-14
QX-PET-532,PZ-CORE,4.83,2025-12-03
QX-PET-532,PZ-VALUE,4.54,2025-11-18
QX-PET-532,PZ-REMOTE,5.26,2026-03-07
QX-CHL-533,PZ-METRO,2.92,2025-10-03
QX-CHL-533,PZ-URBAN,2.66,2025-09-25
QX-CHL-533,PZ-CORE,2.56,2025-12-25
QX-CHL-533,PZ-VALUE,2.41,2025-12-28
QX-CHL-533,PZ-REMOTE,2.79,2026-03-06
QX-BWS-534,PZ-METRO,41.05,2025-10-10
QX-BWS-534,PZ-URBAN,37.45,2025-12-27
QX-BWS-534,PZ-CORE,36.01,2025-10-23
QX-BWS-534,PZ-VALUE,33.85,2026-02-12
QX-BWS-534,PZ-REMOTE,39.25,2026-01-16
QX-DRY-535,PZ-METRO,4.66,2026-03-10
QX-DRY-535,PZ-URBAN,4.25,2025-11-15
QX-DRY-535,PZ-CORE,4.09,2025-10-12
QX-DRY-535,PZ-VALUE,3.84,2025-10-13
QX-DRY-535,PZ-REMOTE,4.46,2026-01-19
QX-DRY-536,PZ-METRO,3.45,2025-11-23
QX-DRY-536,PZ-URBAN,3.15,2025-10-20
QX-DRY-536,PZ-CORE,3.03,2025-11-03
QX-DRY-536,PZ-VALUE,2.85,2025-10-11
QX-DRY-536,PZ-REMOTE,3.30,2025-10-31
QX-DRK-537,PZ-METRO,7.01,2025-12-19
QX-DRK-537,PZ-URBAN,6.40,2026-03-15
QX-DRK-537,PZ-CORE,6.15,2025-09-25
QX-DRK-537,PZ-VALUE,5.78,2025-11-01
QX-DRK-537,PZ-REMOTE,6.70,2025-09-23
QX-TIN-538,PZ-METRO,2.17,2025-10-29
QX-TIN-538,PZ-URBAN,1.98,2025-12-23
QX-TIN-538,PZ-CORE,1.90,2026-02-04
QX-TIN-538,PZ-VALUE,1.79,2025-10-24
QX-TIN-538,PZ-REMOTE,2.07,2026-02-09
QX-PRO-539,PZ-METRO,5.52,2025-11-01
QX-PRO-539,PZ-URBAN,5.03,2025-09-17
QX-PRO-539,PZ-CORE,4.84,2025-12-19
QX-PRO-539,PZ-VALUE,4.55,2025-10-07
QX-PRO-539,PZ-REMOTE,5.28,2026-01-31
QX-PET-540,PZ-METRO,11.35,2026-01-03
QX-PET-540,PZ-URBAN,10.36,2026-01-20
QX-PET-540,PZ-CORE,9.96,2025-10-24
QX-PET-540,PZ-VALUE,9.36,2025-11-23
QX-PET-540,PZ-REMOTE,10.86,2025-10-29
QX-DRY-541,PZ-METRO,4.04,2025-12-31
QX-DRY-541,PZ-URBAN,3.68,2025-10-23
QX-DRY-541,PZ-CORE,3.54,2025-12-28
QX-DRY-541,PZ-VALUE,3.33,2026-01-02
QX-DRY-541,PZ-REMOTE,3.86,2026-03-11
QX-TIN-542,PZ-METRO,2.78,2025-10-30
QX-TIN-542,PZ-URBAN,2.54,2025-12-24
QX-TIN-542,PZ-CORE,2.44,2025-11-18
QX-TIN-542,PZ-VALUE,2.29,2025-10-04
QX-TIN-542,PZ-REMOTE,2.66,2026-01-21
QX-BWS-543,PZ-METRO,13.22,2025-09-29
QX-BWS-543,PZ-URBAN,12.06,2026-02-26
QX-BWS-543,PZ-CORE,11.60,2026-02-13
QX-BWS-543,PZ-VALUE,10.90,2025-11-20
QX-BWS-543,PZ-REMOTE,12.64,2026-03-10
QX-DRK-544,PZ-METRO,3.47,2025-12-22
QX-DRK-544,PZ-URBAN,3.16,2026-03-03
QX-DRK-544,PZ-CORE,3.04,2025-10-11
QX-DRK-544,PZ-VALUE,2.86,2025-11-21
QX-DRK-544,PZ-REMOTE,3.31,2025-12-09
QX-FRZ-545,PZ-METRO,1.45,2025-12-03
QX-FRZ-545,PZ-URBAN,1.32,2025-10-27
QX-FRZ-545,PZ-CORE,1.27,2026-03-07
QX-FRZ-545,PZ-VALUE,1.19,2025-11-29
QX-FRZ-545,PZ-REMOTE,1.38,2026-03-14
QX-BAK-546,PZ-METRO,4.75,2025-10-07
QX-BAK-546,PZ-URBAN,4.34,2026-02-14
QX-BAK-546,PZ-CORE,4.17,2025-09-23
QX-BAK-546,PZ-VALUE,3.92,2025-10-01
QX-BAK-546,PZ-REMOTE,4.55,2025-11-03
QX-DRK-547,PZ-METRO,7.20,2025-09-15
QX-DRK-547,PZ-URBAN,6.57,2026-01-27
QX-DRK-547,PZ-CORE,6.32,2026-01-03
QX-DRK-547,PZ-VALUE,5.94,2025-10-04
QX-DRK-547,PZ-REMOTE,6.89,2025-12-02
QX-HBC-548,PZ-METRO,11.59,2025-12-25
QX-HBC-548,PZ-URBAN,10.58,2026-03-17
QX-HBC-548,PZ-CORE,10.17,2026-03-03
QX-HBC-548,PZ-VALUE,9.56,2026-02-11
QX-HBC-548,PZ-REMOTE,11.09,2025-12-22
QX-DRY-549,PZ-METRO,4.16,2026-02-12
QX-DRY-549,PZ-URBAN,3.80,2025-12-04
QX-DRY-549,PZ-CORE,3.65,2026-02-08
QX-DRY-549,PZ-VALUE,3.43,2025-10-04
QX-DRY-549,PZ-REMOTE,3.98,2025-12-21
QX-HHD-550,PZ-METRO,13.58,2026-03-08
QX-HHD-550,PZ-URBAN,12.39,2026-02-10
QX-HHD-550,PZ-CORE,11.91,2025-11-15
QX-HHD-550,PZ-VALUE,11.20,2025-10-07
QX-HHD-550,PZ-REMOTE,12.98,2026-02-01
QX-HBC-551,PZ-METRO,3.37,2026-02-09
QX-HBC-551,PZ-URBAN,3.08,2026-02-07
QX-HBC-551,PZ-CORE,2.96,2025-10-03
QX-HBC-551,PZ-VALUE,2.78,2026-03-07
QX-HBC-551,PZ-REMOTE,3.23,2026-01-31
QX-CER-552,PZ-METRO,5.20,2026-03-11
QX-CER-552,PZ-URBAN,4.74,2025-09-23
QX-CER-552,PZ-CORE,4.56,2025-12-15
QX-CER-552,PZ-VALUE,4.29,2026-01-01
QX-CER-552,PZ-REMOTE,4.97,2026-02-05
QX-BAK-553,PZ-METRO,4.09,2026-01-18
QX-BAK-553,PZ-URBAN,3.73,2025-09-15
QX-BAK-553,PZ-CORE,3.59,2025-12-13
QX-BAK-553,PZ-VALUE,3.37,2025-11-02
QX-BAK-553,PZ-REMOTE,3.91,2026-02-09
QX-FRZ-554,PZ-METRO,9.31,2025-11-02
QX-FRZ-554,PZ-URBAN,8.50,2026-01-27
QX-FRZ-554,PZ-CORE,8.17,2025-11-03
QX-FRZ-554,PZ-VALUE,7.68,2025-09-23
QX-FRZ-554,PZ-REMOTE,8.91,2025-10-23
QX-DRK-555,PZ-METRO,0.90,2026-03-06
QX-DRK-555,PZ-URBAN,0.80,2025-10-19
QX-DRK-555,PZ-CORE,0.80,2026-02-04
QX-DRK-555,PZ-VALUE,0.75,2026-02-25
QX-DRK-555,PZ-REMOTE,0.85,2025-12-22
QX-TIN-556,PZ-METRO,0.65,2025-12-20
QX-TIN-556,PZ-URBAN,0.60,2026-01-13
QX-TIN-556,PZ-CORE,0.55,2025-12-02
QX-TIN-556,PZ-VALUE,0.55,2025-12-23
QX-TIN-556,PZ-REMOTE,0.60,2025-10-23
QX-BWS-557,PZ-METRO,19.84,2025-10-03
QX-BWS-557,PZ-URBAN,18.10,2025-12-11
QX-BWS-557,PZ-CORE,17.40,2025-12-27
QX-BWS-557,PZ-VALUE,16.36,2025-11-09
QX-BWS-557,PZ-REMOTE,18.97,2025-10-08
QX-HHD-558,PZ-METRO,4.86,2025-10-06
QX-HHD-558,PZ-URBAN,4.43,2025-11-24
QX-HHD-558,PZ-CORE,4.26,2025-09-30
QX-HHD-558,PZ-VALUE,4.00,2025-12-06
QX-HHD-558,PZ-REMOTE,4.64,2026-03-20
QX-BAK-559,PZ-METRO,6.66,2026-02-28
QX-BAK-559,PZ-URBAN,6.07,2026-01-25
QX-BAK-559,PZ-CORE,5.84,2025-10-08
QX-BAK-559,PZ-VALUE,5.49,2025-10-18
QX-BAK-559,PZ-REMOTE,6.37,2026-02-19
QX-TIN-560,PZ-METRO,2.44,2026-03-22
QX-TIN-560,PZ-URBAN,2.23,2025-12-22
QX-TIN-560,PZ-CORE,2.14,2026-01-10
QX-TIN-560,PZ-VALUE,2.01,2026-03-22
QX-TIN-560,PZ-REMOTE,2.33,2025-12-21
QX-CHL-561,PZ-METRO,6.38,2025-11-27
QX-CHL-561,PZ-URBAN,5.82,2025-09-19
QX-CHL-561,PZ-CORE,5.60,2026-01-02
QX-CHL-561,PZ-VALUE,5.26,2026-01-29
QX-CHL-561,PZ-REMOTE,6.10,2026-02-11
QX-CHL-562,PZ-METRO,18.27,2025-09-17
QX-CHL-562,PZ-URBAN,16.67,2025-10-09
QX-CHL-562,PZ-CORE,16.03,2025-10-28
