sku,name,category,unit,list_price,sold_by,brand_tier,own_label,kvi,commodity_id,origin_country_id,made_in_house,chilled
QX-HBC-725,"Original Juice","Health and beauty","6 pack",13.93,each,core,true,false,CMD-PLM,BR,false,false
QX-PRO-726,"Rounds Cleaner","Produce","per kg",0.94,kg,core,true,false,CMD-DSL,BR,false,true
QX-FRZ-727,"Harvest Juice","Frozen","400 g",8.19,each,branded,false,false,CMD-DRY,BR,false,true
QX-DRK-728,"Hearty Yoghurt","Drinks","500 g",5.90,each,branded,false,true,CMD-SUN,MA,false,false
QX-HHD-729,"Rounds Cleaner","Household","6 pack",7.45,each,branded,false,false,CMD-BRD,BR,false,false
QX-BAK-730,"Selection Pasta","Bakery","400 g",1.51,each,branded,false,false,CMD-WHT,BR,false,false
QX-BWS-731,"Hearty Biscuits","Beer wine spirits","2 L",21.54,each,value,true,false,CMD-GAS,CR,false,false
QX-BAK-732,"Orchard Loaf","Bakery","750 g",4.05,each,branded,false,false,CMD-WHT,BR,false,false
QX-HBC-733,"Bites Shampoo","Health and beauty","1 kg",2.58,each,value,true,false,CMD-PLM,BR,false,false
QX-CER-734,"Everyday Flakes","Cereal","750 g",3.02,each,core,true,false,CMD-WHT,BR,false,false
QX-PRO-735,"Classic Loaf","Produce","per kg",3.97,kg,value,true,false,CMD-DSL,BR,false,true
QX-DRK-736,"Simple Juice","Drinks","250 g",6.06,each,core,true,false,CMD-SUN,BR,false,false
QX-DRK-737,"Hearty Shampoo","Drinks","6 pack",2.15,each,finest,true,false,CMD-SUN,CR,false,false
QX-FRZ-738,"Crunch Beans","Frozen","500 ml",5.42,each,core,true,false,CMD-DRY,BR,true,true
QX-CHL-739,"Simple Pasta","Chilled","400 g",3.40,each,branded,false,false,CMD-DRY,BR,false,true
QX-CHL-740,"Choice Yoghurt","Chilled","per kg",6.06,kg,branded,false,false,CMD-DRY,ES,false,true
QX-HHD-741,"Hearty Apples","Household","2 L",10.58,each,value,true,true,CMD-BRD,NL,false,false
QX-CHL-742,"Crisp Cleaner","Chilled","per kg",16.56,kg,branded,false,false,CMD-DRY,BR,false,true
QX-BWS-743,"Rounds Biscuits","Beer wine spirits","1 kg",37.92,each,branded,false,false,CMD-GAS,BR,false,false
QX-PRO-744,"Bites Sauce","Produce","per kg",2.57,kg,finest,true,false,CMD-DSL,BR,true,true
QX-BAK-745,"Choice Sauce","Bakery","400 g",2.92,each,core,true,false,CMD-WHT,BR,false,false
QX-CHL-746,"Crisp Sauce","Chilled","400 g",3.69,each,branded,false,false,CMD-DRY,BR,false,true
QX-BWS-747,"Classic Loaf","Beer wine spirits","250 g",25.44,each,branded,false,false,CMD-GAS,CR,false,false
QX-BWS-748,"Meadow Rice","Beer wine spirits","1 L",26.24,each,branded,false,false,CMD-GAS,BR,false,false
QX-FRZ-749,"Harvest Rice","Frozen","500 g",6.28,each,value,true,false,CMD-DRY,BR,false,true
QX-CER-750,"Orchard Peas","Cereal","250 g",3.18,each,core,true,false,CMD-WHT,BR,false,false
QX-DRY-751,"Simple Tea","Dry goods","400 g",4.29,each,branded,false,false,CMD-WHT,BR,false,false
QX-CHL-752,"Harvest Peas","Chilled","per kg",6.49,kg,core,true,false,CMD-DRY,CR,false,true
QX-BWS-753,"Everyday Flakes","Beer wine spirits","500 g",7.08,each,branded,false,false,CMD-GAS,DK,false,false
QX-PRO-754,"Cottage Peas","Produce","per kg",2.01,kg,finest,true,false,CMD-DSL,BR,false,true
QX-DRK-755,"Meadow Apples","Drinks","2 L",5.31,each,finest,true,false,CMD-SUN,NL,true,false
QX-CHL-756,"Cottage Pasta","Chilled","1 L",5.97,each,value,true,false,CMD-DRY,BR,false,true
QX-HHD-757,"Harvest Flakes","Household","500 g",11.66,each,branded,false,false,CMD-BRD,BR,false,false
QX-BWS-758,"Rounds Chicken","Beer wine spirits","500 ml",36.12,each,branded,false,false,CMD-GAS,KE,false,false
QX-HHD-759,"Selection Loaf","Household","6 pack",3.00,each,branded,false,false,CMD-BRD,BR,false,false
QX-DRY-760,"Bites Sauce","Dry goods","2 L",1.80,each,branded,false,false,CMD-WHT,MA,false,false
QX-TIN-761,"Orchard Cleaner","Tinned","2 L",0.51,each,branded,false,false,CMD-ALU,BZ,false,false
QX-DRY-762,"Bites Sauce","Dry goods","6 pack",2.53,each,value,true,false,CMD-WHT,GH,true,false
QX-CER-763,"Rounds Sauce","Cereal","250 g",1.66,each,value,true,false,CMD-WHT,GH,false,false
QX-FRZ-764,"Cottage Apples","Frozen","6 pack",6.83,each,branded,false,false,CMD-DRY,BR,false,true
QX-BWS-765,"Hearty Sauce","Beer wine spirits","1 kg",7.77,each,branded,false,false,CMD-GAS,NL,false,false
QX-PRO-766,"Simple Chicken","Produce","500 ml",4.48,each,branded,false,false,CMD-DSL,BR,false,true
QX-BAK-767,"Original Tea","Bakery","per kg",3.96,kg,value,true,false,CMD-WHT,BR,true,false
QX-BAK-768,"Fresh Apples","Bakery","per kg",4.59,kg,branded,false,false,CMD-WHT,BR,false,false
QX-PET-769,"Choice Sauce","Pet","6 pack",7.80,each,branded,false,false,CMD-WHT,KE,false,false
QX-CER-770,"Crisp Peas","Cereal","2 L",2.38,each,core,true,false,CMD-WHT,BR,true,false
QX-BWS-771,"Harvest Chicken","Beer wine spirits","750 g",24.11,each,finest,true,false,CMD-GAS,CR,false,false
QX-HBC-772,"Classic Pasta","Health and beauty","750 g",6.13,each,value,true,false,CMD-PLM,BR,false,false
QX-CER-773,"Crunch Tea","Cereal","1 kg",2.76,each,core,true,false,CMD-WHT,BR,false,false
QX-CER-774,"Reserve Flakes","Cereal","750 g",2.35,each,branded,false,true,CMD-WHT,KE,false,false
QX-CHL-775,"Golden Sauce","Chilled","400 g",4.95,each,branded,false,true,CMD-DRY,BR,false,true
QX-HHD-776,"Cottage Shampoo","Household","1 kg",1.73,each,branded,false,true,CMD-BRD,BR,false,false
QX-CHL-777,"Crunch Rice","Chilled","per kg",17.19,kg,branded,false,false,CMD-DRY,BR,false,true
QX-PRO-778,"Classic Cleaner","Produce","2 L",3.42,each,branded,false,false,CMD-DSL,ES,false,true
QX-HBC-779,"Crunch Coffee","Health and beauty","400 g",5.44,each,branded,false,false,CMD-PLM,CR,false,false
QX-PET-780,"Reserve Shampoo","Pet","250 g",3.28,each,value,true,false,CMD-WHT,BR,false,false
QX-DRY-781,"Classic Cleaner","Dry goods","6 pack",2.29,each,finest,true,false,CMD-WHT,DK,true,false
QX-PRO-782,"Fresh Chicken","Produce","per kg",3.59,kg,branded,false,false,CMD-DSL,KE,false,true
QX-PET-783,"Selection Juice","Pet","750 g",5.00,each,branded,false,false,CMD-WHT,BR,false,false
QX-CER-784,"Selection Yoghurt","Cereal","500 g",2.41,each,finest,true,false,CMD-WHT,DK,false,false
QX-CHL-785,"Reserve Yoghurt","Chilled","500 g",4.63,each,branded,false,false,CMD-DRY,BR,false,true
QX-HBC-786,"Cottage Pasta","Health and beauty","2 L",12.20,each,branded,false,false,CMD-PLM,BR,false,false
QX-BAK-787,"Selection Cleaner","Bakery","500 g",3.96,each,branded,false,false,CMD-WHT,BR,false,false
QX-HHD-788,"Everyday Tea","Household","750 g",5.91,each,core,true,true,CMD-BRD,PL,false,false
QX-DRK-789,"Reserve Shampoo","Drinks","750 g",0.90,each,branded,false,false,CMD-SUN,BR,false,false
QX-HHD-790,"Bites Cleaner","Household","500 ml",4.75,each,branded,false,false,CMD-BRD,BR,false,false
QX-HBC-791,"Simple Apples","Health and beauty","1 L",4.67,each,branded,false,false,CMD-PLM,BR,false,false
QX-FRZ-792,"Hearty Loaf","Frozen","2 L",8.27,each,core,true,false,CMD-DRY,BR,true,true
QX-CER-793,"Simple Sauce","Cereal","2 L",4.56,each,branded,false,false,CMD-WHT,BR,false,false
QX-DRK-794,"Crisp Cheese","Drinks","250 g",3.89,each,value,true,false,CMD-SUN,BR,false,false
QX-FRZ-795,"Bites Chicken","Frozen","500 g",5.41,each,core,true,false,CMD-DRY,KE,false,true
QX-HBC-796,"Hearty Tea","Health and beauty","250 g",13.84,each,value,true,false,CMD-PLM,BR,false,false
QX-DRK-797,"Everyday Rice","Drinks","2 L",3.10,each,branded,false,false,CMD-SUN,BR,false,false
QX-HHD-798,"Crunch Rice","Household","2 L",11.49,each,branded,false,false,CMD-BRD,CR,false,false
QX-FRZ-799,"Meadow Biscuits","Frozen","500 ml",1.96,each,branded,false,false,CMD-DRY,BR,false,true
QX-CHL-800,"Selection Juice","Chilled","2 L",5.49,each,core,true,true,CMD-DRY,BR,false,true
QX-PET-801,"Crunch Butter","Pet","250 g",1.29,each,branded,false,false,CMD-WHT,BR,false,false
QX-BAK-802,"Meadow Apples","Bakery","per kg",7.70,kg,branded,false,false,CMD-WHT,GH,false,false
QX-TIN-803,"Harvest Cheese","Tinned","750 g",0.94,each,branded,false,false,CMD-ALU,KE,false,false
QX-HBC-804,"Hearty Shampoo","Health and beauty","250 g",7.01,each,branded,false,false,CMD-PLM,BR,false,false
QX-PET-805,"Selection Cleaner","Pet","400 g",8.74,each,finest,true,false,CMD-WHT,BR,false,false
QX-FRZ-806,"Rounds Cheese","Frozen","250 g",4.09,each,branded,false,false,CMD-DRY,BR,false,true
QX-DRK-807,"Meadow Pasta","Drinks","400 g",2.91,each,branded,false,false,CMD-SUN,VN,false,false
QX-CHL-808,"Selection Beans","Chilled","1 L",3.89,each,core,true,false,CMD-DRY,BR,false,true
QX-FRZ-809,"Rounds Tea","Frozen","400 g",2.55,each,finest,true,true,CMD-DRY,BR,false,true
QX-DRK-810,"Bites Chicken","Drinks","1 L",5.42,each,branded,false,false,CMD-SUN,BR,false,false
QX-DRY-811,"Rounds Beans","Dry goods","400 g",3.29,each,core,true,false,CMD-WHT,BR,false,false
QX-CER-812,"Meadow Apples","Cereal","750 g",2.78,each,branded,false,false,CMD-WHT,BZ,false,false
QX-HHD-813,"Orchard Sauce","Household","6 pack",6.00,each,branded,false,false,CMD-BRD,BR,false,false
QX-HHD-814,"Selection Biscuits","Household","750 g",8.11,each,branded,false,false,CMD-BRD,BR,false,false
QX-DRK-815,"Selection Rice","Drinks","6 pack",3.57,each,core,true,true,CMD-SUN,NL,false,false
QX-BWS-816,"Crisp Shampoo","Beer wine spirits","2 L",19.86,each,branded,false,false,CMD-GAS,BR,false,false
QX-PRO-817,"Rounds Pasta","Produce","per kg",1.23,kg,value,true,false,CMD-DSL,BR,false,true
QX-CER-818,"Hearty Cheese","Cereal","250 g",3.90,each,branded,false,false,CMD-WHT,BR,false,false
QX-TIN-819,"Crunch Coffee","Tinned","1 L",1.24,each,branded,false,false,CMD-ALU,BZ,false,false
QX-HHD-820,"Orchard Butter","Household","750 g",4.50,each,branded,false,false,CMD-BRD,DK,false,false
QX-CER-821,"Hearty Biscuits","Cereal","1 L",4.71,each,core,true,false,CMD-WHT,KE,true,false
QX-PRO-822,"Selection Cleaner","Produce","per kg",2.57,kg,branded,false,false,CMD-DSL,KE,false,true
QX-BAK-823,"Cottage Coffee","Bakery","per kg",8.54,kg,finest,true,true,CMD-WHT,BR,false,false
QX-BWS-824,"Bites Biscuits","Beer wine spirits","500 ml",35.20,each,value,true,false,CMD-GAS,BR,false,false
QX-BWS-825,"Simple Sauce","Beer wine spirits","400 g",19.51,each,branded,false,true,CMD-GAS,PL,false,false
QX-HHD-826,"Crunch Beans","Household","1 L",5.79,each,branded,false,false,CMD-BRD,BR,false,false
QX-BAK-827,"Classic Cheese","Bakery","2 L",1.13,each,finest,true,false,CMD-WHT,BR,false,false
QX-DRY-828,"Crisp Yoghurt","Dry goods","500 ml",1.51,each,core,true,false,CMD-WHT,VN,false,false
QX-BWS-829,"Fresh Chicken","Beer wine spirits","1 L",27.20,each,branded,false,false,CMD-GAS,BR,false,false
QX-BAK-830,"Everyday Pasta","Bakery","1 kg",0.83,each,branded,false,false,CMD-WHT,BR,false,false
QX-PET-831,"Cottage Juice","Pet","2 L",2.94,each,branded,false,false,CMD-WHT,VN,false,false
QX-BWS-832,"Cottage Chicken","Beer wine spirits","400 g",10.62,each,branded,false,false,CMD-GAS,BR,false,false
QX-CER-833,"Selection Shampoo","Cereal","400 g",4.03,each,core,true,false,CMD-WHT,BR,false,false
QX-PET-834,"Fresh Shampoo","Pet","500 g",9.62,each,branded,false,false,CMD-WHT,ES,false,false
QX-BWS-835,"Choice Sauce","Beer wine spirits","250 g",25.57,each,value,true,false,CMD-GAS,MA,false,false
QX-DRY-836,"Cottage Butter","Dry goods","750 g",3.34,each,branded,false,false,CMD-WHT,KE,false,false
QX-HHD-837,"Cottage Apples","Household","500 ml",3.67,each,value,true,false,CMD-BRD,BR,false,false
QX-PRO-838,"Everyday Apples","Produce","per kg",3.95,kg,core,true,false,CMD-DSL,DK,false,true
QX-FRZ-839,"Everyday Cheese","Frozen","2 L",8.45,each,core,true,false,CMD-DRY,BR,false,true
QX-DRK-840,"Choice Chicken","Drinks","500 g",5.73,each,value,true,false,CMD-SUN,BR,false,false
QX-PRO-841,"Simple Chicken","Produce","400 g",3.74,each,core,true,false,CMD-DSL,BR,false,true
QX-BAK-842,"Cottage Biscuits","Bakery","per kg",3.34,kg,core,true,false,CMD-WHT,MA,false,false
QX-CER-843,"Simple Cheese","Cereal","500 ml",1.21,each,core,true,false,CMD-WHT,BR,false,false
QX-BAK-844,"Harvest Tea","Bakery","per kg",5.91,kg,core,true,false,CMD-WHT,BR,false,false
QX-DRK-845,"Bites Butter","Drinks","2 L",4.54,each,value,true,false,CMD-SUN,BR,false,false
QX-TIN-846,"Selection Rice","Tinned","500 g",0.90,each,branded,false,true,CMD-ALU,VN,false,false
QX-PRO-847,"Meadow Juice","Produce","400 g",0.58,each,core,true,false,CMD-DSL,BR,false,true
QX-HHD-848,"Selection Sauce","Household","250 g",7.42,each,branded,false,false,CMD-BRD,BR,false,false
QX-TIN-849,"Classic Butter","Tinned","400 g",2.07,each,branded,false,false,CMD-ALU,BR,false,false
QX-CHL-850,"Hearty Rice","Chilled","6 pack",6.21,each,branded,false,false,CMD-DRY,MA,false,true
QX-PET-851,"Meadow Peas","Pet","2 L",7.84,each,branded,false,false,CMD-WHT,BR,false,false
QX-HHD-852,"Choice Cheese","Household","1 kg",3.65,each,value,true,false,CMD-BRD,BR,false,false
QX-TIN-853,"Everyday Yoghurt","Tinned","750 g",1.59,each,finest,true,false,CMD-ALU,BR,false,false
QX-TIN-854,"Orchard Chicken","Tinned","2 L",1.03,each,branded,false,false,CMD-ALU,BR,false,false
QX-PET-855,"Reserve Beans","Pet","6 pack",1.38,each,branded,false,false,CMD-WHT,BR,false,false
QX-DRK-856,"Harvest Pasta","Drinks","750 g",4.80,each,branded,false,true,CMD-SUN,PL,false,false
QX-BAK-857,"Cottage Biscuits","Bakery","per kg",3.83,kg,branded,false,false,CMD-WHT,BR,false,false
QX-DRY-858,"Meadow Tea","Dry goods","400 g",2.62,each,branded,false,false,CMD-WHT,BR,false,false
QX-DRY-859,"Rounds Sauce","Dry goods","500 ml",3.55,each,core,true,false,CMD-WHT,BR,false,false
QX-HHD-860,"Fresh Tea","Household","1 kg",4.48,each,value,true,false,CMD-BRD,BZ,false,false
QX-CHL-861,"Reserve Shampoo","Chilled","per kg",12.11,kg,core,true,false,CMD-DRY,BR,false,true
QX-CER-862,"Everyday Tea","Cereal","400 g",1.63,each,finest,true,true,CMD-WHT,BR,false,false
QX-PRO-863,"Rounds Flakes","Produce","500 ml",0.79,each,branded,false,false,CMD-DSL,CR,false,true
QX-DRY-864,"Crisp Pasta","Dry goods","500 ml",1.66,each,finest,true,false,CMD-WHT,BR,false,false
QX-CER-865,"Selection Butter","Cereal","2 L",2.95,each,branded,false,false,CMD-WHT,BR,false,false
QX-PRO-866,"Classic Sauce","Produce","6 pack",4.27,each,branded,false,false,CMD-DSL,BR,false,true
QX-BAK-867,"Orchard Coffee","Bakery","500 ml",2.59,each,core,true,false,CMD-WHT,BR,false,false
QX-TIN-868,"Everyday Juice","Tinned","400 g",0.90,each,finest,true,false,CMD-ALU,BR,false,false
QX-PRO-869,"Choice Pasta","Produce","6 pack",1.05,each,branded,false,false,CMD-DSL,VN,false,true
QX-HBC-870,"Simple Apples","Health and beauty","500 g",3.26,each,branded,false,false,CMD-PLM,CR,false,false
QX-HHD-871,"Rounds Rice","Household","2 L",9.18,each,finest,true,false,CMD-BRD,BR,false,false
QX-BWS-872,"Crisp Apples","Beer wine spirits","1 L",28.19,each,value,true,false,CMD-GAS,NL,false,false
QX-DRY-873,"Simple Sauce","Dry goods","1 kg",6.33,each,finest,true,false,CMD-WHT,BR,false,false
QX-PRO-874,"Crisp Tea","Produce","500 ml",1.23,each,branded,false,false,CMD-DSL,BR,false,true
QX-BWS-875,"Harvest Cheese","Beer wine spirits","750 g",34.41,each,branded,false,false,CMD-GAS,CR,false,false
QX-DRY-876,"Classic Juice","Dry goods","1 L",3.62,each,core,true,false,CMD-WHT,BR,false,false
QX-TIN-877,"Simple Rice","Tinned","250 g",2.81,each,value,true,false,CMD-ALU,BR,false,false
QX-PET-878,"Fresh Coffee","Pet","250 g",3.97,each,branded,false,false,CMD-WHT,BR,false,false
QX-HBC-879,"Everyday Butter","Health and beauty","2 L",6.15,each,core,true,false,CMD-PLM,NL,false,false
QX-CHL-880,"Crisp Sauce","Chilled","500 g",2.37,each,branded,false,false,CMD-DRY,PL,false,true
QX-CHL-881,"Classic Rice","Chilled","1 kg",6.16,each,branded,false,false,CMD-DRY,BR,false,true
QX-CER-882,"Rounds Coffee","Cereal","500 g",3.35,each,branded,false,false,CMD-WHT,DK,false,false
QX-HHD-883,"Hearty Peas","Household","250 g",11.09,each,branded,false,false,CMD-BRD,ES,false,false
QX-DRK-884,"Choice Tea","Drinks","400 g",1.73,each,branded,false,false,CMD-SUN,BR,false,false
QX-HHD-885,"Harvest Sauce","Household","6 pack",4.22,each,branded,false,false,CMD-BRD,BR,false,false
QX-DRY-886,"Hearty Apples","Dry goods","400 g",6.91,each,core,true,false,CMD-WHT,PL,false,false
QX-BWS-887,"Harvest Cleaner","Beer wine spirits","500 ml",22.53,each,value,true,false,CMD-GAS,BR,true,false
QX-PRO-888,"Harvest Cleaner","Produce","500 ml",2.94,each,core,true,false,CMD-DSL,TR,false,true
QX-PRO-889,"Choice Coffee","Produce","6 pack",1.38,each,branded,false,false,CMD-DSL,CR,false,true
QX-CHL-890,"Hearty Cleaner","Chilled","500 ml",4.62,each,branded,false,true,CMD-DRY,BR,false,true
QX-PET-891,"Golden Flakes","Pet","500 ml",10.90,each,core,true,false,CMD-WHT,BR,false,false
QX-PRO-892,"Hearty Butter","Produce","per kg",2.91,kg,branded,false,false,CMD-DSL,BR,false,true
QX-BWS-893,"Crisp Coffee","Beer wine spirits","500 g",33.45,each,finest,true,false,CMD-GAS,BR,false,false
QX-CER-894,"Hearty Coffee","Cereal","6 pack",3.83,each,branded,false,false,CMD-WHT,BR,false,false
QX-HBC-895,"Everyday Tea","Health and beauty","500 ml",5.76,each,core,true,false,CMD-PLM,BZ,false,false
QX-PET-896,"Harvest Cheese","Pet","1 kg",0.83,each,branded,false,false,CMD-WHT,KE,false,false
QX-FRZ-897,"Orchard Biscuits","Frozen","400 g",5.42,each,finest,true,false,CMD-DRY,BZ,false,true
QX-DRK-898,"Hearty Coffee","Drinks","2 L",2.41,each,core,true,false,CMD-SUN,GH,false,false
QX-CHL-899,"Selection Biscuits","Chilled","400 g",6.88,each,branded,false,false,CMD-DRY,BR,false,true
QX-FRZ-900,"Everyday Rice","Frozen","1 L",7.00,each,branded,false,false,CMD-DRY,ES,false,true
QX-PET-901,"Classic Rice","Pet","500 ml",4.12,each,branded,false,false,CMD-WHT,BR,false,false
QX-HHD-902,"Harvest Flakes","Household","1 kg",9.56,each,core,true,false,CMD-BRD,BR,false,false
QX-DRY-903,"Choice Tea","Dry goods","250 g",2.72,each,core,true,false,CMD-WHT,BR,false,false
QX-HBC-904,"Bites Cleaner","Health and beauty","500 g",10.98,each,core,true,false,CMD-PLM,BR,false,false
QX-BAK-905,"Hearty Butter","Bakery","per kg",3.88,kg,value,true,false,CMD-WHT,BR,false,false
QX-DRY-906,"Everyday Shampoo","Dry goods","2 L",5.32,each,value,true,false,CMD-WHT,BR,false,false
QX-TIN-907,"Meadow Butter","Tinned","750 g",0.55,each,finest,true,false,CMD-ALU,BR,false,false
QX-TIN-908,"Everyday Juice","Tinned","6 pack",2.31,each,branded,false,false,CMD-ALU,PL,false,false
QX-FRZ-909,"Fresh Rice","Frozen","1 L",2.55,each,branded,false,false,CMD-DRY,KE,false,true
QX-PRO-910,"Everyday Flakes","Produce","2 L",2.77,each,value,true,false,CMD-DSL,BR,false,true
QX-PET-911,"Meadow Cleaner","Pet","500 ml",4.53,each,core,true,true,CMD-WHT,BR,true,false
QX-BAK-912,"Selection Tea","Bakery","per kg",7.09,kg,value,true,false,CMD-WHT,ES,true,false
QX-HBC-913,"Classic Tea","Health and beauty","1 L",1.82,each,value,true,false,CMD-PLM,BR,false,false
QX-DRY-914,"Harvest Apples","Dry goods","400 g",4.51,each,branded,false,false,CMD-WHT,BR,false,false
QX-DRY-915,"Crunch Juice","Dry goods","400 g",6.64,each,branded,false,false,CMD-WHT,VN,false,false
QX-BAK-916,"Everyday Biscuits","Bakery","400 g",4.02,each,branded,false,false,CMD-WHT,MA,false,false
QX-CHL-917,"Choice Loaf","Chilled","2 L",5.90,each,value,true,false,CMD-DRY,GH,false,true
QX-BAK-918,"Orchard Juice","Bakery","per kg",6.47,kg,branded,false,false,CMD-WHT,BR,false,false
QX-HBC-919,"Crisp Chicken","Health and beauty","2 L",2.52,each,branded,false,false,CMD-PLM,BR,false,false
QX-TIN-920,"Simple Tea","Tinned","500 ml",1.96,each,branded,false,false,CMD-ALU,KE,false,false
QX-BWS-921,"Reserve Beans","Beer wine spirits","500 ml",18.76,each,branded,false,false,CMD-GAS,BR,false,false
QX-DRY-922,"Choice Coffee","Dry goods","500 ml",1.90,each,branded,false,false,CMD-WHT,BR,false,false
QX-DRK-923,"Crisp Cleaner","Drinks","2 L",5.66,each,core,true,false,CMD-SUN,GH,false,false
QX-FRZ-924,"Crunch Beans","Frozen","750 g",1.97,each,branded,false,false,CMD-DRY,BR,false,true
QX-PET-925,"Bites Tea","Pet","250 g",0.88,each,core,true,false,CMD-WHT,BR,false,false
QX-CER-926,"Cottage Butter","Cereal","6 pack",1.25,each,branded,false,false,CMD-WHT,BR,false,false
QX-PRO-927,"Harvest Sauce","Produce","250 g",0.50,each,value,true,false,CMD-DSL,GH,false,true
QX-TIN-928,"Bites Coffee","Tinned","1 kg",2.77,each,branded,false,false,CMD-ALU,BR,false,false
QX-CER-929,"Bites Shampoo","Cereal","6 pack",1.90,each,branded,false,false,CMD-WHT,MA,false,false
QX-TIN-930,"Crunch Loaf","Tinned","250 g",0.55,each,branded,false,false,CMD-ALU,BR,false,false
QX-FRZ-931,"Rounds Butter","Frozen","1 kg",8.59,each,branded,false,false,CMD-DRY,BR,false,true
QX-BAK-932,"Reserve Apples","Bakery","per kg",5.52,kg,core,true,false,CMD-WHT,BR,false,false
QX-BWS-933,"Fresh Shampoo","Beer wine spirits","400 g",10.06,each,branded,false,true,CMD-GAS,BR,false,false
QX-BAK-934,"Selection Beans","Bakery","2 L",1.31,each,branded,false,false,CMD-WHT,BR,false,false
QX-DRK-935,"Bites Biscuits","Drinks","500 ml",5.10,each,finest,true,false,CMD-SUN,PL,false,false
QX-HHD-936,"Hearty Coffee","Household","500 g",8.00,each,core,true,false,CMD-BRD,BR,false,false
QX-TIN-937,"Orchard Flakes","Tinned","250 g",2.11,each,core,true,false,CMD-ALU,DK,false,false
QX-BWS-938,"Hearty Biscuits","Beer wine spirits","6 pack",26.79,each,branded,false,false,CMD-GAS,BR,false,false
QX-PET-939,"Orchard Tea","Pet","250 g",4.02,each,finest,true,false,CMD-WHT,BR,false,false
QX-BAK-940,"Everyday Apples","Bakery","per kg",3.23,kg,branded,false,false,CMD-WHT,BR,false,false
QX-BAK-941,"Everyday Loaf","Bakery","400 g",2.58,each,value,true,false,CMD-WHT,ES,false,false
QX-DRK-942,"Original Cheese","Drinks","400 g",1.58,each,branded,false,false,CMD-SUN,PL,false,false
QX-PRO-943,"Selection Juice","Produce","250 g",1.73,each,branded,false,false,CMD-DSL,DK,false,true
QX-TIN-944,"Golden Pasta","Tinned","6 pack",1.36,each,branded,false,false,CMD-ALU,TR,false,false
QX-CHL-945,"Orchard Pasta","Chilled","1 kg",5.35,each,core,true,false,CMD-DRY,BR,false,true
QX-BAK-946,"Fresh Coffee","Bakery","500 ml",4.17,each,branded,false,false,CMD-WHT,BR,false,false
QX-CER-947,"Original Juice","Cereal","500 g",3.26,each,branded,false,false,CMD-WHT,BR,false,false
QX-TIN-948,"Reserve Rice","Tinned","250 g",2.08,each,core,true,false,CMD-ALU,MA,false,false
QX-CHL-949,"Original Yoghurt","Chilled","6 pack",4.82,each,core,true,true,CMD-DRY,BR,false,true
QX-TIN-950,"Orchard Flakes","Tinned","1 kg",2.15,each,branded,false,false,CMD-ALU,ES,false,false
QX-DRK-951,"Harvest Juice","Drinks","250 g",0.79,each,branded,false,true,CMD-SUN,BR,false,false
QX-HBC-952,"Harvest Sauce","Health and beauty","500 ml",13.97,each,branded,false,false,CMD-PLM,BR,false,false
QX-CER-953,"Crunch Cheese","Cereal","1 L",1.91,each,value,true,false,CMD-WHT,BR,false,false
QX-TIN-954,"Choice Coffee","Tinned","2 L",0.61,each,value,true,false,CMD-ALU,KE,false,false
QX-BWS-955,"Cottage Apples","Beer wine spirits","2 L",36.72,each,branded,false,false,CMD-GAS,BR,false,false
QX-CHL-956,"Bites Biscuits","Chilled","400 g",1.51,each,core,true,false,CMD-DRY,BZ,false,true
QX-BAK-957,"Harvest Biscuits","Bakery","500 g",1.19,each,branded,false,false,CMD-WHT,BZ,false,false
QX-BAK-958,"Hearty Beans","Bakery","1 L",1.84,each,core,true,false,CMD-WHT,GH,false,false
QX-CHL-959,"Rounds Rice","Chilled","500 g",3.72,each,core,true,true,CMD-DRY,DK,false,true
QX-PET-960,"Meadow Beans","Pet","6 pack",3.95,each,core,true,false,CMD-WHT,BR,false,false
QX-FRZ-961,"Fresh Butter","Frozen","400 g",8.01,each,core,true,false,CMD-DRY,BR,false,true
QX-PET-962,"Choice Apples","Pet","500 ml",10.92,each,branded,false,false,CMD-WHT,BR,false,false
QX-BAK-963,"Everyday Butter","Bakery","1 L",3.79,each,branded,false,false,CMD-WHT,BR,false,false
QX-CHL-964,"Choice Yoghurt","Chilled","per kg",16.48,kg,branded,false,false,CMD-DRY,BR,false,true
QX-DRY-965,"Harvest Cheese","Dry goods","250 g",3.36,each,branded,false,false,CMD-WHT,BR,false,false
QX-CHL-966,"Meadow Sauce","Chilled","per kg",22.77,kg,value,true,false,CMD-DRY,BR,false,true
QX-PET-967,"Bites Biscuits","Pet","1 L",2.18,each,core,true,false,CMD-WHT,GH,false,false
QX-BAK-968,"Bites Biscuits","Bakery","2 L",3.74,each,finest,true,false,CMD-WHT,BR,false,false
QX-HBC-969,"Simple Chicken","Health and beauty","2 L",4.33,each,branded,false,true,CMD-PLM,BR,false,false
QX-PET-970,"Original Pasta","Pet","6 pack",8.55,each,core,true,false,CMD-WHT,PL,false,false
QX-HBC-971,"Harvest Flakes","Health and beauty","500 g",14.34,each,branded,false,false,CMD-PLM,BR,false,false
QX-TIN-972,"Simple Loaf","Tinned","1 kg",2.15,each,branded,false,false,CMD-ALU,BR,false,false
QX-TIN-973,"Golden Tea","Tinned","400 g",1.79,each,core,true,false,CMD-ALU,BR,false,false
QX-HBC-974,"Classic Coffee","Health and beauty","750 g",5.42,each,branded,false,false,CMD-PLM,BR,false,false
