branch_id,sensor_id,reading_at,temperature_c
B-08,FZ-2,2026-05-05T07:00:00:00Z,-19.05
B-08,FZ-3,2026-05-05T08:00:00:00Z,-18.21
B-08,FZ-1,2026-05-05T09:00:00:00Z,-20.68
B-08,FZ-3,2026-05-05T10:00:00:00Z,-17.51
B-08,FZ-3,2026-05-05T11:00:00:00Z,-18.80
B-08,FZ-3,2026-05-05T12:00:00:00Z,-16.22
B-08,FZ-2,2026-05-05T13:00:00:00Z,-18.17
B-08,FZ-3,2026-05-05T14:00:00:00Z,-18.63
B-08,FZ-2,2026-05-05T15:00:00:00Z,-19.49
B-08,FZ-2,2026-05-05T16:00:00:00Z,-20.15
B-08,FZ-2,2026-05-05T17:00:00:00Z,-20.26
B-08,FZ-2,2026-05-05T18:00:00:00Z,-19.10
B-08,FZ-3,2026-05-05T19:00:00:00Z,-17.26
B-08,FZ-2,2026-05-05T20:00:00:00Z,-19.24
B-08,FZ-2,2026-05-05T21:00:00:00Z,-16.92
B-08,FZ-1,2026-05-05T22:00:00:00Z,-18.75
B-08,FZ-3,2026-05-05T23:00:00:00Z,-18.80
B-09,FZ-1,2026-05-05T00:00:00:00Z,-18.79
B-09,FZ-1,2026-05-05T01:00:00:00Z,-18.38
B-09,FZ-2,2026-05-05T02:00:00:00Z,-15.92
B-09,FZ-3,2026-05-05T03:00:00:00Z,-17.52
B-09,FZ-2,2026-05-05T04:00:00:00Z,-20.62
B-09,FZ-3,2026-05-05T05:00:00:00Z,-20.44
B-09,FZ-1,2026-05-05T06:00:00:00Z,-18.51
B-09,FZ-1,2026-05-05T07:00:00:00Z,-19.85
B-09,FZ-1,2026-05-05T08:00:00:00Z,-17.63
B-09,FZ-3,2026-05-05T09:00:00:00Z,-20.42
B-09,FZ-3,2026-05-05T10:00:00:00Z,-17.34
B-09,FZ-3,2026-05-05T11:00:00:00Z,-20.21
B-09,FZ-3,2026-05-05T12:00:00:00Z,-16.55
B-09,FZ-3,2026-05-05T13:00:00:00Z,-16.30
B-09,FZ-3,2026-05-05T14:00:00:00Z,-18.80
B-09,FZ-1,2026-05-05T15:00:00:00Z,-19.14
B-09,FZ-1,2026-05-05T16:00:00:00Z,-20.06
B-09,FZ-2,2026-05-05T17:00:00:00Z,-18.85
B-09,FZ-1,2026-05-05T18:00:00:00Z,-18.57
B-09,FZ-3,2026-05-05T19:00:00:00Z,-19.98
B-09,FZ-3,2026-05-05T20:00:00:00Z,-17.24
B-09,FZ-2,2026-05-05T21:00:00:00Z,-16.14
B-09,FZ-3,2026-05-05T22:00:00:00Z,-19.01
B-09,FZ-3,2026-05-05T23:00:00:00Z,-18.66
B-04,FZ-3,2026-05-05T00:00:00:00Z,-16.63
B-04,FZ-1,2026-05-05T01:00:00:00Z,-17.18
B-04,FZ-1,2026-05-05T02:00:00:00Z,-20.50
B-04,FZ-2,2026-05-05T03:00:00:00Z,-17.73
B-04,FZ-3,2026-05-05T04:00:00:00Z,-20.06
B-04,FZ-3,2026-05-05T05:00:00:00Z,-15.05
B-04,FZ-2,2026-05-05T06:00:00:00Z,-20.64
B-04,FZ-1,2026-05-05T07:00:00:00Z,-18.71
B-04,FZ-3,2026-05-05T08:00:00:00Z,-17.77
B-04,FZ-1,2026-05-05T09:00:00:00Z,-19.23
B-04,FZ-1,2026-05-05T10:00:00:00Z,-20.30
B-04,FZ-1,2026-05-05T11:00:00:00Z,-18.25
B-04,FZ-2,2026-05-05T12:00:00:00Z,-19.28
B-04,FZ-3,2026-05-05T13:00:00:00Z,-15.90
B-04,FZ-2,2026-05-05T14:00:00:00Z,-15.41
B-04,FZ-2,2026-05-05T15:00:00:00Z,-16.20
B-04,FZ-2,2026-05-05T16:00:00:00Z,-15.40
B-04,FZ-1,2026-05-05T17:00:00:00Z,-15.85
B-04,FZ-3,2026-05-05T18:00:00:00Z,-19.35
B-04,FZ-1,2026-05-05T19:00:00:00Z,-19.72
B-04,FZ-3,2026-05-05T20:00:00:00Z,-19.64
B-04,FZ-1,2026-05-05T21:00:00:00Z,-17.48
B-04,FZ-2,2026-05-05T22:00:00:00Z,-18.27
B-04,FZ-3,2026-05-05T23:00:00:00Z,-15.18
B-02,FZ-2,2026-05-05T00:00:00:00Z,-15.24
B-02,FZ-2,2026-05-05T01:00:00:00Z,-19.06
B-02,FZ-3,2026-05-05T02:00:00:00Z,-15.67
B-02,FZ-3,2026-05-05T03:00:00:00Z,-20.97
B-02,FZ-1,2026-05-05T04:00:00:00Z,-16.90
B-02,FZ-3,2026-05-05T05:00:00:00Z,-17.48
B-02,FZ-3,2026-05-05T06:00:00:00Z,-18.49
B-02,FZ-1,2026-05-05T07:00:00:00Z,-20.43
B-02,FZ-2,2026-05-05T08:00:00:00Z,-15.23
B-02,FZ-3,2026-05-05T09:00:00:00Z,-16.82
B-02,FZ-3,2026-05-05T10:00:00:00Z,-20.61
B-02,FZ-3,2026-05-05T11:00:00:00Z,-20.18
B-02,FZ-1,2026-05-05T12:00:00:00Z,-15.36
B-02,FZ-2,2026-05-05T13:00:00:00Z,-17.26
B-02,FZ-3,2026-05-05T14:00:00:00Z,-17.84
B-02,FZ-1,2026-05-05T15:00:00:00Z,-19.44
B-02,FZ-2,2026-05-05T16:00:00:00Z,-19.80
B-02,FZ-3,2026-05-05T17:00:00:00Z,-19.16
B-02,FZ-3,2026-05-05T18:00:00:00Z,-16.49
B-02,FZ-2,2026-05-05T19:00:00:00Z,-15.76
B-02,FZ-1,2026-05-05T20:00:00:00Z,-20.01
B-02,FZ-1,2026-05-05T21:00:00:00Z,-16.14
B-02,FZ-1,2026-05-05T22:00:00:00Z,-15.10
B-02,FZ-1,2026-05-05T23:00:00:00Z,-18.29
B-01,FZ-2,2026-05-05T00:00:00:00Z,-20.45
B-01,FZ-3,2026-05-05T01:00:00:00Z,-18.61
B-01,FZ-2,2026-05-05T02:00:00:00Z,-19.52
B-01,FZ-2,2026-05-05T03:00:00:00Z,-20.48
B-01,FZ-3,2026-05-05T04:00:00:00Z,-20.68
B-01,FZ-1,2026-05-05T05:00:00:00Z,-19.85
B-01,FZ-1,2026-05-05T06:00:00:00Z,-18.46
B-01,FZ-1,2026-05-05T07:00:00:00Z,-15.38
B-01,FZ-1,2026-05-05T08:00:00:00Z,-19.01
B-01,FZ-1,2026-05-05T09:00:00:00Z,-18.36
B-01,FZ-1,2026-05-05T10:00:00:00Z,-16.81
B-01,FZ-1,2026-05-05T11:00:00:00Z,-20.96
B-01,FZ-2,2026-05-05T12:00:00:00Z,-20.31
B-01,FZ-3,2026-05-05T13:00:00:00Z,-19.36
B-01,FZ-1,2026-05-05T14:00:00:00Z,-15.30
B-01,FZ-3,2026-05-05T15:00:00:00Z,-16.60
B-01,FZ-1,2026-05-05T16:00:00:00Z,-16.76
B-01,FZ-1,2026-05-05T17:00:00:00Z,-15.65
B-01,FZ-2,2026-05-05T18:00:00:00Z,-19.29
B-01,FZ-1,2026-05-05T19:00:00:00Z,-20.82
B-01,FZ-3,2026-05-05T20:00:00:00Z,-20.93
B-01,FZ-3,2026-05-05T21:00:00:00Z,-19.44
B-01,FZ-2,2026-05-05T22:00:00:00Z,-15.97
B-01,FZ-2,2026-05-05T23:00:00:00Z,-17.12
B-20,FZ-2,2026-05-05T00:00:00:00Z,-19.35
B-20,FZ-1,2026-05-05T01:00:00:00Z,-15.54
B-20,FZ-1,2026-05-05T02:00:00:00Z,-15.51
B-20,FZ-1,2026-05-05T03:00:00:00Z,-20.07
B-20,FZ-1,2026-05-05T04:00:00:00Z,-17.15
B-20,FZ-2,2026-05-05T05:00:00:00Z,-17.07
B-20,FZ-1,2026-05-05T06:00:00:00Z,-16.71
B-20,FZ-1,2026-05-05T07:00:00:00Z,-20.88
B-20,FZ-3,2026-05-05T08:00:00:00Z,-19.65
B-20,FZ-1,2026-05-05T09:00:00:00Z,-18.87
B-20,FZ-1,2026-05-05T10:00:00:00Z,-17.07
B-20,FZ-1,2026-05-05T11:00:00:00Z,-16.04
B-20,FZ-1,2026-05-05T12:00:00:00Z,-19.51
B-20,FZ-1,2026-05-05T13:00:00:00Z,-18.57
B-20,FZ-3,2026-05-05T14:00:00:00Z,-15.07
B-20,FZ-2,2026-05-05T16:00:00:00Z,-17.20
B-20,FZ-3,2026-05-05T17:00:00:00Z,-15.58
B-20,FZ-2,2026-05-05T18:00:00:00Z,-15.43
B-20,FZ-2,2026-05-05T19:00:00:00Z,-20.78
B-20,FZ-3,2026-05-05T20:00:00:00Z,-20.87
B-20,FZ-2,2026-05-05T21:00:00:00Z,-18.36
B-20,FZ-1,2026-05-05T22:00:00:00Z,-18.41
B-20,FZ-3,2026-05-05T23:00:00:00Z,-17.02
B-21,FZ-3,2026-05-05T00:00:00:00Z,-18.22
B-21,FZ-2,2026-05-05T02:00:00:00Z,-18.15
B-21,FZ-2,2026-05-05T03:00:00:00Z,-19.17
B-21,FZ-2,2026-05-05T04:00:00:00Z,-20.58
B-21,FZ-1,2026-05-05T05:00:00:00Z,-17.38
B-21,FZ-2,2026-05-05T06:00:00:00Z,-18.59
B-21,FZ-2,2026-05-05T07:00:00:00Z,-15.18
B-21,FZ-3,2026-05-05T08:00:00:00Z,-16.17
B-21,FZ-3,2026-05-05T09:00:00:00Z,-15.42
B-21,FZ-1,2026-05-05T10:00:00:00Z,-15.91
B-21,FZ-3,2026-05-05T11:00:00:00Z,-17.41
B-21,FZ-1,2026-05-05T13:00:00:00Z,-20.59
B-21,FZ-3,2026-05-05T14:00:00:00Z,-15.72
B-21,FZ-1,2026-05-05T15:00:00:00Z,-19.19
B-21,FZ-1,2026-05-05T16:00:00:00Z,-16.30
B-21,FZ-2,2026-05-05T17:00:00:00Z,-15.40
B-21,FZ-1,2026-05-05T18:00:00:00Z,-15.77
B-21,FZ-3,2026-05-05T19:00:00:00Z,-15.74
B-21,FZ-3,2026-05-05T20:00:00:00Z,-17.25
B-21,FZ-3,2026-05-05T21:00:00:00Z,-18.65
B-21,FZ-3,2026-05-05T22:00:00:00Z,-16.18
B-21,FZ-1,2026-05-05T23:00:00:00Z,-18.76
B-22,FZ-2,2026-05-05T00:00:00:00Z,-17.21
B-22,FZ-1,2026-05-05T01:00:00:00Z,-16.67
B-22,FZ-1,2026-05-05T02:00:00:00Z,-15.94
B-22,FZ-2,2026-05-05T03:00:00:00Z,-20.07
B-22,FZ-1,2026-05-05T04:00:00:00Z,-17.34
B-22,FZ-2,2026-05-05T05:00:00:00Z,-15.51
B-22,FZ-2,2026-05-05T06:00:00:00Z,-16.45
B-22,FZ-1,2026-05-05T07:00:00:00Z,-17.30
B-22,FZ-1,2026-05-05T08:00:00:00Z,-20.85
B-22,FZ-1,2026-05-05T09:00:00:00Z,-16.70
B-22,FZ-2,2026-05-05T10:00:00:00Z,-20.67
B-22,FZ-1,2026-05-05T11:00:00:00Z,-15.56
B-22,FZ-1,2026-05-05T12:00:00:00Z,-18.91
B-22,FZ-1,2026-05-05T13:00:00:00Z,-20.40
B-22,FZ-1,2026-05-05T14:00:00:00Z,-18.54
B-22,FZ-2,2026-05-05T15:00:00:00Z,-17.91
B-22,FZ-1,2026-05-05T16:00:00:00Z,-16.75
B-22,FZ-1,2026-05-05T17:00:00:00Z,-16.44
B-22,FZ-1,2026-05-05T18:00:00:00Z,-20.63
B-22,FZ-2,2026-05-05T19:00:00:00Z,-18.14
B-22,FZ-1,2026-05-05T20:00:00:00Z,-19.76
B-22,FZ-2,2026-05-05T21:00:00:00Z,-15.31
B-22,FZ-3,2026-05-05T22:00:00:00Z,-20.09
B-22,FZ-3,2026-05-05T23:00:00:00Z,-19.96
B-23,FZ-2,2026-05-05T00:00:00:00Z,-15.29
B-23,FZ-3,2026-05-05T01:00:00:00Z,-19.13
B-23,FZ-2,2026-05-05T02:00:00:00Z,-16.06
B-23,FZ-3,2026-05-05T03:00:00:00Z,-15.84
B-23,FZ-3,2026-05-05T04:00:00:00Z,-20.56
B-23,FZ-3,2026-05-05T05:00:00:00Z,-16.32
B-23,FZ-2,2026-05-05T06:00:00:00Z,-19.47
B-23,FZ-3,2026-05-05T07:00:00:00Z,-16.48
B-23,FZ-2,2026-05-05T08:00:00:00Z,-20.83
B-23,FZ-3,2026-05-05T09:00:00:00Z,-18.77
B-23,FZ-1,2026-05-05T10:00:00:00Z,-16.65
B-23,FZ-1,2026-05-05T11:00:00:00Z,-17.51
B-23,FZ-2,2026-05-05T12:00:00:00Z,-19.89
B-23,FZ-2,2026-05-05T13:00:00:00Z,-20.76
B-23,FZ-3,2026-05-05T14:00:00:00Z,-18.63
B-23,FZ-2,2026-05-05T15:00:00:00Z,-19.60
B-23,FZ-2,2026-05-05T16:00:00:00Z,-16.63
B-23,FZ-3,2026-05-05T17:00:00:00Z,-15.43
B-23,FZ-3,2026-05-05T18:00:00:00Z,-20.58
B-23,FZ-1,2026-05-05T19:00:00:00Z,-16.70
B-23,FZ-3,2026-05-05T20:00:00:00Z,-17.62
B-23,FZ-1,2026-05-05T21:00:00:00Z,-19.74
B-23,FZ-1,2026-05-05T22:00:00:00Z,-17.03
B-23,FZ-1,2026-05-05T23:00:00:00Z,-19.76
B-24,FZ-3,2026-05-05T00:00:00:00Z,-15.60
B-24,FZ-2,2026-05-05T01:00:00:00Z,-19.31
B-24,FZ-1,2026-05-05T02:00:00:00Z,-19.86
B-24,FZ-1,2026-05-05T03:00:00:00Z,-18.43
B-24,FZ-2,2026-05-05T04:00:00:00Z,-15.61
B-24,FZ-1,2026-05-05T05:00:00:00Z,-18.60
B-24,FZ-3,2026-05-05T06:00:00:00Z,-18.25
B-24,FZ-2,2026-05-05T07:00:00:00Z,-15.58
B-24,FZ-1,2026-05-05T08:00:00:00Z,-17.81
B-24,FZ-1,2026-05-05T09:00:00:00Z,-17.97
B-24,FZ-3,2026-05-05T10:00:00:00Z,-18.04
B-24,FZ-1,2026-05-05T11:00:00:00Z,-15.15
B-24,FZ-1,2026-05-05T12:00:00:00Z,-15.14
B-24,FZ-1,2026-05-05T13:00:00:00Z,-18.46
B-24,FZ-1,2026-05-05T14:00:00:00Z,-19.77
B-24,FZ-3,2026-05-05T15:00:00:00Z,-17.92
B-24,FZ-1,2026-05-05T16:00:00:00Z,-16.64
B-24,FZ-1,2026-05-05T17:00:00:00Z,-17.42
B-24,FZ-3,2026-05-05T18:00:00:00Z,-17.77
B-24,FZ-1,2026-05-05T19:00:00:00Z,-17.69
B-24,FZ-3,2026-05-05T20:00:00:00Z,-18.61
B-24,FZ-2,2026-05-05T21:00:00:00Z,-16.44
B-24,FZ-2,2026-05-05T22:00:00:00Z,-18.52
B-24,FZ-1,2026-05-05T23:00:00:00Z,-16.19
B-25,FZ-1,2026-05-05T00:00:00:00Z,-18.82
B-25,FZ-2,2026-05-05T01:00:00:00Z,-16.76
B-25,FZ-1,2026-05-05T02:00:00:00Z,-17.56
B-25,FZ-2,2026-05-05T03:00:00:00Z,-16.51
B-25,FZ-2,2026-05-05T04:00:00:00Z,-18.47
B-25,FZ-1,2026-05-05T05:00:00:00Z,-16.75
B-25,FZ-2,2026-05-05T06:00:00:00Z,-15.63
B-25,FZ-2,2026-05-05T07:00:00:00Z,-17.22
B-25,FZ-3,2026-05-05T08:00:00:00Z,-19.17
B-25,FZ-2,2026-05-05T09:00:00:00Z,-16.05
B-25,FZ-1,2026-05-05T10:00:00:00Z,-20.66
B-25,FZ-2,2026-05-05T11:00:00:00Z,-19.51
B-25,FZ-2,2026-05-05T12:00:00:00Z,-16.54
B-25,FZ-1,2026-05-05T13:00:00:00Z,-16.99
B-25,FZ-1,2026-05-05T14:00:00:00Z,-18.98
B-25,FZ-1,2026-05-05T15:00:00:00Z,-17.87
B-25,FZ-2,2026-05-05T16:00:00:00Z,-15.70
B-25,FZ-2,2026-05-05T17:00:00:00Z,-15.51
B-25,FZ-2,2026-05-05T18:00:00:00Z,-15.15
B-25,FZ-1,2026-05-05T19:00:00:00Z,-20.27
B-25,FZ-1,2026-05-05T20:00:00:00Z,-15.79
B-25,FZ-2,2026-05-05T21:00:00:00Z,-18.19
B-25,FZ-2,2026-05-05T22:00:00:00Z,-19.82
B-25,FZ-3,2026-05-05T23:00:00:00Z,-18.13
B-26,FZ-1,2026-05-05T00:00:00:00Z,-16.53
B-26,FZ-1,2026-05-05T01:00:00:00Z,-17.76
B-26,FZ-1,2026-05-05T03:00:00:00Z,-16.19
B-26,FZ-2,2026-05-05T04:00:00:00Z,-18.75
B-26,FZ-1,2026-05-05T05:00:00:00Z,-16.36
B-26,FZ-1,2026-05-05T06:00:00:00Z,-15.65
B-26,FZ-2,2026-05-05T07:00:00:00Z,-15.51
B-26,FZ-2,2026-05-05T08:00:00:00Z,-19.91
B-26,FZ-3,2026-05-05T09:00:00:00Z,-20.25
B-26,FZ-1,2026-05-05T10:00:00:00Z,-19.46
B-26,FZ-2,2026-05-05T11:00:00:00Z,-15.55
B-26,FZ-1,2026-05-05T12:00:00:00Z,-15.04
B-26,FZ-1,2026-05-05T13:00:00:00Z,-15.66
B-26,FZ-3,2026-05-05T14:00:00:00Z,-18.72
B-26,FZ-3,2026-05-05T15:00:00:00Z,-17.00
B-26,FZ-2,2026-05-05T16:00:00:00Z,-18.61
B-26,FZ-2,2026-05-05T17:00:00:00Z,-18.53
B-26,FZ-1,2026-05-05T18:00:00:00Z,-18.41
B-26,FZ-1,2026-05-05T19:00:00:00Z,-17.78
B-26,FZ-1,2026-05-05T20:00:00:00Z,-17.33
B-26,FZ-1,2026-05-05T21:00:00:00Z,-19.94
B-26,FZ-1,2026-05-05T22:00:00:00Z,-16.37
B-26,FZ-3,2026-05-05T23:00:00:00Z,-16.50
B-27,FZ-1,2026-05-05T00:00:00:00Z,-17.16
B-27,FZ-1,2026-05-05T01:00:00:00Z,-17.61
B-27,FZ-3,2026-05-05T02:00:00:00Z,-16.11
B-27,FZ-2,2026-05-05T03:00:00:00Z,-19.70
B-27,FZ-3,2026-05-05T04:00:00:00Z,-20.55
B-27,FZ-2,2026-05-05T05:00:00:00Z,-18.54
B-27,FZ-3,2026-05-05T06:00:00:00Z,-19.73
B-27,FZ-1,2026-05-05T07:00:00:00Z,-17.36
B-27,FZ-3,2026-05-05T08:00:00:00Z,-17.45
B-27,FZ-1,2026-05-05T09:00:00:00Z,-15.94
B-27,FZ-3,2026-05-05T10:00:00:00Z,-15.37
B-27,FZ-1,2026-05-05T11:00:00:00Z,-15.38
B-27,FZ-1,2026-05-05T12:00:00:00Z,-18.77
B-27,FZ-1,2026-05-05T13:00:00:00Z,-19.43
B-27,FZ-3,2026-05-05T14:00:00:00Z,-16.43
B-27,FZ-1,2026-05-05T15:00:00:00Z,-17.69
B-27,FZ-2,2026-05-05T16:00:00:00Z,-17.43
B-27,FZ-2,2026-05-05T17:00:00:00Z,-16.32
B-27,FZ-1,2026-05-05T18:00:00:00Z,-17.26
B-27,FZ-3,2026-05-05T19:00:00:00Z,-18.96
B-27,FZ-3,2026-05-05T20:00:00:00Z,-16.17
B-27,FZ-2,2026-05-05T21:00:00:00Z,-17.64
B-27,FZ-3,2026-05-05T22:00:00:00Z,-19.08
B-27,FZ-1,2026-05-05T23:00:00:00Z,-15.18
B-28,FZ-2,2026-05-05T00:00:00:00Z,-16.67
B-28,FZ-2,2026-05-05T01:00:00:00Z,-15.38
B-28,FZ-1,2026-05-05T02:00:00:00Z,-20.74
B-28,FZ-3,2026-05-05T03:00:00:00Z,-18.22
B-28,FZ-2,2026-05-05T04:00:00:00Z,-20.23
B-28,FZ-1,2026-05-05T05:00:00:00Z,-18.96
B-28,FZ-2,2026-05-05T06:00:00:00Z,-15.92
B-28,FZ-2,2026-05-05T07:00:00:00Z,-18.97
B-28,FZ-1,2026-05-05T08:00:00:00Z,-17.90
B-28,FZ-1,2026-05-05T09:00:00:00Z,-18.62
B-28,FZ-2,2026-05-05T10:00:00:00Z,-19.44
B-28,FZ-1,2026-05-05T11:00:00:00Z,-19.88
B-28,FZ-1,2026-05-05T12:00:00:00Z,-16.97
B-28,FZ-1,2026-05-05T13:00:00:00Z,-20.35
B-28,FZ-2,2026-05-05T14:00:00:00Z,-17.38
B-28,FZ-1,2026-05-05T15:00:00:00Z,-15.68
B-28,FZ-2,2026-05-05T16:00:00:00Z,-20.53
B-28,FZ-2,2026-05-05T17:00:00:00Z,-17.11
B-28,FZ-3,2026-05-05T18:00:00:00Z,-18.01
B-28,FZ-3,2026-05-05T19:00:00:00Z,-16.27
B-28,FZ-1,2026-05-05T20:00:00:00Z,-19.46
B-28,FZ-1,2026-05-05T21:00:00:00Z,-19.33
B-28,FZ-2,2026-05-05T22:00:00:00Z,-16.94
B-28,FZ-2,2026-05-05T23:00:00:00Z,-19.69
B-29,FZ-3,2026-05-05T00:00:00:00Z,-16.50
B-29,FZ-2,2026-05-05T02:00:00:00Z,-17.19
B-29,FZ-1,2026-05-05T03:00:00:00Z,-15.49
B-29,FZ-2,2026-05-05T04:00:00:00Z,-18.27
B-29,FZ-1,2026-05-05T05:00:00:00Z,-19.96
B-29,FZ-1,2026-05-05T06:00:00:00Z,-18.04
B-29,FZ-2,2026-05-05T07:00:00:00Z,-17.27
B-29,FZ-2,2026-05-05T08:00:00:00Z,-20.19
B-29,FZ-1,2026-05-05T09:00:00:00Z,-15.47
B-29,FZ-2,2026-05-05T10:00:00:00Z,-18.17
B-29,FZ-1,2026-05-05T11:00:00:00Z,-15.46
B-29,FZ-3,2026-05-05T12:00:00:00Z,-15.45
B-29,FZ-2,2026-05-05T13:00:00:00Z,-19.39
B-29,FZ-2,2026-05-05T14:00:00:00Z,-15.51
B-29,FZ-3,2026-05-05T15:00:00:00Z,-18.24
B-29,FZ-2,2026-05-05T16:00:00:00Z,-16.77
B-29,FZ-1,2026-05-05T17:00:00:00Z,-20.14
B-29,FZ-2,2026-05-05T18:00:00:00Z,-17.46
B-29,FZ-1,2026-05-05T19:00:00:00Z,-20.27
B-29,FZ-1,2026-05-05T20:00:00:00Z,-15.07
B-29,FZ-2,2026-05-05T21:00:00:00Z,-17.61
B-29,FZ-2,2026-05-05T22:00:00:00Z,-16.35
B-29,FZ-1,2026-05-05T23:00:00:00Z,-17.97
B-30,FZ-1,2026-05-05T00:00:00:00Z,-18.24
B-30,FZ-2,2026-05-05T01:00:00:00Z,-19.27
B-30,FZ-1,2026-05-05T02:00:00:00Z,-20.57
B-30,FZ-3,2026-05-05T03:00:00:00Z,-20.06
B-30,FZ-1,2026-05-05T04:00:00:00Z,-15.70
B-30,FZ-2,2026-05-05T05:00:00:00Z,-16.80
B-30,FZ-1,2026-05-05T06:00:00:00Z,-20.17
B-30,FZ-1,2026-05-05T07:00:00:00Z,-16.56
B-30,FZ-3,2026-05-05T08:00:00:00Z,-18.93
B-30,FZ-1,2026-05-05T09:00:00:00Z,-16.62
B-30,FZ-1,2026-05-05T10:00:00:00Z,-19.06
B-30,FZ-2,2026-05-05T11:00:00:00Z,-19.62
B-30,FZ-3,2026-05-05T12:00:00:00Z,-15.37
B-30,FZ-1,2026-05-05T13:00:00:00Z,-20.83
B-30,FZ-2,2026-05-05T14:00:00:00Z,-19.70
B-30,FZ-2,2026-05-05T15:00:00:00Z,-19.46
B-30,FZ-3,2026-05-05T16:00:00:00Z,-19.01
B-30,FZ-3,2026-05-05T17:00:00:00Z,-17.15
B-30,FZ-2,2026-05-05T18:00:00:00Z,-17.17
B-30,FZ-3,2026-05-05T19:00:00:00Z,-17.59
B-30,FZ-1,2026-05-05T20:00:00:00Z,-18.19
B-30,FZ-2,2026-05-05T21:00:00:00Z,-20.98
B-30,FZ-2,2026-05-05T22:00:00:00Z,-18.27
B-30,FZ-3,2026-05-05T23:00:00:00Z,-15.83
B-17,FZ-1,2026-05-06T00:00:00:00Z,-20.99
B-17,FZ-3,2026-05-06T01:00:00:00Z,-20.03
B-17,FZ-3,2026-05-06T02:00:00:00Z,-18.87
B-17,FZ-3,2026-05-06T03:00:00:00Z,-16.08
B-17,FZ-1,2026-05-06T04:00:00:00Z,-18.35
B-17,FZ-3,2026-05-06T05:00:00:00Z,-20.61
B-17,FZ-2,2026-05-06T06:00:00:00Z,-17.10
B-17,FZ-1,2026-05-06T07:00:00:00Z,-16.05
B-17,FZ-2,2026-05-06T08:00:00:00Z,-15.91
B-17,FZ-1,2026-05-06T09:00:00:00Z,-19.35
B-17,FZ-1,2026-05-06T10:00:00:00Z,-18.13
B-17,FZ-1,2026-05-06T11:00:00:00Z,-19.95
B-17,FZ-1,2026-05-06T12:00:00:00Z,-17.83
B-17,FZ-3,2026-05-06T13:00:00:00Z,-18.17
B-17,FZ-3,2026-05-06T14:00:00:00Z,-18.36
B-17,FZ-1,2026-05-06T15:00:00:00Z,-18.57
B-17,FZ-1,2026-05-06T16:00:00:00Z,-19.81
B-17,FZ-2,2026-05-06T17:00:00:00Z,-16.31
B-17,FZ-2,2026-05-06T18:00:00:00Z,-16.43
B-17,FZ-2,2026-05-06T19:00:00:00Z,-15.80
B-17,FZ-2,2026-05-06T20:00:00:00Z,-19.26
B-17,FZ-3,2026-05-06T21:00:00:00Z,-16.69
B-17,FZ-3,2026-05-06T22:00:00:00Z,-19.07
B-17,FZ-3,2026-05-06T23:00:00:00Z,-20.94
B-08,FZ-3,2026-05-06T00:00:00:00Z,-15.03
B-08,FZ-1,2026-05-06T01:00:00:00Z,-16.88
B-08,FZ-2,2026-05-06T02:00:00:00Z,-15.93
B-08,FZ-2,2026-05-06T03:00:00:00Z,-17.75
B-08,FZ-1,2026-05-06T04:00:00:00Z,-19.39
B-08,FZ-1,2026-05-06T05:00:00:00Z,-18.44
B-08,FZ-3,2026-05-06T06:00:00:00Z,-20.10
B-08,FZ-2,2026-05-06T07:00:00:00Z,-18.80
B-08,FZ-2,2026-05-06T08:00:00:00Z,-20.40
B-08,FZ-1,2026-05-06T09:00:00:00Z,-17.95
B-08,FZ-2,2026-05-06T10:00:00:00Z,-16.04
B-08,FZ-1,2026-05-06T11:00:00:00Z,-17.19
B-08,FZ-2,2026-05-06T12:00:00:00Z,-17.30
B-08,FZ-1,2026-05-06T13:00:00:00Z,-18.27
B-08,FZ-2,2026-05-06T14:00:00:00Z,-15.73
B-08,FZ-2,2026-05-06T15:00:00:00Z,-19.81
B-08,FZ-2,2026-05-06T16:00:00:00Z,-17.27
B-08,FZ-2,2026-05-06T17:00:00:00Z,-18.66
B-08,FZ-2,2026-05-06T18:00:00:00Z,-17.56
B-08,FZ-3,2026-05-06T19:00:00:00Z,-20.68
B-08,FZ-1,2026-05-06T20:00:00:00Z,-17.01
B-08,FZ-3,2026-05-06T21:00:00:00Z,-19.15
B-08,FZ-1,2026-05-06T22:00:00:00Z,-19.72
B-08,FZ-1,2026-05-06T23:00:00:00Z,-17.77
B-09,FZ-2,2026-05-06T00:00:00:00Z,-17.69
B-09,FZ-3,2026-05-06T01:00:00:00Z,-19.94
B-09,FZ-1,2026-05-06T02:00:00:00Z,-19.18
B-09,FZ-1,2026-05-06T03:00:00:00Z,-17.63
B-09,FZ-3,2026-05-06T04:00:00:00Z,-20.73
B-09,FZ-2,2026-05-06T05:00:00:00Z,-19.53
B-09,FZ-2,2026-05-06T06:00:00:00Z,-17.34
B-09,FZ-3,2026-05-06T08:00:00:00Z,-16.18
B-09,FZ-3,2026-05-06T09:00:00:00Z,-17.61
B-09,FZ-3,2026-05-06T10:00:00:00Z,-16.78
B-09,FZ-1,2026-05-06T11:00:00:00Z,-15.69
B-09,FZ-3,2026-05-06T12:00:00:00Z,-20.74
B-09,FZ-2,2026-05-06T13:00:00:00Z,-16.53
B-09,FZ-2,2026-05-06T14:00:00:00Z,-20.91
B-09,FZ-3,2026-05-06T15:00:00:00Z,-16.91
B-09,FZ-1,2026-05-06T16:00:00:00Z,-16.29
