sale_id,branch_id,till_id,business_date,employee_id,customer_id,scan_started_at,scan_ended_at,payment_completed_at,items,basket_total,payment_method
S-103900,B-25,B-25-T04,2026-05-04,E-1334,C-105827,2026-05-04T11:57:53Z,2026-05-04T11:58:01Z,2026-05-04T11:58:09Z,2,7.04,card
S-103901,B-25,B-25-T04,2026-05-04,E-1369,,2026-05-04T10:36:31Z,2026-05-04T10:36:39Z,2026-05-04T10:36:48Z,2,26.40,mobile
S-103902,B-25,B-25-T04,2026-05-04,E-1381,C-110815,2026-05-04T20:10:22Z,2026-05-04T20:10:30Z,2026-05-04T20:10:44Z,2,3.47,card
S-103903,B-25,B-25-T03,2026-05-04,E-1368,,2026-05-04T18:35:18Z,2026-05-04T18:35:58Z,2026-05-04T18:36:20Z,21,100.88,cash
S-103904,B-25,B-25-T05,2026-05-04,E-1348,,2026-05-04T07:22:50Z,2026-05-04T07:22:58Z,2026-05-04T07:23:05Z,2,18.20,card
S-103905,B-25,B-25-T06,2026-05-04,E-1349,,2026-05-04T19:58:35Z,2026-05-04T19:59:24Z,2026-05-04T19:59:32Z,22,94.97,mobile
S-103906,B-25,B-25-T07,2026-05-04,E-1362,C-124568,2026-05-04T11:12:25Z,2026-05-04T11:12:54Z,2026-05-04T11:13:05Z,21,108.25,mobile
S-103907,B-25,B-25-T06,2026-05-04,E-1375,,2026-05-04T10:42:55Z,2026-05-04T10:43:03Z,2026-05-04T10:43:32Z,2,3.32,cash
S-103908,B-25,B-25-T05,2026-05-04,E-1390,,2026-05-04T09:46:07Z,2026-05-04T09:46:18Z,2026-05-04T09:46:48Z,5,9.98,cash
S-103909,B-25,B-25-T12,2026-05-04,E-1358,,2026-05-04T11:16:17Z,2026-05-04T11:18:41Z,2026-05-04T11:18:57Z,22,82.18,card
S-103910,B-25,B-25-T08,2026-05-04,E-1390,C-108662,2026-05-04T11:40:03Z,2026-05-04T11:40:53Z,2026-05-04T11:40:57Z,36,179.46,mobile
S-103911,B-25,B-25-T05,2026-05-04,E-1350,,2026-05-04T08:16:12Z,2026-05-04T08:16:20Z,2026-05-04T08:16:59Z,5,13.51,cash
S-103912,B-25,B-25-T11,2026-05-04,E-1346,C-113524,2026-05-04T21:29:23Z,2026-05-04T21:30:43Z,2026-05-04T21:30:50Z,14,89.08,card
S-103913,B-25,B-25-T02,2026-05-04,E-1355,,2026-05-04T19:47:51Z,2026-05-04T19:48:31Z,2026-05-04T19:48:37Z,16,72.72,card
S-103914,B-25,B-25-T10,2026-05-04,E-1337,C-139451,2026-05-04T07:36:47Z,2026-05-04T07:36:55Z,2026-05-04T07:37:04Z,2,15.74,card
S-103915,B-25,B-25-T02,2026-05-04,E-1356,C-126649,2026-05-04T15:50:39Z,2026-05-04T15:50:47Z,2026-05-04T15:51:01Z,1,17.63,card
S-103916,B-25,B-25-T01,2026-05-04,E-1346,,2026-05-04T08:27:40Z,2026-05-04T08:27:48Z,2026-05-04T08:28:19Z,2,8.90,cash
S-103917,B-25,B-25-T08,2026-05-04,E-1366,,2026-05-04T13:13:29Z,2026-05-04T13:13:37Z,2026-05-04T13:13:51Z,1,17.89,card
S-103918,B-25,B-25-T09,2026-05-04,E-1334,,2026-05-04T20:12:44Z,2026-05-04T20:14:12Z,2026-05-04T20:14:28Z,34,84.68,mobile
S-103919,B-25,B-25-T09,2026-05-04,E-1371,,2026-05-04T18:31:50Z,2026-05-04T18:31:58Z,2026-05-04T18:32:11Z,3,14.79,card
S-103920,B-25,B-25-T03,2026-05-04,E-1375,,2026-05-04T12:52:16Z,2026-05-04T12:52:44Z,2026-05-04T12:53:05Z,14,55.11,cash
S-103921,B-25,B-25-T04,2026-05-04,E-1361,,2026-05-04T09:32:10Z,2026-05-04T09:32:39Z,2026-05-04T09:32:56Z,26,149.93,mobile
S-103922,B-25,B-25-T11,2026-05-04,E-1375,C-119405,2026-05-04T19:51:14Z,2026-05-04T19:51:33Z,2026-05-04T19:51:44Z,3,66.70,card
S-103923,B-25,B-25-T07,2026-05-04,E-1378,C-107713,2026-05-04T12:14:13Z,2026-05-04T12:14:21Z,2026-05-04T12:14:42Z,4,3.80,cash
S-103924,B-25,B-25-T07,2026-05-04,E-1349,C-118611,2026-05-04T14:45:28Z,2026-05-04T14:45:42Z,2026-05-04T14:45:54Z,13,105.12,card
S-103925,B-25,B-25-T11,2026-05-04,E-1362,,2026-05-04T13:41:47Z,2026-05-04T13:43:42Z,2026-05-04T13:43:55Z,19,122.94,card
S-103926,B-25,B-25-T10,2026-05-04,E-1345,C-137577,2026-05-04T07:46:05Z,2026-05-04T07:46:13Z,2026-05-04T07:46:17Z,4,14.66,card
S-103927,B-25,B-25-T02,2026-05-04,E-1375,,2026-05-04T09:42:06Z,2026-05-04T09:42:14Z,2026-05-04T09:42:30Z,1,36.94,cash
S-103928,B-25,B-25-T12,2026-05-04,E-1375,,2026-05-04T19:31:20Z,2026-05-04T19:32:51Z,2026-05-04T19:33:01Z,14,47.70,mobile
S-103929,B-25,B-25-T05,2026-05-04,E-1343,C-128290,2026-05-04T07:07:59Z,2026-05-04T07:08:07Z,2026-05-04T07:08:22Z,2,8.28,card
S-103930,B-25,B-25-T08,2026-05-04,E-1366,,2026-05-04T21:18:51Z,2026-05-04T21:19:48Z,2026-05-04T21:20:05Z,24,113.24,mobile
S-103931,B-25,B-25-T05,2026-05-04,E-1365,C-121670,2026-05-04T09:29:27Z,2026-05-04T09:29:35Z,2026-05-04T09:29:50Z,3,64.62,card
S-103932,B-25,B-25-T11,2026-05-04,E-1344,,2026-05-04T19:35:36Z,2026-05-04T19:37:02Z,2026-05-04T19:37:06Z,16,102.71,card
S-103933,B-25,B-25-T07,2026-05-04,E-1352,C-102662,2026-05-04T16:32:39Z,2026-05-04T16:32:47Z,2026-05-04T16:32:54Z,6,25.80,card
S-103934,B-25,B-25-T01,2026-05-04,E-1374,,2026-05-04T15:41:02Z,2026-05-04T15:41:44Z,2026-05-04T15:42:05Z,17,63.10,cash
S-103935,B-25,B-25-T06,2026-05-04,E-1337,,2026-05-04T18:56:20Z,2026-05-04T18:57:31Z,2026-05-04T18:57:43Z,30,100.68,mobile
S-103936,B-25,B-25-T12,2026-05-04,E-1372,,2026-05-04T16:34:44Z,2026-05-04T16:36:02Z,2026-05-04T16:36:17Z,14,46.01,card
S-103937,B-25,B-25-T05,2026-05-04,E-1353,,2026-05-04T20:31:19Z,2026-05-04T20:31:46Z,2026-05-04T20:31:56Z,13,176.02,card
S-103938,B-25,B-25-T12,2026-05-04,E-1373,,2026-05-04T17:49:56Z,2026-05-04T17:51:27Z,2026-05-04T17:51:36Z,16,89.13,mobile
S-103939,B-25,B-25-T09,2026-05-04,E-1375,C-100504,2026-05-04T16:55:29Z,2026-05-04T16:56:21Z,2026-05-04T16:56:28Z,21,121.67,card
S-103940,B-25,B-25-T06,2026-05-04,E-1365,,2026-05-04T11:10:11Z,2026-05-04T11:10:19Z,2026-05-04T11:10:27Z,3,7.59,card
S-103941,B-25,B-25-T07,2026-05-04,E-1335,,2026-05-04T12:51:22Z,2026-05-04T12:51:30Z,2026-05-04T12:51:55Z,3,12.78,cash
S-103942,B-25,B-25-T12,2026-05-04,E-1342,,2026-05-04T14:15:26Z,2026-05-04T14:15:35Z,2026-05-04T14:15:44Z,2,4.70,card
S-103943,B-25,B-25-T11,2026-05-04,E-1346,,2026-05-04T08:37:27Z,2026-05-04T08:38:37Z,2026-05-04T08:38:45Z,13,92.97,card
S-103944,B-25,B-25-T05,2026-05-04,E-1339,,2026-05-04T12:14:25Z,2026-05-04T12:14:33Z,2026-05-04T12:14:48Z,1,8.86,mobile
S-103945,B-25,B-25-T06,2026-05-04,E-1331,C-126181,2026-05-04T19:48:31Z,2026-05-04T19:48:39Z,2026-05-04T19:48:45Z,2,3.08,mobile
S-103946,B-25,B-25-T12,2026-05-04,E-1358,,2026-05-04T14:11:44Z,2026-05-04T14:12:05Z,2026-05-04T14:12:16Z,4,7.17,card
S-103947,B-25,B-25-T07,2026-05-04,E-1379,,2026-05-04T18:22:23Z,2026-05-04T18:22:31Z,2026-05-04T18:22:46Z,2,5.16,card
S-103948,B-25,B-25-T05,2026-05-04,E-1346,,2026-05-04T08:02:45Z,2026-05-04T08:03:02Z,2026-05-04T08:03:08Z,8,50.62,card
S-103949,B-25,B-25-T05,2026-05-04,E-1349,C-107516,2026-05-04T13:19:53Z,2026-05-04T13:20:42Z,2026-05-04T13:20:46Z,28,91.03,mobile
S-103950,B-25,B-25-T11,2026-05-04,E-1374,C-119791,2026-05-04T21:27:53Z,2026-05-04T21:28:48Z,2026-05-04T21:29:04Z,12,41.77,mobile
S-103951,B-25,B-25-T11,2026-05-04,E-1389,,2026-05-04T14:04:03Z,2026-05-04T14:05:32Z,2026-05-04T14:05:39Z,15,70.49,card
S-103952,B-25,B-25-T01,2026-05-04,E-1332,,2026-05-04T21:28:07Z,2026-05-04T21:28:28Z,2026-05-04T21:28:52Z,11,105.22,cash
S-103953,B-25,B-25-T12,2026-05-04,E-1375,C-140286,2026-05-04T15:28:06Z,2026-05-04T15:28:14Z,2026-05-04T15:28:19Z,2,13.10,card
S-103954,B-25,B-25-T07,2026-05-04,E-1362,,2026-05-04T10:00:41Z,2026-05-04T10:01:00Z,2026-05-04T10:01:09Z,10,84.14,card
S-103955,B-25,B-25-T06,2026-05-04,E-1357,C-105300,2026-05-04T11:17:28Z,2026-05-04T11:17:36Z,2026-05-04T11:17:50Z,5,118.70,card
S-103956,B-25,B-25-T10,2026-05-04,E-1354,,2026-05-04T13:30:36Z,2026-05-04T13:30:50Z,2026-05-04T13:31:28Z,8,66.85,cash
S-103957,B-25,B-25-T03,2026-05-04,E-1363,C-133381,2026-05-04T17:53:14Z,2026-05-04T17:53:52Z,2026-05-04T17:54:08Z,26,199.28,card
S-103958,B-25,B-25-T06,2026-05-04,E-1338,,2026-05-04T10:46:38Z,2026-05-04T10:46:53Z,2026-05-04T10:47:12Z,13,71.58,cash
S-103959,B-25,B-25-T03,2026-05-04,E-1382,C-112387,2026-05-04T07:29:56Z,2026-05-04T07:30:04Z,2026-05-04T07:30:19Z,3,80.58,mobile
S-103960,B-25,B-25-T01,2026-05-04,E-1352,,2026-05-04T19:05:31Z,2026-05-04T19:07:08Z,2026-05-04T19:07:30Z,41,181.48,cash
S-103961,B-25,B-25-T07,2026-05-04,E-1375,C-123632,2026-05-04T08:41:28Z,2026-05-04T08:42:11Z,2026-05-04T08:42:44Z,23,113.53,cash
S-103962,B-25,B-25-T10,2026-05-04,E-1355,,2026-05-04T11:07:02Z,2026-05-04T11:07:10Z,2026-05-04T11:07:20Z,2,3.84,card
S-103963,B-25,B-25-T11,2026-05-04,E-1369,C-107191,2026-05-04T18:48:38Z,2026-05-04T18:49:51Z,2026-05-04T18:50:02Z,14,62.30,card
S-103964,B-25,B-25-T07,2026-05-04,E-1391,,2026-05-04T11:26:38Z,2026-05-04T11:27:18Z,2026-05-04T11:27:27Z,26,171.43,mobile
S-103965,B-25,B-25-T12,2026-05-04,E-1391,,2026-05-04T19:22:45Z,2026-05-04T19:23:37Z,2026-05-04T19:23:42Z,10,53.89,card
S-103966,B-25,B-25-T01,2026-05-04,E-1355,C-110435,2026-05-04T16:44:05Z,2026-05-04T16:44:19Z,2026-05-04T16:44:32Z,8,19.18,mobile
S-103967,B-25,B-25-T01,2026-05-04,E-1365,C-124556,2026-05-04T18:15:13Z,2026-05-04T18:15:21Z,2026-05-04T18:15:28Z,2,3.84,mobile
S-103968,B-25,B-25-T05,2026-05-04,E-1334,,2026-05-04T17:00:53Z,2026-05-04T17:01:01Z,2026-05-04T17:01:07Z,2,17.14,mobile
S-103969,B-25,B-25-T08,2026-05-04,E-1334,,2026-05-04T07:50:07Z,2026-05-04T07:50:36Z,2026-05-04T07:51:05Z,26,172.85,cash
S-103970,B-25,B-25-T09,2026-05-04,E-1385,,2026-05-04T07:29:40Z,2026-05-04T07:30:15Z,2026-05-04T07:30:21Z,31,193.82,card
S-103971,B-25,B-25-T01,2026-05-04,E-1341,,2026-05-04T11:46:04Z,2026-05-04T11:47:03Z,2026-05-04T11:47:15Z,24,185.75,mobile
S-103972,B-25,B-25-T10,2026-05-04,E-1366,,2026-05-04T08:38:24Z,2026-05-04T08:38:59Z,2026-05-04T08:39:06Z,15,96.35,card
S-103973,B-25,B-25-T10,2026-05-04,E-1373,,2026-05-04T16:53:24Z,2026-05-04T16:53:40Z,2026-05-04T16:53:52Z,14,56.06,mobile
S-103974,B-25,B-25-T05,2026-05-04,E-1345,,2026-05-04T14:32:41Z,2026-05-04T14:32:49Z,2026-05-04T14:32:56Z,2,10.64,card
S-103975,B-25,B-25-T12,2026-05-04,E-1334,C-114497,2026-05-04T07:12:27Z,2026-05-04T07:13:03Z,2026-05-04T07:13:14Z,9,46.51,card
S-103976,B-25,B-25-T06,2026-05-04,E-1335,,2026-05-04T21:01:48Z,2026-05-04T21:02:21Z,2026-05-04T21:02:28Z,27,197.22,card
S-103977,B-25,B-25-T06,2026-05-04,E-1373,C-115159,2026-05-04T08:48:53Z,2026-05-04T08:49:17Z,2026-05-04T08:49:32Z,12,96.44,card
S-103978,B-25,B-25-T07,2026-05-04,E-1380,C-108189,2026-05-04T18:14:25Z,2026-05-04T18:15:17Z,2026-05-04T18:15:48Z,30,139.81,cash
S-103979,B-25,B-25-T03,2026-05-04,E-1365,C-100315,2026-05-04T19:23:30Z,2026-05-04T19:23:38Z,2026-05-04T19:23:43Z,2,4.13,card
S-103980,B-25,B-25-T04,2026-05-04,E-1383,,2026-05-04T17:04:11Z,2026-05-04T17:04:39Z,2026-05-04T17:05:13Z,18,191.89,cash
S-103981,B-25,B-25-T02,2026-05-04,E-1362,,2026-05-04T20:40:11Z,2026-05-04T20:40:37Z,2026-05-04T20:40:43Z,15,116.53,card
S-103982,B-25,B-25-T09,2026-05-04,E-1384,,2026-05-04T20:11:51Z,2026-05-04T20:11:59Z,2026-05-04T20:12:31Z,2,37.34,cash
S-103983,B-25,B-25-T04,2026-05-04,E-1333,C-130062,2026-05-04T08:51:28Z,2026-05-04T08:51:36Z,2026-05-04T08:51:47Z,2,14.84,card
S-103984,B-25,B-25-T04,2026-05-04,E-1374,,2026-05-04T20:01:51Z,2026-05-04T20:02:45Z,2026-05-04T20:02:56Z,29,134.67,card
S-103985,B-25,B-25-T03,2026-05-04,E-1340,,2026-05-04T11:25:02Z,2026-05-04T11:25:29Z,2026-05-04T11:25:39Z,17,62.53,card
S-103986,B-25,B-25-T08,2026-05-04,E-1344,,2026-05-04T11:30:42Z,2026-05-04T11:31:12Z,2026-05-04T11:31:28Z,25,100.09,card
S-103987,B-25,B-25-T07,2026-05-04,E-1364,C-135976,2026-05-04T18:05:11Z,2026-05-04T18:05:19Z,2026-05-04T18:05:35Z,3,23.31,card
S-103988,B-25,B-25-T03,2026-05-04,E-1380,C-111941,2026-05-04T19:02:37Z,2026-05-04T19:02:45Z,2026-05-04T19:02:54Z,5,23.66,card
S-103989,B-25,B-25-T09,2026-05-04,E-1339,,2026-05-04T14:49:13Z,2026-05-04T14:49:32Z,2026-05-04T14:49:45Z,13,27.54,card
S-103990,B-25,B-25-T08,2026-05-04,E-1361,C-139698,2026-05-04T20:05:51Z,2026-05-04T20:06:08Z,2026-05-04T20:06:17Z,8,31.93,mobile
S-103991,B-25,B-25-T10,2026-05-04,E-1348,C-125158,2026-05-04T15:36:03Z,2026-05-04T15:36:11Z,2026-05-04T15:36:28Z,2,19.62,cash
S-103992,B-25,B-25-T10,2026-05-04,E-1385,,2026-05-04T12:37:29Z,2026-05-04T12:37:59Z,2026-05-04T12:38:31Z,12,54.80,cash
S-103993,B-25,B-25-T05,2026-05-04,E-1378,,2026-05-04T14:53:54Z,2026-05-04T14:54:02Z,2026-05-04T14:54:15Z,3,27.42,card
S-103994,B-25,B-25-T09,2026-05-04,E-1361,,2026-05-04T07:03:37Z,2026-05-04T07:03:45Z,2026-05-04T07:04:01Z,5,23.63,mobile
S-103995,B-25,B-25-T07,2026-05-04,E-1379,,2026-05-04T16:07:53Z,2026-05-04T16:08:15Z,2026-05-04T16:08:27Z,12,85.51,mobile
S-103996,B-25,B-25-T12,2026-05-04,E-1382,,2026-05-04T19:47:24Z,2026-05-04T19:47:44Z,2026-05-04T19:47:54Z,3,9.93,card
S-103997,B-25,B-25-T12,2026-05-04,E-1376,,2026-05-04T18:14:16Z,2026-05-04T18:14:28Z,2026-05-04T18:14:35Z,2,18.22,card
S-103998,B-25,B-25-T02,2026-05-04,E-1339,C-130498,2026-05-04T17:51:59Z,2026-05-04T17:52:07Z,2026-05-04T17:52:26Z,3,6.19,cash
S-103999,B-25,B-25-T02,2026-05-04,E-1378,C-135670,2026-05-04T13:46:13Z,2026-05-04T13:46:21Z,2026-05-04T13:46:37Z,2,13.60,card
S-104000,B-25,B-25-T11,2026-05-04,E-1345,C-102699,2026-05-04T13:38:05Z,2026-05-04T13:39:27Z,2026-05-04T13:39:36Z,24,134.54,card
S-104001,B-25,B-25-T11,2026-05-04,E-1344,,2026-05-04T15:09:19Z,2026-05-04T15:09:30Z,2026-05-04T15:09:42Z,2,2.74,card
S-104002,B-25,B-25-T06,2026-05-04,E-1336,,2026-05-04T19:49:14Z,2026-05-04T19:49:22Z,2026-05-04T19:49:26Z,2,2.68,card
S-104003,B-25,B-25-T03,2026-05-04,E-1337,C-112977,2026-05-04T20:19:00Z,2026-05-04T20:19:36Z,2026-05-04T20:19:40Z,18,72.10,card
S-104004,B-25,B-25-T04,2026-05-04,E-1346,C-109835,2026-05-04T10:21:29Z,2026-05-04T10:21:37Z,2026-05-04T10:21:44Z,1,28.80,mobile
S-104005,B-25,B-25-T11,2026-05-04,E-1330,,2026-05-04T10:51:54Z,2026-05-04T10:53:11Z,2026-05-04T10:53:17Z,14,53.80,card
S-104006,B-25,B-25-T05,2026-05-04,E-1344,C-141766,2026-05-04T13:02:39Z,2026-05-04T13:03:16Z,2026-05-04T13:03:21Z,23,81.95,card
S-104007,B-25,B-25-T02,2026-05-04,E-1356,C-103478,2026-05-04T19:40:10Z,2026-05-04T19:40:18Z,2026-05-04T19:40:27Z,3,14.79,mobile
S-104008,B-25,B-25-T10,2026-05-04,E-1340,,2026-05-04T10:05:24Z,2026-05-04T10:06:48Z,2026-05-04T10:07:05Z,34,141.67,card
S-104009,B-25,B-25-T01,2026-05-04,E-1332,C-130468,2026-05-04T09:25:25Z,2026-05-04T09:25:33Z,2026-05-04T09:25:44Z,3,16.92,mobile
S-104010,B-25,B-25-T11,2026-05-04,E-1345,C-104045,2026-05-04T09:47:56Z,2026-05-04T09:48:11Z,2026-05-04T09:48:22Z,4,9.90,card
S-104011,B-25,B-25-T11,2026-05-04,E-1354,C-133636,2026-05-04T11:15:34Z,2026-05-04T11:15:42Z,2026-05-04T11:15:53Z,1,11.72,mobile
S-104012,B-25,B-25-T11,2026-05-04,E-1391,,2026-05-04T16:22:36Z,2026-05-04T16:23:19Z,2026-05-04T16:23:30Z,9,26.69,card
S-104013,B-25,B-25-T09,2026-05-04,E-1380,C-108093,2026-05-04T18:13:14Z,2026-05-04T18:13:29Z,2026-05-04T18:13:38Z,12,39.07,mobile
S-104014,B-25,B-25-T12,2026-05-04,E-1330,,2026-05-04T21:12:03Z,2026-05-04T21:13:50Z,2026-05-04T21:14:06Z,26,168.26,mobile
S-104015,B-25,B-25-T10,2026-05-04,E-1390,,2026-05-04T07:39:26Z,2026-05-04T07:39:34Z,2026-05-04T07:39:40Z,3,3.96,mobile
S-104016,B-25,B-25-T09,2026-05-04,E-1341,,2026-05-04T15:38:53Z,2026-05-04T15:39:16Z,2026-05-04T15:39:27Z,19,87.19,card
S-104017,B-25,B-25-T03,2026-05-04,E-1344,C-108857,2026-05-04T17:56:05Z,2026-05-04T17:56:48Z,2026-05-04T17:57:02Z,29,101.59,card
S-104018,B-25,B-25-T05,2026-05-04,E-1375,C-121216,2026-05-04T08:02:57Z,2026-05-04T08:04:12Z,2026-05-04T08:04:23Z,38,203.49,card
S-104019,B-25,B-25-T07,2026-05-04,E-1360,,2026-05-04T15:56:35Z,2026-05-04T15:56:44Z,2026-05-04T15:57:01Z,5,87.28,card
S-104020,B-25,B-25-T04,2026-05-04,E-1347,C-134228,2026-05-04T09:43:28Z,2026-05-04T09:44:22Z,2026-05-04T09:44:32Z,22,92.05,mobile
S-104021,B-25,B-25-T09,2026-05-04,E-1365,C-108860,2026-05-04T10:00:21Z,2026-05-04T10:00:33Z,2026-05-04T10:00:44Z,9,183.29,card
S-104022,B-25,B-25-T06,2026-05-04,E-1355,,2026-05-04T18:45:04Z,2026-05-04T18:45:12Z,2026-05-04T18:45:18Z,4,5.60,mobile
S-104023,B-25,B-25-T11,2026-05-04,E-1350,C-142061,2026-05-04T19:49:49Z,2026-05-04T19:50:13Z,2026-05-04T19:50:23Z,4,19.80,mobile
S-104024,B-25,B-25-T06,2026-05-04,E-1382,,2026-05-04T16:47:53Z,2026-05-04T16:48:01Z,2026-05-04T16:48:25Z,2,5.26,cash
S-104025,B-25,B-25-T05,2026-05-04,E-1344,,2026-05-04T08:43:39Z,2026-05-04T08:44:09Z,2026-05-04T08:44:24Z,16,69.13,card
S-104026,B-25,B-25-T09,2026-05-04,E-1333,C-136804,2026-05-04T21:02:34Z,2026-05-04T21:02:42Z,2026-05-04T21:03:04Z,4,6.66,cash
S-104027,B-25,B-25-T08,2026-05-04,E-1352,,2026-05-04T16:57:18Z,2026-05-04T16:57:55Z,2026-05-04T16:58:02Z,32,180.46,card
S-104028,B-25,B-25-T08,2026-05-04,E-1362,C-127881,2026-05-04T17:48:34Z,2026-05-04T17:48:42Z,2026-05-04T17:48:48Z,2,7.96,mobile
S-104029,B-25,B-25-T11,2026-05-04,E-1340,C-100884,2026-05-04T21:09:28Z,2026-05-04T21:10:24Z,2026-05-04T21:10:35Z,14,105.93,card
S-104030,B-25,B-25-T08,2026-05-04,E-1339,C-122836,2026-05-04T13:51:37Z,2026-05-04T13:52:11Z,2026-05-04T13:52:18Z,14,35.98,card
S-104031,B-25,B-25-T05,2026-05-04,E-1329,,2026-05-04T18:56:48Z,2026-05-04T18:56:56Z,2026-05-04T18:57:10Z,3,10.53,cash
S-104032,B-25,B-25-T10,2026-05-04,E-1348,,2026-05-04T11:26:29Z,2026-05-04T11:26:37Z,2026-05-04T11:26:53Z,3,5.49,mobile
S-104033,B-25,B-25-T02,2026-05-04,E-1361,C-117190,2026-05-04T15:54:53Z,2026-05-04T15:55:42Z,2026-05-04T15:55:47Z,31,187.59,card
S-104034,B-25,B-25-T11,2026-05-04,E-1384,,2026-05-04T19:34:46Z,2026-05-04T19:35:15Z,2026-05-04T19:35:24Z,6,21.06,card
S-104035,B-25,B-25-T02,2026-05-04,E-1371,C-103117,2026-05-04T09:18:12Z,2026-05-04T09:18:20Z,2026-05-04T09:18:29Z,4,27.22,mobile
S-104036,B-25,B-25-T07,2026-05-04,E-1332,,2026-05-04T18:13:55Z,2026-05-04T18:14:41Z,2026-05-04T18:15:04Z,32,147.60,cash
S-104037,B-25,B-25-T04,2026-05-04,E-1383,C-134318,2026-05-04T10:10:30Z,2026-05-04T10:11:34Z,2026-05-04T10:12:07Z,37,201.85,cash
S-104038,B-25,B-25-T12,2026-05-04,E-1374,,2026-05-04T10:21:59Z,2026-05-04T10:24:22Z,2026-05-04T10:24:30Z,29,128.35,card
S-104039,B-25,B-25-T05,2026-05-04,E-1375,C-119859,2026-05-04T18:12:53Z,2026-05-04T18:13:10Z,2026-05-04T18:13:18Z,7,32.80,card
S-104040,B-25,B-25-T11,2026-05-04,E-1347,C-140623,2026-05-04T19:05:17Z,2026-05-04T19:07:08Z,2026-05-04T19:07:12Z,19,185.40,card
S-104041,B-25,B-25-T07,2026-05-04,E-1360,,2026-05-04T14:22:27Z,2026-05-04T14:22:38Z,2026-05-04T14:22:48Z,7,32.20,card
S-104042,B-25,B-25-T11,2026-05-04,E-1379,,2026-05-04T17:14:51Z,2026-05-04T17:16:23Z,2026-05-04T17:16:32Z,16,108.62,card
S-104043,B-25,B-25-T04,2026-05-04,E-1378,,2026-05-04T10:01:35Z,2026-05-04T10:02:43Z,2026-05-04T10:02:52Z,31,155.35,card
S-104044,B-25,B-25-T04,2026-05-04,E-1329,,2026-05-04T08:04:29Z,2026-05-04T08:04:37Z,2026-05-04T08:04:48Z,1,26.50,card
S-104045,B-25,B-25-T05,2026-05-04,E-1345,C-107632,2026-05-04T10:58:18Z,2026-05-04T10:58:45Z,2026-05-04T10:59:00Z,12,117.23,card
S-104046,B-25,B-25-T11,2026-05-04,E-1343,,2026-05-04T14:48:36Z,2026-05-04T14:48:44Z,2026-05-04T14:48:51Z,2,12.20,card
S-104047,B-25,B-25-T08,2026-05-04,E-1373,C-105300,2026-05-04T11:45:43Z,2026-05-04T11:45:54Z,2026-05-04T11:46:20Z,5,32.12,cash
S-104048,B-25,B-25-T03,2026-05-04,E-1361,,2026-05-04T13:50:04Z,2026-05-04T13:50:28Z,2026-05-04T13:50:45Z,14,57.36,card
S-104049,B-25,B-25-T09,2026-05-04,E-1351,C-112853,2026-05-04T15:04:33Z,2026-05-04T15:05:33Z,2026-05-04T15:05:38Z,31,166.82,card
S-104050,B-25,B-25-T06,2026-05-04,E-1353,,2026-05-04T10:07:43Z,2026-05-04T10:08:24Z,2026-05-04T10:08:37Z,18,195.40,card
S-104051,B-25,B-25-T08,2026-05-04,E-1386,,2026-05-04T15:09:14Z,2026-05-04T15:09:22Z,2026-05-04T15:09:45Z,2,11.58,cash
S-104052,B-25,B-25-T07,2026-05-04,E-1379,,2026-05-04T18:28:30Z,2026-05-04T18:29:11Z,2026-05-04T18:29:16Z,20,71.04,card
S-104053,B-25,B-25-T09,2026-05-04,E-1381,C-105154,2026-05-04T15:02:53Z,2026-05-04T15:03:20Z,2026-05-04T15:03:27Z,19,104.25,card
S-104054,B-25,B-25-T07,2026-05-04,E-1343,,2026-05-04T15:48:01Z,2026-05-04T15:48:11Z,2026-05-04T15:48:22Z,5,43.28,mobile
S-104055,B-25,B-25-T06,2026-05-04,E-1386,,2026-05-04T19:13:08Z,2026-05-04T19:13:30Z,2026-05-04T19:13:39Z,12,55.18,card
S-104056,B-25,B-25-T08,2026-05-04,E-1340,,2026-05-04T08:26:27Z,2026-05-04T08:26:35Z,2026-05-04T08:26:51Z,5,29.18,mobile
S-104057,B-25,B-25-T12,2026-05-04,E-1364,,2026-05-04T13:45:23Z,2026-05-04T13:45:42Z,2026-05-04T13:45:52Z,3,7.15,mobile
S-104058,B-25,B-25-T10,2026-05-04,E-1367,C-107230,2026-05-04T17:12:56Z,2026-05-04T17:13:12Z,2026-05-04T17:13:17Z,8,32.19,mobile
S-104059,B-25,B-25-T06,2026-05-04,E-1354,C-119466,2026-05-04T19:57:56Z,2026-05-04T19:58:04Z,2026-05-04T19:58:14Z,1,1.80,card
S-104060,B-25,B-25-T11,2026-05-04,E-1368,,2026-05-04T15:00:08Z,2026-05-04T15:01:16Z,2026-05-04T15:01:24Z,12,56.51,card
S-104061,B-25,B-25-T06,2026-05-04,E-1338,,2026-05-04T10:36:06Z,2026-05-04T10:36:42Z,2026-05-04T10:36:58Z,27,204.56,mobile
S-104062,B-25,B-25-T03,2026-05-04,E-1334,C-120925,2026-05-04T07:06:57Z,2026-05-04T07:07:05Z,2026-05-04T07:07:12Z,4,24.90,card
S-104063,B-25,B-25-T08,2026-05-04,E-1354,,2026-05-04T18:56:33Z,2026-05-04T18:56:50Z,2026-05-04T18:57:06Z,15,91.62,card
S-104064,B-25,B-25-T08,2026-05-04,E-1334,,2026-05-04T10:22:18Z,2026-05-04T10:24:05Z,2026-05-04T10:24:13Z,42,184.32,card
